activity;['go', 'baduk', 'go-spelare', 'gote', 'hane', 'sten', 'wei-chi', 'weiqi', '⚆', '⚇', '⚈', '⚉', 'go spel'];Ett brädspel som ursprungligen kom från Kina.
political-geographic-object;['köpenhamn', 'kobenhavn', 'kopenhagen', 'köbenhavn', 'köpenhamn 1728', 'københavn', 'køpenhamn', 'køpenhavn', 'staden københavn', 'danska huvudstaden'];Danmarks huvudstad och största stad.
political-geographic-object;['london', 'llundain', 'londen', 'londn', 'londra', 'londri', 'lunnainn', 'lùng-dŭng', 'lůndůn', 'łondra', 'brittiska huvudstaden', 'greater london', 'huvudstad i förenade kungariket'];Storbritanniens och Englands hovedstad.
political-geographic-object;['paris', 'paris, frankrike', 'paris fakta', 'plan-de-la-tour', 'city of light', 'franska huvudstaden', 'huvudstaden i frankrike'];Frankrikes huvudstad och största stad.
political-geographic-object;['luxemburg', 'luxembourg city', 'luxemburg city', 'ville de luxembourg', 'luxembourg', 'luxembourgs stad', 'luxemburgs stad', 'luxembourg ville', 'luxemburg, luxemburg', 'stad lëtzebuerg', 'stadt luxemburg', 'huvudstad luxemburg', 'luxemburg-ville'];Luxemburgs huvudstad.
political-geographic-object;['oslo', 'christiania', 'kristiania', 'kristiania amt', 'manglerud', 'oslo, norge', 'oslo fylke', 'tigerstaden', 'norges huvudstad'];Norges huvudstad och största stad.
political-geographic-object;['madrid', 'spaniens huvudstad', 'comunidad autónoma de madrid', 'comunitat de madrid', 'la villa y corte de madrid', 'los madriles', 'madrids', 'madryt', 'magerit', 'mairil', 'región de madrid'];Spaniens huvudstad.
political-geographic-object;['stockholm', 'sthlm', 'sveriges huvudstad', 'eken', 'sth', 'stockholm, stockholms län', 'stockholmsängar', 'tukholma'];Sveriges huvudstad och största stad.
political-geographic-object;['yaoundé', 'yaounde', 'jaunde', 'jaúnde', 'yaunde', 'huvudstad kamerun'];Kameruns huvudstad och näst största stad.
political-geographic-object;['zagreb', 'zagreb stad', 'agram', 'sakreb', 'zabrag', 'zabreg', 'zagabbria', 'zagabria', 'zagavria', 'zagrab', 'zagrabia', 'zagrebs stad', 'zagrzeb', 'zagrėbs', 'zágráb', 'загреб'];Kroatiens huvudstad.
political-geographic-object;['wellington', 'wellington på nya zeeland', 'wellington, nya zeeland', 'huvudstad i nya zeeland'];Nya Zeelands huvudstad.
political-geographic-object;['stift', 'biskop', 'biskopdöme', 'biskopsdöme', 'biskopsstift', 'biskopar', 'biskops-invigning', 'biskopsrådet', 'biskopsämbetet', 'episcop', 'ärkestift'];Den präst som fungerar som högsta religiösa ämbetsman i ett stift.
political-geographic-object;['land', 'mexikos delstater', 'delstat', 'stat', 'länder', 'landlevande', 'världens länder', 'landet', 'mexikanska delstaten', 'mexikanska stater'];En politisk enhet som hävdar absolut bestämmanderätt över ett större geografiskt område.
practice;['vapenvila', 'stillestånd', 'vapenstillestånd', 'eldupphör', 'upphörande av fientligheterna', 'vapenstilleståndet'];Ett tillfälligt avbrott i fientligheterna genom en överenskommelse mellan de stridande parterna.
practice;['vigsel', 'bröllop'];En ceremoni som firar inledningen av ett äktenskap under vilken de kontrahenter som skall gifta sig utbyter löften.
practice;['fred', 'frid', 'lugn', 'ro', 'freden'];Ett tillstånd av lugn, tystnad och harmoni, till exempel ett tillstånd utan civila oroligheter.
qualitative-role;['hemgift', 'morgongåva', 'dowery'];En gåva från brudgummen till bruden som ges på morgonen efter bröllopsnatten. gåvan blev traditionellt sett hennes enskilda egendom.
qualitative-role;['hemgift', 'morgongåva', 'dowery'];En summa som betalas av brudens föräldrar till brudgummen eller dennes familj.
qualitative-role;['pris', 'priser', 'köpeskilling', 'prissättning', 'skumningsprissättning', 'priset'];Den summa pengar som betalas för varje enhet av en vara eller tjänst.
quality;['sanning', 'sooth'];Det som överstämmer med verkligheten.
quality;['jurisdiktion', 'domvärjo', 'domrätt', 'domsrätt', 'jurisdiktionen', 'jurisdiktionskonflikter', 'jurisdiktionsrätt', 'juridisk makt'];En domstols rätt att ta upp och döma i ett rättsfall, eller att utdela ett viss straff.
quality;['sätt', 'stil'];Hur man gör något.
quality;['grå', 'grått', 'gråhet'];Färgen mellan svart och vitt (färgen hos cement, aska och sälar).
quality;['auktoritet', 'godkännande', 'tillstånd'];Makten att få regler att efterlevas eller ge order.
quality;['citronfärg', 'citron', 'citrongul'];En gul citrusfrukt.
quality;['färg', 'svart', 'färger', 'färgens påverkan', 'färgerna', 'färglära', 'färgperception', 'färgskala', 'färg vetenskap'];En färg (samma färg som himlen nattetid och en koltrasts fjädrar) som skapas genom att allt ljud absorberas och inget reflekteras. mörk och färglös.
quality;['färg', 'svart', 'färger', 'färgens påverkan', 'färgerna', 'färglära', 'färgperception', 'färgskala', 'färg vetenskap'];En egenskap hos föremål som är resultatet av det ljus de reflekterar, sänder vidare eller ut så länge som detta ljus orsakar en visuell upplevelse som är beroende av dess våglängd.
quality;['kyla', 'köld', 'sval', 'låg temperatur'];Ett tillstånd med låg temperatur.
quality;['tystnad', 'tyst', 'tystnaden'];Den totala frånvaron av ljud.
quality;['blå', 'blåhet', 'blått', 'kungsblå', 'ljusblå', 'mörkblå'];Den klara färgen av en molnfri himmel. den primära färg som ligger mellan grön och lila i den synliga spektrumet, effekt av ljus med en våglängd på mellan 450 och 500 nm.
quality;['ansiktsuttryck', 'uttryck', 'min'];Ett uttryck eller utseende som indikerar ett visst sinnestillstånd.
quality;['auktoritet', 'godkännande', 'tillstånd'];Makten att få regler att efterlevas eller ge order.
quality;['pris', 'penningvärde', 'kostnaden'];Den summa pengar som betalas för varje enhet av en vara eller tjänst.
region;['långa och korta skalan för stora tal', 'biljon', '1000000000000', 'långa skalan', 'korta och långa skalan', 'korta och långa skalan för stora tal', 'korta skalan', 'korta skalan för stora tal', 'långa och korta skalan', 'långa skalan för stora tal', 'skala för stora tal', 'skalan för stora tal', 'skalor för stora tal', 'skalorna för stora tal', '1000000000', 'ettusen miljoner', 'kort skala', 'långa och korta skalor'];1.000.000.000.000
region;['skål'];Ett lyftande och vidrörande av glas (vanligen vid festmåltider etc och vanligen åföljt av utsägandet av ordet "skål").
region;['fot', 'engelsk fot', 'ft', 'en fot', 'svensk fot'];En måttsenhet som motsvarar 12 engelska tum och en tredjedels yard
region;['ingenting', 'noll', 'noll och ingenting', 'nolla', '0', 'inget', 'aught', 'gås ägg', 'intet', 'nada', 'nix', 'null', 'zilch', 'zippo'];Det grundtal som representerar fullständig avsaknad av mängd eller antal.
region;['skiva'];Ett avskuret stycke vars tjocklek är liten i jämförelse med dess längd och bredd eller dess diameter.
region;['månad', 'kalendermånad', 'månader'];En period som året indelas i, historiskt sett baserad på månens faser. I den gregorianska kalendern finns det tolv månader.
region;['milkshake', 'milk shake', 'milkshakes'];En trögflytande dryck som består av ihopvispad mjölk och glass, ofta med frukt, choklad eller annan smaksättare.
region;['fjärdedel', '25 procent', 'en fjärdedel', 'fjärde delen', 'quartern'];Någon av de fyra lika delar som något har delats i.
region;['myriad', '10000', 'tiotusen', 'tio tusen', 'ↂ', '10.000'];Tio upphöjt till fyra.
region;['6', 'sex', 'hexa', 'ⅵ', 'vi', 'ett halvt dussin', 'hexad', 'kapten hicks', 'sextett', 'sextuplet', 'sise', 'sixer'];Det kardinaltal som kommer efter fem och före sju, och som skrivs VI med romerska siffror och 6 med arabiska siffror.
region;['5', 'fem', 'ⅴ', 'cinque', 'lilla phoebe', 'pentad'];Det kardinaltal som kommer efter fyra och före sex, och som skrivs V med romerska siffror och 5 med arabiska siffror.
region;['3', 'tre', 'iii', 'ⅲ', 'tredje', '❸', '➂', '➌', 'deuce-ace', 'tercet', 'ternion', 'ternära', 'terzetto', 'trine'];Det tal som kommer efter två och före fyra, och som med romerska siffror skrivs III och med arabiska siffror 3.
region;['två', '2', 'ii', 'ⅱ', 'kvadratroten ur 4', 'kvadratroten ur fyra', 'roten ur 4', 'roten ur fyra', '❷', '➁', '➋', 'stag'];Det andra naturliga talet (2).
region;['8', 'åtta', 'viii', 'ⅷ', 'eighter', 'eighter från decatur', 'octad', 'octonary', 'ogdoad'];Det naturliga tal som kommer efter sju och före nio, och som med romerska siffror skrivs VIII och med arabiska siffror 8.
region;['morgon', 'förmiddag', 'för- och eftermiddag', 'morgonen', 'morron', 'morgon tid'];Tidsperioden från dagens början till middag (12:00).
region;['kardinaltal', 'grundtal', 'kardinal nummer', 'kardinal aritmetik'];Ett tal som anger en mängd.
region;['flaska', 'bottleful'];Innehållet i en behållare som kallas för flaska.
region;['steradian'];SI-enheten för rymdvinkel, med symbol "sr".
regulation;['auktoritet', 'godkännande', 'tillstånd'];Makten att få regler att efterlevas eller ge order.
relation;['konjunktion', 'subjunktion', 'korrelat tillsammans'];Ett ord som sammanbinder en huvudsats med en bisats.
relation;['konjunktion', 'subjunktion', 'korrelat tillsammans'];Ett ord som sammanbinder två likvärdiga delar av en sats eller mening.
relation;['hyperonym', 'hypernym', 'hypernymy', 'superordination'];Poster i en ämnesordbok som täcker ett vidare semantiskt fält än andra. Detta är ett begrepp i OmegaWiki som inte är avsett att förses med synonymer, enbart översättningar.
relevant-part;['skiva'];Ett avskuret stycke vars tjocklek är liten i jämförelse med dess längd och bredd eller dess diameter.
relevant-part;['bockskägg', 'getskägg', 'pipskägg'];Ett skägg som trimmats till att växa enbart på hakans mitt.
relevant-part;['läder', 'djurskin', 'hästläder', 'kärnläder', 'narvsida', 'smorläder', 'svinläder', 'lädervaror'];Berett eller garvat skinn från ett djur, vanligen med pälsen borttagen.
relevant-part;['hårstrå'];Ett av de filament som växer från huden på människor och djur, och som bildar ett skydd för en del av huvudet eller hela kroppen.
relevant-part;['ögonfrans', 'ögonfransar'];En av de hårstrån som växer på ögonlocken runt ögonen.
relevant-part;['kärna', 'endokarp', 'endokarpen'];Det träskal som omger fröämnet i några frukter, i synnerhet stenfrukter.
relevant-part;['ögonbryn', 'ögonbrynen', 'supercilium'];Det hår som växer på den beniga kanten ovanför ögonhålan.
relevant-part;['skägg', 'mustasch', 'helskägg', 'pipskägg', 'skäggig', 'skäggstubb', 'skäggvård', 'stubb', 'morrhår', '05:00 skugga', 'ansikte svamp', 'vibrissae'];Ansiktshår av människor på hakan, kinderna och käken.
relevant-part;['handtag', 'öra', 'grepp', 'bygel'];Ett handtag som bildar en sluten kringla och som vanligen är placerad horisontellt (till exempel på en mugg eller kopp).
relevant-part;['bark', 'korklist', 'korklister', 'korkpor', 'korkporer', 'periderm'];Det yttersta lagret av stammen och grenarna på ett träd.
simple-collection;['schackspel'];Det spel som består av ett schackbräde och schackpjäser.
simple-collective;['pressa'];Att applicera tryck på något.
simple-planned-collective;['mottagning', 'bröllopsfest'];Firande efter bröllopsceremonin, där människor gratulerar och träffar de nygifta och deras släktingar.
simple-planned-collective;['bröllopsfest', 'bröllop mottagning'];Firande efter bröllopsceremonin, där människor gratulerar och träffar de nygifta och deras släktingar.
situation;['blåtira', 'blått öga'];Ett öga som har fått ett blåmärke i synnerhet efter ett slag.
situation;['liv'];Ett levnadstillstånd som kännetecknas av förmåga till ämnesomsättning, växt, reaktion på stimuli och fortplantning.
situation;['not', 'fotnot', 'fotnoter', 'fotnötter', 'kommentarnot', 'kommentarnoter', 'källnoter', 'notapparat', 'sidnot', 'sidnoter', 'slutkommentar', 'slutkommentarer'];En anmärkning som rör ett visst avsnitt av en text och som anges vid denna text i form av en markör, och där själva anmärkningen ges på annan plats i texten, t ex på sidans botten eller i avsnittets slut.
situation;['rövarhistoria'];Ett återberättande eller beskrivning av händelser, i synnerhet om fiktiva händelser eller överdrivet återberättat.
situation;['osanning', 'felaktighet', 'lögn', 'prat', 'falskhet'];Ett påstående i strid med sanning, framlagt för att luras.
situation;['hej då', 'adios', 'adjö', 'arrivederci', 'au revoir', 'auf wiedersehen', 'bra dag', 'cheerio', 'farväl', 'goodby', 'hejdå', 'sayonara', 'så länge'];En avskedshälsning som används när en eller flera personer i en situation, ett samtal eller på en plats går iväg medan andra stannar kvar.
situation;['mottagning', 'välkommen'];Hälsning vid någons ankomst.
situation;['pilgrimsfärd', 'peregrination', 'vallfärd', 'pilgrim resa', 'pilgrimsfärder'];En resa till en helig plats, eller en religiös resa.
situation;['skada', 'juridisk skada'];Ett sår eller annan menlig påverkan av en persons eller ett föremåls funktion eller tillstånd.
situation;['postlista', 'sändlista', 'e-postlista', 'e-postlistor'];En svit av adresser eller epostadresser till vilka begärda eller ej begärda massutskick kan göras.
situation;['depression', 'lågkonjuktur', 'ekonomisk depression', 'ekonomiska krisen'];En tidsperiod med ekonomisk stiltje, präglad av hög arbetslöshet och låg investeringsgrad.
situation;['ärr', 'ärrvävnad', 'cicatrice', 'cicatrix', 'ärrbildning', 'ärret'];Ett permanent märke på huden orsakat av ett sår.
situation;['sömn', 'tupplur', 'blund', 'slummer', 'sovande', 'dormogram', 'hypnogram', 'mikrosömn', 'powernap', 'slagga', 'somnologi', 'sova', 'sover', 'sömnforskning'];Ett periodiskt tillstånd av fysiologisk vila under vilken medvetandet är frånkopplat och metabolismen nedsatt.
situation;['problem', 'problemet'];En källa till svårigheter.
situation;['lögn', 'prat', 'ljuga', 'lögner'];Ett påstående i strid med sanning, framlagt för att luras.
situation;['fredsfördrag', 'fredsavtal', 'fred', 'fredsslut', 'fredsverk', 'fredsuppgörelse'];Ett tillstånd av frihet från krig, i synnerhet krig mellan olika länder.
situation;['hej', 'hallå', 'hejsan', 'hallo', 'hello', 'god dag', 'hej!', 'tja', 'tjena', 'howdy', 'hullo'];Hälsning som används av två eller fler personer som känner varandra.
situation;['brännskada', 'brännsår', 'brännmärke', 'brännblåsa', 'brännskador', 'grad', 'tredje gradens brännskada', 'tredje gradens brännskador', 'andra gradens brännskada'];En skada på huden, orsakad av eld, hetta eller vissa kemikalier.
situation;['krämpa', 'sjukdom', 'sjuk'];En skada, funktionsfel eller sjukdom som orsakar fysiskt eller mentalt lidande hos den drabbade personen eller det drabbade djuret.
situation;['databas', 'databank', 'bilddatabas', 'databanker', 'databasarkietekt', 'databasarkitekt', 'databassystem', 'databaser', 'databashanteringssystem', 'databasprogramvara'];En datoriserad sammanställning av data, fakta och register som är organiserat för smidighet vad gäller tillgänglighet, underhåll och uppdatering.
situation;['brännskada', 'brännsår', 'brännmärke', 'brännblåsa', 'brännskador', 'grad', 'tredje gradens brännskada', 'tredje gradens brännskador', 'andra gradens brännskada'];En skada på huden, orsakad av eld, hetta eller vissa kemikalier.
situation;['brännskada', 'brännsår', 'brännmärke', 'brännblåsa', 'brännskador', 'grad', 'tredje gradens brännskada', 'tredje gradens brännskador', 'andra gradens brännskada'];En skada på huden, orsakad av eld, hetta eller vissa kemikalier.
situation;['kollektivavtal', 'arbetsrätt', 'kollektivanställd', 'hängavtal', 'arbetsavtal'];Den gren av rättssystemet som fastställer reglerna som styr anställningsförhållanden, fackföreningsrelationer och statliga ingripanden för att ge skydd mot särskilda behovssituationer för medborgare som är arbetare.
situation;['mened', 'bär falskt vittnesbörd', 'falskt vittnesmål', 'liggande under ed'];Medvetet framställande av falska eller missvisande fakta vid vittnesmål under ed.
situation;['svetsning', 'restspänning', 'stuksvetsning', 'svets', 'svetsa', 'svetsförband'];Förenande av två metaller genom att tillföra hetta för att smälta och sammanfoga dem, med eller utan tillsatsmetall.
situation;['tyfoidfeber', 'tyfus', 'tyfoid', 'nervfeber', 'enterisk feber'];En sjukdom som orsakas av bakterien Salmonella typhi. Den sprids genom intag av föda eller vatten som smittats av fekalier från en infekterad person. Typiska symptom omfattar magsmärtor, hög feber, huvudvärk och i bland diarré eller förstoppning.
situation;['huvudvärk', 'huvudvärk - förebygga - barn', 'huvudvärk bland barn', 'huvudvärk bland vuxna', 'pannknack', 'cephalalgia'];En vanlig (och ofta akut) smärta i huvudet och området runt huvudet.
situation;['brännskada', 'brännsår', 'brännmärke', 'brännblåsa', 'brännskador', 'grad', 'tredje gradens brännskada', 'tredje gradens brännskador', 'andra gradens brännskada'];En skada på huden, orsakad av eld, hetta eller vissa kemikalier.
situation;['plötslig spädbarnsdöd', 'sids', 'plötslig barndöd', 'plötslig barnsdöd', 'spädbarnsdöd'];När ett till synes friskt spädbarn plötsligt och oväntat dör i sömnen.
situation;['leverans', 'föra', 'hemleverans', 'leverans pojke'];Transport och/eller avlämning av beställda varor till beställaren.
situation;['början', 'inledning', 'start'];En aktivitets eller handlings initiala fas.
situation;['början', 'inledning', 'start'];En aktivitets eller handlings initiala fas.
situation;['sterilisering'];Den handling eller process varigenom all former av mikrobiskt liv på och i ett föremål förstörs.
situation;['aktivitet', 'verksamhet'];Tillståndet eller egenskapen att vara aktiv.
situation;['anställning', 'anställd', 'arbete', 'jobb', 'yrke', 'anställda', 'arbetstagare', 'sysselsättning', 'anställa', 'arbetsgivare', 'arbetslivet', 'kontrakt arbetskraft', 'personal'];Produktiv aktivitet, service, handel eller hantverk för vilket man betalas på en reguljär basis.
situation;['mord', 'dubbelmord', 'förberedelse till mord', 'mördad', 'mördare', 'ouppklarade mord', 'lönnmord', 'lönnmörda', 'lönnmördare', 'mordet', 'mordförsök', 'spaningsmord', 'andra gradens mord', 'dråpet', 'mord av första graden', 'mördat', 'tortyr mord'];Det avsiktliga eller planerade dödandet av en annan person.
situation;['vandalism', 'vandalisering', 'förstörelse', 'sabba', 'huliganism', 'skadegörelse', 'skadlig rackartyg', 'vandaliserade'];Medveten och meningslös förstörelse av enskild eller allmän egendom orsakad av en vandal.
social-role;['mynt', 'effigies', 'arabiskt silvermynt', 'klave', 'myntämne', 'romerska mynt', 'silvermynt', 'exergue'];En stycke pengar, vanligen av metall och skivformad, men tidvis polygonal eller med ett hål i mitten.
social-role;['avkastning', 'företagen', 'intäkter'];Vinst eller inkomst skapad genom en investering eller en affärstransaktion.
socially-constructed-person;['pluto', 'hades', 'pluton', 'aidoneus', 'medhjälpare'];En personlighet i romersk mytologi, härskaren över underjorden.
socially-constructed-person;['barnbarn', 'sonson', 'dotterdotter', 'dotterson', 'sondotter', 'store-sonson'];Ett barn till någons barn.
socially-constructed-person;['hittebarn', 'övergivna spädbarn'];Ett övergivet barn.
socially-constructed-person;['tjuv', 'stealer'];Någon som tar egendom som tillhör någon annan med avsikt att behålla eller sälja densamma.
socially-constructed-person;['brorsdotter', 'niece', 'systerdotter'];En dotter till någons bror eller syster.
socially-constructed-person;['förälder', 'föräldraskap', 'föräldrar', 'moderskap', 'biologiska föräldern', 'föräldrarnas'];En person med ett eller flera barn.
socially-constructed-person;['lesbisk', 'flata', 'gay kvinna', 'lesbiska', 'tribade'];En homosexuell kvinna.
socially-constructed-person;['syster', 'sis'];En kvinnlig person som har samma föräldrar som en annan person.
socially-constructed-person;['drottning', 'queen', 'regerande drottning', 'titulärdrottning', 'drottning regnant', 'kejsarinnan regnant', 'kvinnlig monark'];En kvinnlig monark.
socially-constructed-person;['vuxen', 'vuxna', 'grownup'];En person som helt uppvuxen, utvecklad eller av en angiven ålder.
socially-constructed-person;['flickvän', 'fjälla', 'tjej', 'väninna'];En person av kvinnligt kön med vilken man har ett kärleksförhållande.
socially-constructed-person;['person', 'dödlig', 'individ', 'någon', 'individer'];En person som så småningom kommer att dö.
socially-constructed-person;['far', 'fader', 'pappa', 'farsa', 'fäder', 'begetter', 'biologiska far', 'manlig förälder'];En manlig förälder.
socially-constructed-person;['kung', 'kungen', 'manlig monark', 'rex'];En manlig medlem av en kungafamilj och högste härskare av sitt land.
socially-constructed-person;['brudgum', 'brudgummen'];En man som står i begrepp att gifta sig eller just har gift sig.
socially-constructed-person;['make', 'man', 'gift man', 'gubbe'];Man i äktenskap eller äktenskapligt förhållande.
socially-constructed-person;['fru', 'hustru', 'maka', 'fruar', 'gift kvinna'];En gift kvinna.
socially-constructed-person;['brandman', 'brandsoldat', 'brandmän', 'deltidsbrandman', 'flygplatsbrandman', 'branden företaget', 'räddningstjänsten', 'volontär brandman'];En person med utbildning i att släcka bränder.
socially-constructed-person;['brandman', 'brandsoldat', 'brandmän', 'deltidsbrandman', 'flygplatsbrandman', 'branden företaget', 'räddningstjänsten', 'volontär brandman'];En kvinna med utbildning i att släcka bränder.
socially-constructed-person;['baskiska', 'baskiska språket', 'euskara'];Ett språk som huvudsakligen talas i Baskien.
socially-constructed-person;['telugu', 'telugu språk'];Ett dravidiskt språk som mestadels talas i Indien.
socially-constructed-person;['knarkare', 'missbrukare'];En som är beroende av droger, en som använder droger.
socially-constructed-person;['bretonska', 'breton språket'];Ett keltiskt språk som talas av några av invånarna i Bretagne och Loire-Atlantique.
socially-constructed-person;['bulgarer', 'bulgariska', 'bulgar'];Ett sydslaviskt språk som huvudsakligen talas av innevånarna i Bulgarien.
socially-constructed-person;['italienare', 'italienska'];En person från Italien, eller av italiensk härkomst.
socially-constructed-person;['japanska', 'japansk språk', 'japanska språket'];Ett språk som huvudsakligen talas i Japan.
socially-constructed-person;['morfar', 'förälders förälder', 'farfar', 'farmor', 'morfars far', 'mormor', 'farförälder', 'farfarsfar', 'morföräldrar'];Fadern till någons moders fader.
socially-constructed-person;['pastor', 'kyrkligt ämbete', 'pastorsadjunkt', 'kyrkoherde', 'vigningstjänst', 'ämbete', 'särskild tjänst', 'minister', 'minister av religion', 'präst', 'rektor', 'biträdande kyrkoherden', 'kristen minister', 'kristna präster', 'kyrkoherden', 'ordinerad pastor', 'pastor-lärare', 'pastorer', 'religiös minister'];Den främste prästen i en kristen kyrka.
socially-constructed-person;['dumbom', 'idiot', 'dummerjöns', 'enfaldig'];En person med dåligt omdöme eller låg intelligens.
socially-constructed-person;['idiot', 'dumbom', 'idiotas', 'idioter', 'idioti', 'idiotism', 'jubelidiot', 'sinnesslö', 'idiotanstalt', 'bortbyting', 'changelings', 'cretin', 'retard'];En person med dåligt omdöme eller låg intelligens.
socially-constructed-person;['släkting', 'frände', 'fränka'];En person som anses tillhöra samma släkt på grund av gemensamma anor, giftermål eller adoption.
socially-constructed-person;['chef', 'ledare', 'top dog'];En person som leder, styr eller bestämmer.
socially-constructed-person;['tönt', 'dumbom', 'idiot', 'dolt', 'dum', 'dum person', 'dumhuvud', 'pillock', 'pudden-huvud', 'stackars sate', 'stupe'];En person med dåligt omdöme eller låg intelligens.
socially-constructed-person;['lipsill', 'fegis', 'ynkrygg', 'fjant', 'mes'];En person som saknar mod.
socially-constructed-person;['idiot', 'dåre', 'dumbom', 'muggins', 'tok'];En person med dåligt omdöme eller låg intelligens.
socially-constructed-person;['ledare'];En person som leder, styr eller bestämmer.
socially-constructed-person;['ynkrygg', 'fegis', 'feg'];En person som saknar mod.
socially-constructed-person;['make', 'maka', 'man', 'bättre hälft', 'äkta maka', 'äkta make', 'bättre halv', 'gift person', 'partner'];Man i äktenskap eller äktenskapligt förhållande.
socially-constructed-person;['kock', 'köksmästare', 'chefskock', 'kocka', 'kockpojke', 'kokerska', 'köksmästarinna', 'mattant', 'stjärnkockar', 'kockar', 'kom kock', 'sous-kock', 'sous-kocken'];En person som förberedde en måltid.
socially-constructed-person;['kock', 'köksmästare', 'chefskock', 'kocka', 'kockpojke', 'kokerska', 'köksmästarinna', 'mattant', 'stjärnkockar', 'kockar', 'kom kock', 'sous-kock', 'sous-kocken'];En person som har till yrke att förbereda mat för kunder.
socially-constructed-person;['fysiker', 'fysices professor', 'stadsfysicus'];En vetenskapsman som studerar eller utövar fysik.
socially-constructed-person;['halvsyster', 'styvsyster'];En syster, med vilken man har bara en förälder gemensamt.
socially-constructed-person;['brorson', 'nevö', 'systerson'];En son till någons bror eller syster.
socially-constructed-person;['halvbror', 'styvbror', 'halvbroder'];Manlig person som har en förälder gemensam med en annan person
socially-constructed-person;['spädbarn', 'barn', 'baby', 'bebis', 'babyar', 'bebbo', 'bebisar', 'bäbis', 'bäbisar', 'dibarn', 'spenabarn', 'spädbarnsålder', 'spädis', 'spädisar', 'nyfödda', 'neonatal'];En mycket ung människa, från födelsen till ungefär ett års ålder.
socially-constructed-person;['kändis', 'tv-personlighet', 'stjärna', 'känd person', 'kändisar', 'b-kändis', 'c-kändis', 'celebritet', 'd-kändis', 'känd', 'media personlighet', 'popstjärna'];En känd eller populär person, ofta artist eller idrottsman
socially-constructed-person;['adelsdam', 'kvinna av stånd', 'damen', 'adelsfru', 'adelskvinna', 'lady', 'damer'];En kvinna av börd eller högre klass.
socially-constructed-person;['brud', 'brudar', 'bruden'];En kvinna som står i begrepp att gifta sig eller just har gift sig.
socially-constructed-person;['nunna', 'moder', 'mamma', 'mor', 'nunnor', 'nunneorden'];En kvinna som har åtminstone ett barn.
socially-constructed-person;['gatsopare', 'gatsopning', 'gatusopning', 'gatsoperska', 'gata renare'];Den process genom vilken smuts, skräp och annat osmakligt material avlägsnas från stadsgator.
socially-constructed-person;['journalist', 'reporter', 'tv-journalist', 'journalister', 'frilansjournalist', 'krigskorrespondent', 'multijournalist', 'murvel', 'sportjournalist', 'sportjournalister', 'sportreporter', 'nyhetsreporter', 'reportrar', 'tidning reporter'];En person som har som levebröd att rapportera om nyheter och aktuella händelser.
socially-constructed-person;['minderårig', 'barn', 'omyndig', 'myndling', 'mindre', 'liten fisk', 'minderåriga', 'unge'];En person som ännu inte nått puberteten.
socially-constructed-person;['juvenil', 'juvenil organism', 'ungdjur', 'ungfågel', 'juvenil personen', 'subadult'];En organism som ännu inte är sexuellt mogen.
socially-constructed-person;['kvinna', 'kvinnor', 'tjej', 'female', 'gumma', 'honkön', 'kvinnan', 'kvinnlig', 'kvinnliga', 'kvinnligt', 'kvinno', 'qvinna', 'täcka könet', 'vuxen hona'];En vuxen människa av det kön som producerar ägg och föder barn.
socially-constructed-person;['jordbo', 'earthling', 'earthman', 'jordvarelse', 'tellurian'];En invånare på planeten Jorden.
socially-constructed-person;['rektor', 'magister', 'magistersgrad', 'master', 'skollärare'];Person som styr över en skola.
socially-constructed-person;['kalligraf', 'kalligrafi', 'skönskrift', 'calligraphist', 'kalligrafen', 'kalligrafiska', 'manus', 'östasiatisk kalligrafi'];Den vackra skriftens konst.
socially-constructed-person;['missbrukare', 'knarkare', 'missbruk'];En som är beroende av droger, en som använder droger.
socially-constructed-person;['kock', 'kocka', 'kockpojke', 'kokerska', 'köksmästare', 'köksmästarinna', 'mattant', 'stjärnkockar', 'kort för kock', 'kort order kock'];En person som har till yrke att förbereda mat för kunder.
socially-constructed-person;['våldtäktsman', 'raper'];En person som tvingar en annan till sexuellt umgänge.
socially-constructed-person;['brottsling', 'fredlös', 'fågelfri', 'förbrytare', 'fredlöshet', 'fredlösa', 'fredslös', 'fridlös', 'kriminella', 'banditer', 'förbjudna', 'förbjöds', 'missdådare'];En person som begått en brottslig handling.
socially-constructed-person;['homosexuell', 'gaius', 'homo', 'homophile', 'gay', 'homofile', 'homophile rörelse', 'homophile rörelsen', 'homosexuella'];En person som är sexuellt attraherad enbart eller huvudsakligen till andra medlemmar av samma kön.
socially-constructed-person;['kusin', 'manlig kusin', 'dubbelkusin', 'korskusin', 'kusinbarn', 'kusiner', 'förstakusin', 'halv-kusin', 'halvkusin', 'parallellkusin', 'dubbel kusin', 'dubbla kusin', 'fullt kusin', 'första kusin', 'kusin-tyska', 'kusin en gång bort', 'syssling', 'tredje kusin'];Barn till en persons farbror, morbror, faster eller moster.
socially-constructed-person;['borgmästare', 'kommunchef', 'borgmästarinna', 'borgmästar', 'borgmästaren', 'kommundirektör', 'handelsborgmästare', 'stadsdirektör', 'mayoralty', 'reeve', 'stad administratör', 'stad chef', 'tillförordnad borgmästare'];Ledaren av en stad eller ett samhälle.
