abstract-region;['бисёръузва', 'бисёрузва', 'полином'];Бисёръузва́
simple-collective;['гурӯҳи хунӣ'];Гурӯҳи хунӣ — аломатҳои ирсии хун, ки бо маҷмӯи моддаҳои махсуси фардӣ муайян гардида, антиген ё изоантиген ном гирифтаанд.
simple-collective;['миллат'];Миллат
simple-collective;['англисон', 'инглисҳо', 'ангилисон', 'ангилисхо', 'ангилисҳо', 'англис', 'англисҳо', 'инглисон', 'инҷлиз'];Англисон, — миллат, аҳолии асосии Англия, ва 45 265 093 нафарро ташкил мекунанд.
simple-planned-collective;['ҷамоат', 'анбӯҳ', 'издиҳом', 'ҷамоа'];Ҷамоъат ё тӯдаи мардум — шумори зиёде аз афрод, монанди тамошочиён дар майдонҳои варзишӣ, ки наздик ба якдигар ва барои ҳадафи муштарак ва зудгузар гирди ҳам меоянд.
simple-planned-collective;['бюрократия'];Бюрокра́тия
simple-planned-collective;['ҳокимияти қонунбарор', 'ҳокимияти қонунгузор'];Ҳокимияти қонунбарор - маҷмӯи салоҳият оид ба эҷоди қонунҳо буда, одатан ба воситаи парлумон мақомоти олии умумимиллии намояндагй, ки ба таври демократй интиҳоб гардидааст, ба амал бароварда мешавад.
simple-planned-collective;['факулта', 'факултет'];Факулта
simple-planned-collective;['конгресси амрико', 'конгресси има'];Конгресси ИМА
situation;['ftp', 'file transfer protocol'];ФТП ба инглисӣ: FTP пурра File Transfer Protocol ба маънои қарордоди интиқоли файл протоколе аст, ки дар шабакаҳои компютерӣ барои интиқоли файлҳо истифода мешавад.
situation;['нишонаҳои беморӣ', 'cимптом'];Нишонаи беморӣ ё симптом
situation;['бемориҳои рӯҳӣ', 'бемориҳои равонӣ'];Бемориҳои рӯҳӣ — касалиҳое, ки бештар бо ихтилоли рӯҳ падид меоянд.
situation;['дархудмондагӣ', 'аутизм', 'аутисм'];Дархудмондагӣ, аути́зм — эҳсоси дархудмондагӣ ё худбегонагӣ, сахттарин ҳолати равонӣ дар шахс, бахусус наврасон, ки муҳити атрофро бо худ бегона ҳис мекунанд ва майли шадиде ба дарунгароӣ доранд.
situation;['катарсис'];Катарсис - як вожаи юнонӣ ба маънои тасҳир тазкия ва тахлис аст, ки баъдҳо ба як вожаи илмӣ барои идомаи тасвираш аз ҳавзаи мазҳаб, пизишкӣ ва дигар суннатҳои олимонаи юнонӣ ба мубоҳис маъосир роҳ ёфта аст.
situation;['ҳикак', 'ҳиқақ'];Ҳикак, ҳиқақ, ҳиққак,
situation;['аденома'];Адено́ма
situation;['аҳд', 'қарордод', 'аҳднома', 'шартнома'];Мафҳуми аҳд дар қонун омадааст
situation;['садафак', 'псориаз'];Садафак ё Псориаз — беморие пӯстӣ музмин худайминӣ аст.
situation;['атерома'];Атеро́ма
situation;['бемории ғалаёни хун'];Бемории ғалаёни хун, бемории гипертония, бемории фишорбаландӣ — бемории музминест, ки зимни он фишори шараён ба таври доимӣ, вале дар марҳалаҳои аввал сари ҳар чанд вақт баланд мешавад.
situation;['сӯзок'];Сӯзок (аз юн.-қад.
situation;['бемориҳои зуҳравӣ', 'бемориҳои омезишӣ'];Бемориҳои зуҳравӣ, бемориҳои ҷимоъӣ, бемориҳои таносулӣ, бемориҳои муқорибатӣ, бемориҳои омезишӣ — касалиҳое, ки асосан бо роҳи алоқаи ҷинсӣ интиқол меёбанд.
situation;['атетоз'];Атетоз
situation;['атрофия'];Атрофи́я
situation;['камхунӣ', 'анемия'];Камхунӣ – синдроми клинико-гематологӣ мебошад, ки бо камшавии консентратсияи гемоглобин дар хун ва камшавии миқдори эритроситҳо муайян мешавад.
situation;['бемориҳои ҷигар'];Бемориҳои ҷигар — як гурӯҳи бемориҳои марбут ба ҷигар.
situation;['бемориҳои чашм'];Бемориҳои чашм — бемориҳои узвҳои чашм.
situation;['бемориҳои сироятӣ', 'бемории сироятӣ'];Бемориҳои сироятӣ — касалиҳое, ки зери таъсири микробҳо, занбӯруғҳо, вирусҳо, тухми кирмҳои паразит ва содатаринҳои бемориовар ба вуҷуд меоянд.
situation;['амилоидоз'];Амилоидóз — бемориест, ки дар натиҷаи дар бофтаҳои гуногуни организм таҳшин шудани сафедаҳо – амилоидҳо рух медиҳад.
situation;['бемориҳои асаб'];Бемориҳóи асáб — маҷмӯи бемориҳое, ки дар силсилаи асаб ба мушоҳида мерасанд.
situation;['тандурустӣ', 'саломатӣ', 'тандурусти'];Тандурустӣ, саломатӣ ва ё беҳдошт — иборат аст аз таъмини рифоҳи комили ҷисмӣ ва равонӣ ва иҷтимоии инсон аст.
situation;['сӯхтанӣ', 'сиёҳзахм'];Сиёҳзахм, сӯхтанӣ, доғӣ
situation;['ҳематома', 'гематома'];Ҳемато́ма
situation;['пиёдагардӣ'];Пиёдагардӣ — кунише дар муҳити боз, ки шомили пиёдаравӣ дар табиат, умуман кӯҳистон ё дигар ҷоҳо бо чашмандози зебо аст.
situation;['аграфия'];Аграфия
situation;['сездаҳҳаросӣ'];Сездаҳҳаросӣ, трискайдекафобия
situation;['фотиҳатӯй'];Фотиҳатӯй, ноншиканон - маросими фотиҳа дар хонаи духтардор баргузор мегардад.
situation;['хоб'];Хоб — чизест барои одам ширин ва бо хоб фард метавонад тамоми узви баданашро ороми дода ба кори оянда таёри бинад, 75%-умри одам бо хоб мегузарад, Одамон дар хобашон хар хел хоб мебинанд, асосан бачахо ва калонсолон хоб мебинанд.
situation;['анастомоз'];Анастомо́з
situation;['пучак', 'фурункул'];Пучак
situation;['факт'];Факт - аз калимаи лотинии faktum гирифта шуда, маънояш иҷрошуда, ба вуқуъ пайваста мебошад.
situation;['ҳаҷ', 'ҳаҷҷ'];Ҳаҷ
situation;['«робита бо ҷомеа»'];«Робита бо ҷомеа»
situation;['http', 'hypertext transfer protocol'];HTTP - яке аз протоколҳои Интернет мебошад, ки корбарон аз ин истифодабарандаро бурда сомонаҳои интернетро боз менамоянд.
situation;['манифест', 'баёния'];Баёния
situation;['таблиғот', 'реклама', 'иълон', 'таблиғ'];Таблиғот ё Реклама - — маълумоте, ки бо ҳар гуна усул, ҳар тарз ва бо истифодаи ҳама гуна воситаҳо паҳн мешавад ва ба доираи номуайяни одамон барои ҷалбу нигоҳ доштани таваҷҷуҳ ба маводи рекламашаванда ва пешрафти он дар бозор равона шудааст.
situation;['хасмол', 'милкак', 'панаритсий'];Хасмол
situation;['карикатура'];Карикатура
situation;['газак', 'илтиҳоб'];Газак
situation;['таб', 'табларза'];Таб, табрез, табёза, табларза, дар натиҷаи ба маркази танзими ҳарорат таъсир намудани омилҳои гуногун – сирояти микроорганизмҳои касалиовар, захм, маҳв шудани бофтаҳо ва ғ.
situation;['хушнависӣ', 'хаттотӣ', 'хушнавис'];Хушнависӣ ё хаттотӣ — ба маънии зебонависӣ ё навиштани ҳамроҳ бо халқ зебоӣ аст ва фарде, ки ин фароянд тавассути ӯ анҷом мегирад хушнавис ном дорад, ба хусус замоне, ки хушнависӣ ҳирфаи шахс бошад.
situation;['калимаи убур'];Калимаи убур ё парол - password - ин калимаест, ки дар Интернет дар вақти истифодаи почтаи электронӣ, порталҳо ва ё сомонаҳои сайтҳои динамикӣ бо калимаи корбар дохил карда мешавад.
situation;['ҳуруфи иврӣ', 'ҳуруфи ибрӣ', 'иврит'];Ҳуруфи иврӣ системаи навиштан барои забони ибрӣ аст.
situation;['бархӯрди манфиатҳо'];Бархӯрди манфиатҳо - ҳолате, ки хизматчии давлатӣ дар ҷараёни иҷрои ӯҳдадориҳои мансабӣ зери таъсири манфиатҳои шахсӣ қарор гирифта, қарорҳои ба манфиати давлат мухолифро қабул менамояд..
situation;['атеросклероз'];Атеросклероз
situation;['мушкил', 'проблема', 'масъала'];Мушкил, пробле́ма
situation;['стресс'];Стресс
situation;['факт'];Факт - аз калимаи лотинии faktum гирифта шуда, маънояш иҷрошуда, ба вуқуъ пайваста мебошад.
situation;['дурӯғ'];Дурӯғ, кизб — мутобиқат надоштани гуфтор ва хабар бо воқеияти амалӣ ва ба таври умумӣ хилофи воқеият. он чӣ ҳақиқат надорад. фиреб додани дигарон. муқобили рост. сухани нодурусте, ки барои фиреби дигарон гуфта мешавад.
situation;['анабиоз'];Анабио́з
situation;['биноми хайём-нютон'];Биноми Хайём-Нютон — формулаест барои ба ҷамъшавандаҳои алоҳида паҳн намудани дараҷаи суммаи ду тағйирёбанда: n = ∑ k = 0 n a n − k b k = a n + a n − 1 b + ⋯ + a n − k b k + ⋯ + b n {\displaystyle ^{n}=\sum {k=0}^{n}{\binom {n}{k}}a^{n-k}b^{k}={n \choose 0}a^{n}+{n \choose 1}a^{n-1}b+\dots +{n \choose k}a^{n-k}b^{k}+\dots +{n \choose n}b^{n}}, ки ин ҷо = n !
situation;['тӯфон', 'бурон'];Тӯфон бӯрон, туғён, обхез, талотум, гирдбод.
situation;['парвози фазоӣ', 'кайҳоншиносӣ'];Парвози фазоӣ як парвози берунхосте, ки ба мақсад ё даруни фазои берунӣ анҷом мешавад ва анҷоми он мумкин аст тавассути як фазопаймо бо сарнишин ё бидуни сарнишин анҷом гирад.
situation;['аҳвалӣ', 'аҳвал', 'каҷчашмӣ', 'коҷ', 'олус', 'олусӣ'];Аҳвалӣ, олусӣ, каҷчашмӣ
situation;['атсидоз', 'асидоз', 'атсидо́з'];Асидоз
situation;['атрезия'];Атрезия (Atresia. аз а – не ва забони юнонӣ|юн.
situation;['аритмияи дил', 'бемориҳои дил', 'аритмия', 'аритмия сердца'];Аритмияи дил
situation;['аритмияи дил', 'бемориҳои дил', 'аритмия', 'аритмия сердца'];Аритмияи дил
situation;['бакалавр', 'ba', 'beng'];Бакалавр
situation;['дандондард'];Дандондард — яке аз филмҳои Эронӣ аст.
situation;['грипп'];Грипп — бемории шадиди вогири вирусии роҳҳои нафаси одам ва баъзе ҳайвонҳо, ки даври ниҳонии нисбатан кӯтоҳ 1-2 шабонарӯз дорад.
situation;['вабо', 'бемории вабо'];Вабо - бемории шадиди сироятии одам, ки дар натиҷаи он рӯда осеб дида, организм ва куллӣ заҳролуд мешавад ва мубодилаи обу намаки он таҳриф мегардад.
situation;['вабо', 'бемории вабо'];Бемории вабо, холера — бемории шадиду хавфноки сироятӣ.
situation;['алифбои кирилликӣ', 'алифбои сирилик', 'кириллӣ'];Алифбои кирилликӣ системаи навиштан барои забони тоҷикӣ ва забони русӣ ва забонҳои дигар аст.
situation;['медал'];Медал
situation;['муодилаи квадратӣ'];Муодилаи квадратӣ намуди зерин дорад: a x 2 + b x + c = 0, {\displaystyle ax^{2}+bx+c=0,} ки дар ин ҷо x {\displaystyle x} — тағйирёбандаи озод, a {\displaystyle a}, b {\displaystyle b}, c {\displaystyle c} — ададҳои доимӣ мебошанд
situation;['беморӣ'];Беморӣ ё маризӣ ба ноҳинҷорӣ дар бадан ва равон мегӯянд, ки ба иллати нороҳатӣ, ихтилоли амалкард ё таниш дар бемор ё сайри афроди муртабит бо ӯ эҷод мегардад.
situation;['бедорхобӣ', 'бехобӣ', 'камхобӣ'];Бедорхобӣ, бехобӣ, камхобӣ — ҳар гуна бенизомии хоби шабона.
situation;['миёнгини санъатии доу ҷунз'];Миёнгини санъатии Доу Ҷунз
situation;['табхол'];Табхол
situation;['вараҷа', 'табдард', 'малярия', 'молориё'];Вараҷа, табдард, малярия
situation;['зуком'];Зуком, ринит
situation;['пойгоҳи додаҳо', 'базаи додохо', 'базаи маълумот'];Пойгоҳи додаҳо, бонки иттилоъот, базаи маълумот
situation;['саратон', 'бемории саратони', 'бемории саратон'];Саратон
situation;['саратон', 'бемории саратони', 'бемории саратон'];Саратон — яке аз бурҷҳои дувоздаҳгона аст ва баробар бо моҳи Тир дар тақвими Эронӣ аст.
situation;['авитаминоз'];Авитамино́з — бемориест, ки ба сабаби дар организм нарасидан ё набудани витаминҳо ба вуҷуд меояд.
situation;['шабеҳи ҷурм'];Шабеҳи ҷурм, дар қонуни муштараки ҳавзаҳои қазоии, як аст иштибоҳи маданӣ, ки ноадолатона боиси шахси дигаре ба ранҷ мебаранд аз даст додан ё осеб ва дар натиҷаи масъулияти қонунӣ барои касе, ки мартакаби амал мазар, ба номи tortfeasor.
situation;['люмбаго', 'камардард', 'миёндард'];Люмбаго
situation;['гемофилия'];Гемофили́я
situation;['шартномаи меҳнатӣ'];Шартномаи меҳнатӣ — мазмуни шартномаи меҳнатиро созишномаи тарафҳо, инчунин асноди қонунгузорӣ ва дигар асноди меъёрии ҳуқуқӣ оид ба меҳнат, аз ҷумла созишномаи генералӣ ва шартномаи коллективӣ, муайян мекунанд.
situation;['сиёҳмурдагӣ', 'гангрена', 'қонқориё'];Сиёҳмурдагӣ, қонқориё, гангрена
situation;['актиномикоз'];Актиномикоз
situation;['протоколи дипломатӣ'];Протоколи дипломатӣ – қоидаҳои умумй, одатҳо, ки дар муносибатҳои байналмилалӣ истифода бурда мешаванд.
situation;['гепатити вирусӣ', 'ҳепотити вирусӣ', 'бемории боткин'];Ҳепотити вирусӣ
situation;['автономия', 'мухторият'];Автономия — худидоракунии воҳиди сиёсию миллӣ дар доираи давлати ягона, ки он дар Конститутсия таҷассум ёфтааст.
situation;['атаксия'];Атакси́я
situation;['афазия'];Афази́я
situation;['бемории сил'];Бемории сил — бемории дар ҷаҳон хеле паҳнгардидаи бактериявии инсон ва ҳайвонот, ки барангезандаи он микобактерияи сил мебошад.
situation;['гармича'];Гармича, гармоб, арақобила — як навъ иллати пӯст.
situation;['колит', 'газаки рӯдаи ғафс', 'дарди рӯдаи ғафс'];Коли́т
situation;['блефарит'];Блефари́т
situation;['гастрит'];Гастри́т
situation;['ҳепотит', 'гепатит'];Ҳепотит
situation;['простатит'];Простатит
situation;['гастроэнтерит'];Гастроэнтерит
situation;['бемории ангина', 'ангина'];Анги́на
situation;['вулвит'];Вулвит — газаки узвҳои ҷинсии занҳо.
situation;['дуздӣ'];Дуздӣ — ҷиноят ба муқобили моликият, ки дар м.
situation;['сарқонун', 'қонуни асосии давлат', 'конститутсия'];Сарқонун қонун таъин кунандаи низом ҳоким аст، қонуне ки мушахас мекунад қудрти дар куҷо мутамарказ аст، равобит он қудрат ҳоким бо озодиҳо ва ҳуқуқи офрод миллат чи гуна аст ва он қуое ҳокимҳ оам оз؛ қуҳ мҷреҳ، қуҳ мқннҳ ва қуҳ қдоееҳ чҳ оқтадорота ва мсеулета ҳоее др бробр млта дорнд. алоуҳ бр оен қонун ососе мдомене моннд прчм мле، сруд мле، ншон мле، поетахта кишур ва осул ҳоким бр сеоста ҳое оқтасоде، брномҳ ҳое фрҳнгое ва руобт хорҷе кишур ро мурд тауҷҳ қрор ме дҳд. қонун ососе аоле‌тарен снд ҳқуқе еки кишур ва роҳнмоее брое танзем қуонен дегор оста. ҳеч қонун ва мқрротае нбоед бо қонун ососе мғоерта доштаҳ бошд. фҳрста мндрҷота [мхфе шуд] 1 пешенҳ 2 ҷстаорҳое уобстаҳ 3 пеунд бҳ берун 4 пеундҳое беруне бҳ збон форсе [уероеш] пешенҳ оулен млтае киҳ қонун ососе брое худ тадуен нмуд мрдм оеолота мтаҳдҳ омрекио буднд киҳ дар 17 сентябри соли 1777 пс оз берун рондн дулта бретаонео оз срзмен худ укисб остақлол، оқдом бҳ мшхс кирдн шкил ҳкиумта оендҳ худ др оен снд кирднд. оулен қонун ососе др орупо нез пс оз перузе онқлоб фронсҳ др сол 1789 ва мҳдуд шдн қдрта хондон слтнта др оен кишур тадуен шд، бҳ таорех 15 сптаомбр 1971 бо омдое луее шонздҳм подшоҳ фронсҳ. подшоҳе блжеки ، лебрео ، лукизомбурго ва кинфдросеун суеес оз нхстаен кишурҳоее буднд киҳ пс оз он оқдом бҳ тадуен қонун ососе брое худ нмуднд. ҳм окинун тақребо тамом кишурҳое ҷҳон мтане ро таҳта ануон қонун ососе худ мшхс кирдҳ онд. бҳ ҷз кишур онголстаон киҳ гоуео ҳечгооҳ неозе брое оен киор оҳсос нкирдҳ оста.
situation;['сурхакон'];Сурхакон ё Сурхча
situation;['бавосир', 'геморрой'];Бавосир, геморро́й
situation;['гоммоз', 'шилмшорӣ'];Гоммоз
situation;['алкоголизм'];Алкоголизм - бемориест, ки дар натиҷаи мунтазам ва мудом истеъмол кардани нӯшокиҳои спиртнок пайдо гардида, бемор ба чунин нӯшокиҳо вирд мекунад ва ин боиси ранҷурии руҳию ҷисмонӣ, вайронии ахлоқ ва муносибатҳои иҷтимоии ӯ мегардад.
situation;['этикет', 'одоб'];Этике́т — Илми Одоби Муошират маъно ва қонуни асосиаш манерхо ва қоидаҳои рафтор ва ахлоқ, асосан дар хусну чамол ва хурмати як дигари одамон аст.
situation;['автотомия', 'aвтотомия'];Автотомия — аутотомия, беихтиёр партофтани пой, дум ва дигар узвҳои бадан, ки дар ҳайвонот бинобар якбора ба ангезиш омадан, масалан, ҳангоми задухӯрд бо дарандаҳо, рух диҳад.
situation;['хатна'];Хатна
situation;['мурғаки бадан'];Мӯйи ба тан сих ё рост шудан ба барҷаста шудани маҳали равиши мӯ дар сатҳи сатҳи пӯсти фард ишора дорад ва маъмулан ҳангоме, ки як фард таҷоруби қавӣ ва эҳсосоти шадид монанди тарсу шодӣ ва сархушӣ ё ангехтагии ҷинсиро таҷриба мекунад, рух медиҳад.
situation;['генотсид', 'наслкушӣ'];Наслкушӣ, геносид
situation;['тадвини филм', 'монтажи мултимедиа'];Монтажи мултимедиавӣ – ин раванди эҷодӣ, техникӣ ва ба низом даровардани тасвиру наворҳо мебошад, ки асосан дар студияҳо, ширкатҳои синамогароӣ ва телевизион васеъ истифода бурда мешавад.
situation;['асардуздӣ', 'плагиат'];Асардуздӣ, дастбурди фикрӣ ва ё зеҳнӣ, плагиат, дуздии илмӣ ба маънии тахсис додани хилофияти адабӣ ё пажӯҳиши дигаре ё бахши аз он ё матни ношӣ аз он ба худ, гӯё ки худи шахс онро холиқ кардааст.
situation;['саёҳат', 'сафар', 'мусофират'];Саёҳат, Сафар, Мусофират ё Сайр— ҳаракат дар ҳама гуна қаламрав ё минтақаи обӣ бо мақсади омӯзиши онҳо, инчунин бо мақсадҳои таълимию маърифатӣ, варзишӣ ва ғайра мебошад.
situation;['пайванд'];Пайванд — навда ё муғҷа -и як рустанӣ -ро ба ди­гараш пайвастан.
situation;['тадвини филм', 'монтажи мултимедиа'];Монтажи мултимедиавӣ – ин раванди эҷодӣ, техникӣ ва ба низом даровардани тасвиру наворҳо мебошад, ки асосан дар студияҳо, ширкатҳои синамогароӣ ва телевизион васеъ истифода бурда мешавад.
situation;['аҳолӣ', 'ноҳияи спитамен', 'ноҳияи шӯробод', 'шуғнон'];Аҳолӣ — тамоми мардуми рӯйи Замин ё сокинони ҳудуди муайян. яке аз мафҳумҳои асосии илмҳои ҷамъиятӣ.
situation;['пиёдаравӣ'];Пиёдаравӣ ё роҳ рафтан — яке аз бахшҳои аслӣ аз нақл ва интиқоли ҳаракат дар миёни ҳайвонот, ҷонварон, мавҷудоти зинда ва инсонҳост.
situation;['алифбои арабӣ', 'ҳуруфи арабӣ'];Ҳуруфи арабӣ системаи навиштан барои забони арабӣ ва забонҳои дигар аст.
situation;['алифбои юнонӣ'];Алифбои юнонӣ системаи навиштан барои забони юнонӣ аст.
situation;['сарқонуни иёллоти мутаҳидда', 'сарқонуни има'];Сарқонуни Иёллоти Мутаҳидда
situation;['ришвахорӣ', 'ришва', 'коррупсия'];Ришвахорӣ ё иртишои киня аз пардохти пул ё чизе ба касе аст то вай дар муқобил кореро барои тарафе ки маъмулан ғайриқонунӣ аст, анҷом диҳад.
situation;['ҳематурия', 'гематурия', 'хунпешобӣ'];Хунпешобӣ, гематурия
situation;['воқеият', 'ҳаёти воқеӣ', 'ҳақиқати ҳаёт'];Воқеият
situation;['воқеият', 'ҳаёти воқеӣ', 'ҳақиқати ҳаёт'];Воқеият
situation;['бекорӣ'];Бекорӣ — боздошташавии фаъолияти меҳнатӣ новобаста ба хоҳишу иродаи коргар ба мӯҳлати дарозу номуайян, ки бо қатъ шудани шартномаи меҳнатии миёни коргар ва корфармо оғоз мегардад ва ба минбаъда набудани имкони корёбӣ идома ёфта, ҳамчун зуҳуроти номатлуби иқтисодиву иҷтимоӣ муаррифӣ гардида, оқибатҳои нохушро ба дунбол дорад.
situation;['фақр'];Фақр, тиҳидастӣ ё тангдастӣ — ба маънои вазъиятест, ки фард аз надоштани маблағ ва зиндагии вазнин ба худ мегирад.
situation;['бепаноҳӣ'];Бепаноҳӣ - набудани назорат ва ҳам набудани макони сукунат ва ё макони будубошро фаро мегирад.
situation;['иқлим', 'климат', 'обу ҳаво'];Иқлим - реҷаи чандинсолаи обу ҳаво -и маҳал.
situation;['бактериемия'];Бактериемия
situation;['моҳпарвин', 'хобгардӣ'];Хобгардӣ, моҳпарвин, сомнамбулизм
situation;['вандализм'];Вандализм - ин харобкунии ваҳшиёнаи осори пурқиммати маданият ва санъат аст.
social-relationship;['сиёсат'];Сиёсат дар истилоҳи ом ва хос раванд ва анҷоми тасмимгириҳо барои ҳар гуна гурӯҳ аз қабили ҳукуматҳо ва кишварҳо, ниҳодҳои созмонӣ, донишгоҳӣ, динӣ, ва дигар ниҳодҳо аст.
social-relationship;['нисбатҳои хонаводагӣ'];Нисбатҳои хонаводагӣ - ба нисбатҳои гуфта мешавад, ки ақвом ва хешон барои ном бурдан аз ҳам истифода мекунанд.
social-relationship;['дӯст', 'дуст'];Дӯст як намуди бародарест ҷамъиятӣ, ки онро мо бояд ҳамчун бародар қабул кунем.
social-role;['аккредитив'];Аккредитив -
social-role;['сикка', 'танга'];Тоҷикон анъанаи хеле қадими сикказанӣ ва муомилоти пулӣ доранд.
social-role;['банкнота'];Банкнóта, банкно́т
social-role;['сармоя'];Сармоя — арзише, ки барои ба даст даровардани арзиши иловагии даромаднок бо роҳи фаъолияти истеҳсолӣ ва иқтисодӣ дар асоси додугирифти ихтиёрӣ истифода мешавад.
social-role;['пули миллӣ'];Пули миллӣ — пули миллӣ ин воҳиди ченаки нарх дар ин ё он кишвар мебошад.
social-role;['асъор', 'арз', 'валюта'];Асъор, арз, валюта, воҳиди пулии мамлакат . навъи пул — тиллоӣ, нуқрагӣ, коғазӣ. аломатҳои пулии давлатҳои хориҷӣ, инчунин санадҳои қарзӣ ва пардохтӣ, ки дар ҳисобу китоби байналмилалӣ истифода мешаванд.Асъор табдилпазир ва табдилнопазир мешаванд.
socially-constructed-person;['ҷефрӣ чосер', 'geoffrey chaucer', 'джеффри чосер', 'ҷеффри чосер'];Ҷеффри Чосер нависанда, шоир ва файласуфи англис буд.
socially-constructed-person;['роберт валпол', 'robert walpole', 'роберт уалпол'];Роберт Валпол дар солҳои 4 апрел, 1721 — 11 феврал, 1742 наxуствазери Подшоҳии Муттаҳида буд.
socially-constructed-person;['бах иоҳанн себастян', 'иоҳанн бах', 'johann sebastian bach', 'бах', 'бах иоган себастян', 'иоҳанн себастян бах'];Иоҳанн Себастян Бах — оҳангсози касбӣ ва арғунуннавози олмонӣ, яке аз бузургтарин намояндагони мусиқии Аврупои Ғарбӣ дар даврони барокко.
socially-constructed-person;['георг фридрих ҳандел', 'гендел, георг фридрих'];Георг Фридрих Ҳандел
socially-constructed-person;['волтер'];Волтер
socially-constructed-person;['иоҳан волфганг фон гёте', 'гёте', 'иоҳан ҳёте', 'иоҳанн волфганг гёте', 'иоҳанн волфганг фон гёте'];Гёте Иоҳан Волфганг — шоир, нависанда, намоишноманавис, наққош, муҳаққиқ, инсоншинос, файласуф ва сиёсатмадори олмонӣ.
socially-constructed-person;['людвиг ван бетҳовен', 'бетховен, людвиг ван', 'бетҳовен'];Лю́двиг ван Бетҳо́вен — оҳангсоз, пианинонавоз ва дирижёри олмонӣ.
socially-constructed-person;['иёлоти боливар', 'simón bolivar', 'иёлати боливар'];Иёлоти Боливар — яке аз иёлотҳои Венесуэла аст.
socially-constructed-person;['вагнер рихард', 'рихард вагнер', 'вагнер', 'вилгелм рихард вагнер'];Вилгелм Рихард Вагнер — оҳангсоз, дирижёр, мусиқишинос ва санъатшиноси олмонӣ.
socially-constructed-person;['отто фон бисмарк'];Отто фон Бисмарк - ходими давлатӣ, сиёсатмадор, лашкаркаши Пруссия ва Олмон == Адабиёт == Отто Эдуард Леополд фон Шенхаузен Бисмарк 1 апрели соли 1815 дар кӯшки Шенхаузени маркграфии Бранденбург таваллуд ёфта буд.
socially-constructed-person;['иоганнес брамс', 'brahms', 'johannes brahms', 'брамс', 'брамс иоганнес'];Брамс Иоганнес — композитори барҷастаи олмонӣ, пианинонавоз ва дирижёр.
socially-constructed-person;['александр греҳем белл', 'белл александр грэҳэм'];Александр Греҳем Белл
socially-constructed-person;['маҳатма гандӣ', 'маҳатма ганди', 'ганди, моҳандас карамчанд'];Маҳатма Гандӣ – ҳиндӣ: मोहनदास कर्मचन्द गान्धी, англ.
socially-constructed-person;['винстон чирчил', 'винстон черчилл', 'уинстон чурчил'];Уинстон Чурчил дар солҳои 26 октябр, 1951 — 7 апрел, 1955 наxуствазири Подшоҳии Муттаҳида буд.
socially-constructed-person;['адолф ҳитлер', 'гитлер, адолф', 'одулф ҳитлер', 'ҳитлер, адолф'];Адолф Ҳитлер — раиси яхудии ҳизби НСДАП, сарвари Германияи фашистӣ дар 1933—1945.
socially-constructed-person;['ҷавоҳирлаъл неҳру'];Ҷавоҳирлаъл Неҳру — яке аз саромадони ҳаракати миллии озодихоҳӣ, арбоби сиёсӣ ва давлатии Ҳиндустон.
socially-constructed-person;['уилям фолкнер', 'william faulkner'];Уилям Фолкнер - William Cuthbert Faulkner 25 Сентябр, 1897 – 6 Июл, 1962 нависандаи амрикоӣ
socially-constructed-person;['индира гандӣ', 'indira gandhi', 'ганди, индира'];Инди́ра Приядарши́ни Га́нди — сиёсатмадори Ҳинд ва муҳраи марказӣ дар ҳизби «Кунгураи миллии Ҳиндустон» ва то имрӯз ҳамоно ягона зане дар мақоми нахуствазир ё садриаъзами Ҳиндустон боқӣ мондааст.
socially-constructed-person;['батламиюс'];БАТЛАМИЮС, Батлимус, Батлимуси Қалузӣ, муарраби Клавдий Птолемей, риёзидон, физикадон, файласуф, ҷуғрофиядон, мусиқишинос ва мунаҷҷими маъруфи Юнони Қадим, ки дар шаҳри Александрия зиндагӣ ва фаъолият кардааст.
socially-constructed-person;['искандари мақдунӣ', 'искандари македонӣ'];Искандари Мақдунӣ
socially-constructed-person;['муҳаммад', 'muhammad', 'пайғамбари ислом', 'паёмбари ислом', 'расули худо'];Муҳа́ммад
socially-constructed-person;['ориёӣ', 'ариё', 'ориё', 'ориёи', 'ориён'];Ориёӣ
socially-constructed-person;['гладиатор', 'гладиаторҳо'];Гладиа́тор
socially-constructed-person;['гиппократ', 'буқрот'];Гиппокра́т (юн.-қад.
socially-constructed-person;['зардушт', 'зартушт'];Зардушт — пайғамбар ва коҳини халқҳои Эронзабони қадим, асосгузори дини Зардуштия.
socially-constructed-person;['ҳодис', 'аид'];Ҳодис
socially-constructed-person;['амур', 'eros'];Э́рос
socially-constructed-person;['афина'];Афина — дар асотири Юнони Қадим илоҳаи хирадмандӣ ва ҷанги боадолат.
socially-constructed-person;['ҳермес', 'hermes'];Ҳерме́с
socially-constructed-person;['вулкон', 'вулкан'];Вулкан
socially-constructed-person;['ҷеймс полк', 'полк, ҷеймс нокс'];Ҷеймс Нокс Полк
socially-constructed-person;['христофор колумб', 'христофер колумб'];Христофор Колумб итол.
socially-constructed-person;['леонардо да винчи'];Леонардо да Винчи мусаввир, ҳайкалтарош, меъмор ва муҳандиси Италия.
socially-constructed-person;['фрэнсис бэкон', 'francis bacon'];Фрэнсис Бэкон, барон Веруламский, виконт Сент – Олбани, файласуф ва ходими давлатии Англия.
socially-constructed-person;['вилям шекспир'];Ви́лям Шекспи́р
