abstract-region;['операнд', 'operand'];Операнд — ик вашталтылше але тутыш, тудын шотышто оператор ыштыкым шукта.
socially-constructed-person;['бисмарк, отто фон', 'бисмарк', 'отто фон бисмарк', 'отто эдуард леопольд фон бисмарк-шӧнхаузен'];Отто Эдуард Леопольд фон Бисмарк-Шӧнхаузен — кугыжа, политик, кугыжаныш пашаеҥ, Кокымшо рейх Герман империйын икымше канцлерже, "кӱртньӧ канцлер" лӱмым сулен.
socially-constructed-person;['мохандас ганди'];Моханда́с Карамча́нд «Маха́тма» Га́нди
socially-constructed-person;['гитлер, адольф'];Адо́льф Ги́тлер.
socially-constructed-person;['мохаммад', 'мохаммед'];Моха́ммад - Ислам тынын пиямбарже.
socially-constructed-person;['леонардо да винчи'];Леонардо да Винчи — итальян полимат: сӱретче, шанчызе, шонен лукшо да серызе, Итальян Ренессанс сымыктыш аланыште тыршен.
socially-constructed-person;['рембрандт'];Ре́мбрандт Ха́рменс ван Рей — нидерланд сӱретче.
socially-constructed-person;['линне карыл', 'carl von linné', 'карл линней', 'линней, карл'];Линне Карыл — швед ботаник, эмлызе, зоолог, кызытсе биномиал номенклатур да биологий классификацийлан негызым пыштыше шанчызе.
socially-constructed-person;['моцарт, вольфганг амадей', 'вольфганг амадей моцарт', 'моцарт'];Вольфганг Амадей Моцарт — австрийысе семлызе, дирижер.
socially-constructed-person;['гог, винсент ван'];Гог, Винсент ван — немыч пост-модернизм сӱретче.
socially-constructed-person;['пабло пикассо', 'пикассо, пабло'];Пабло Пикассо — испан сӱретче, скульптор, Кубизм йогынлан негызым пыштен.
socially-constructed-person;['франц кафка', 'franz kafka'];Кафка Франц, австрий серызе.
socially-constructed-person;['рейган, рональд', 'рейган'];Рональд Вильсон Рейган — УАШын президентше.
socially-constructed-person;['ханс кристиан андерсен', 'hans christian andersen'];Ханс Кристиан Андерсен (дат.
socially-constructed-person;['йоча'];Йоча — шочын вочмо пагыт гыч тӱҥалын вуеш шумо марте кушшо айдеме.
socially-constructed-person;['ача'];Ача — икшывым ыштыше пӧръеҥ.
socially-constructed-person;['вате'];Вате — марийын пелашыже.
socially-constructed-person;['казах'];Казах — тюрк калык-влакын эн кугу иктышт.
socially-constructed-person;['марий', 'олык марий', 'марий калык', 'олык марий-влак'];Марий-влак — финн-угор калык Российште, марий мландын тӱп калыкше, кызыт тӱҥ шотышто Марий Эл Республикыште.
socially-constructed-person;['суас', 'сӱас', 'татар-влак'];Суас — Российын Европо ужашыште верланыше рӱдӧ веллаште, Юлвелыште, Уралыште, Сивырыште, Казахстаныште, Кокла Азийыште, Синьцзяныште, Мӱндыр Эрвелыште илыше тӱрк калык.
socially-constructed-person;['коча'];Коча — ачан але аван ачаже.
socially-constructed-person;['политик'];Политик — политике шотышто пашам ыштыше еҥ.
socially-constructed-person;['диджей', 'dj', 'ди-джей', 'диск-жокей'];Ди́джей — ончылгоч возымо сем-влакым калыкыште йоҥгалтарыше айдеме.
socially-constructed-person;['шанчызе', 'шанчыеҥ'];Шанчызе але Шанчыеҥ — шанче погашлан шуко пашам ыштыше айдеме.
socially-constructed-person;['адвокат'];Адвокат (лат.
socially-constructed-person;['исус христос'];Ису́с Христо́с
socially-constructed-person;['толстой, лев николаевич', 'лев николаевич толстой'];== Лекмыже == Дворянский ола гыч лектын, легендарный источник гыч палыме 1351 ий гыч.
socially-constructed-person;['ава'];Ава — икшывым ыштыше ӱдырамаш.
socially-constructed-person;['журналист'];Журналист — СМИ пашаеҥ. периодик изданийлаште публицист-сылнымут аланыште тыршыше еҥ.
socially-constructed-person;['почеламутчо', 'поэт'];Почеламутчо — почеламутым возгалыше сылнымутчо.
socially-constructed-person;['ӱдырамаш'];Ӱдырамаш — пӧръеҥын пелашыже, еҥ тукым нунын когыньышт гыч шога.
socially-constructed-person;['пӧръеҥ'];Пӧръеҥ — биологий шотышто ӱдырамашын пелашыже, ӱдырамаш ден пырля еҥ-влак тукымыш пурат.
socially-constructed-person;['данте алигьери', 'dante alighieri'];Данте Алигьери — итальян почеламутчо, сылнымут теорийче, литератур итальян йылмылан негызым пыштен.
socially-constructed-person;['дипломат'];Дипломат --- ӧрдыж вашкыл шотышто кугыжаныш органын пашаеҥже. йот эл, вес кугыжаныш-влак дене але нунын ончылъеҥышт дене официал вашкылым шуктен кертеш.
socially-constructed-person;['семлызе', 'композитор', 'семыше'];Семлызе (лат.
socially-constructed-person;['ньютон исаак', 'исаак ньютон', 'ньютон, исаак'];Ньютон Исаак — англичан физик, математик, астроном.
socially-constructed-person;['ганеша'];Ганеша — Индуизм тынын Юмо.
socially-constructed-person;['сарасвати', 'sarasvati'];Са́ра́свати - Индуист-влакын Юмо уло.
socially-constructed-person;['гомер'];Гомер — акрет грек почеламутчо, Илиада да Одисей эпос-влакын авторжо.
socially-constructed-person;['муза'];Муза — Российыште Марий Элын Йӱрнӧ кундемыштыже верланыше Васильевский ял шотан илемыш пурышо ял.
socially-constructed-person;['аллах'];Аллах — Юмым ончыктышо араб мут.
socially-constructed-person;['менделеев, дмитрий иванович', 'дмитрий иванович менделеев', 'менделеев дмитрий иванович'];Менделеев Дмитрий Иванович — руш химик.
socially-constructed-person;['антон чехов', 'чехов, антон павлович', 'а. чехов', 'антон павлович чехов'];Анто́н Па́влович Че́хов — руш писатель, тÿнямбал литературын классикше.
socially-constructed-person;['ленин, владимир ильич', 'владимир ленин', 'владимир ульянов', 'ленин', 'ульянов-ленин'];Ле́нин Влади́мир Ильи́ч - российысе да советысе политик да кугыжаныш пашаеҥ, революционер, большевик партийым чоҥышо, 1917 ийысе Шыжа революцийым эртарыше да вуйлатыше-влак кокла гыч, РСФСР Калык Комиссар Каҥашын вуйлатышыже.
socially-constructed-person;['достоевский, фёдор михайлович', 'фёдор достоевский', 'федор достоевский'];Федор Михайлович Достоевский – руш серызе, романым, кӱчык историйым да эссем возен.
socially-constructed-person;['сталин, иосиф виссарионович', 'иосиф виссарионович сталин', 'сталин'];Сталин, Иосиф Виссарионович.
socially-constructed-person;['пайдаланыше'];Пайдаланыше — компьютер суаплыкым кучылтын информацийым налше да тӱрлӧ сомылым шуктышо айдеме.
socially-constructed-person;['пиямбар'];Пиямба‘р — ойко‘ндышо — Юмын ойжым да эрыкшым кондышо айдеме.
socially-constructed-person;['колызо'];Ко́лызо — колым кучышо айдеме.
socially-constructed-person;['мигель де сервантес'];Мигель де Сервантес — испан серызе.
socially-constructed-person;['президент'];Президент Кугыжаныш але территорий-административ образований вуйлатше, иктаж могай коллегий орган, мер ушем але коммерций организаций председатель.
socially-constructed-person;['олавуй'];Олавуй — олан администрацийын, шуктызо кучемын вуйлатышыже.
socially-constructed-person;['вишну'];Ви́шну — Индуист-влакын Юмо.
socially-constructed-person;['кумытло'];Ку‘мытло (грекла Αγία Τριάδα, лат.
socially-constructed-person;['серызе', 'серызе-влак'];Серызе — сылнымут произведенийым возышо еҥ.
space-region;['кечытӧр', 'равноденствие', 'шошымсо кечытӧр', 'шыжымсе кечытӧр'];Кечытӧр — кунам Кечын рудыжӧ эклиптикыште пӧрдмыж годым кава экваторым эрта.
space-region;['куб'];Куб — виклукан параллелепипед, тудын чыла кум висышыжат икгай.
space-region;['хордо'];Хорда — оҥгын кок точкыжым ушышо пӱчкыш.
space-region;['меридиан'];Меридиан — Мланде шарын кок полюсшо гоч экваторлан тореш кайыше кореш.
spatial-feature;['альп', 'альп-влак'];Альп але Альп-влак — Европышто эн кӱкшӧ курык тупрӱдӧ, 1 200 наре км кандаш Альпысе эл гоч шарла: Австрий да Словений гоч эрвелне, Швейцарий, Лихтенштейн, Немыч Эл да Франций гоч касвелне, Италий да Монако гоч кечывалвелне.
spatial-feature;['чек'];Чек — иктаж могай кумдыкын тӱржым ончыктышо линий.
spatial-feature;['эверест', 'джомолунгмо'];Эверест, Джомолунгмо — Мландыште эн кӱкшӧ курык, Гималаи курык системын Махалангур-Химал ужашыште верланен.
spatial-feature;['гималаи'];Гималаи — Азийыште верланыше курык тупрӱдӧ, Индийысе субконтинентым Тибетысе плато гыч ойыра.
spatial-feature;['памаш'];Памаш — мланде ÿмбак йымач лекше вÿд.
spatial-feature;['ийнальык'];Ийнальык — курык гыч нушкын волышо ий ора.
spatial-feature;['везувий'];Везувий — куатле вулкан Кечывалвел Италийыште, Неаполь ола воктене.
spatial-feature;['саҥга курык'];Саҥга курык — Йӱдвел Америкын касвел могырышто ик эн тӱҥ курык тӱпрӱдӧ.
spatial-feature;['килиманджаро'];Килиманджаро – эн кугу, чулым вулкан Танзанийын юдвел-эрвел могырыштыжо, Африкын теҥыз ӱмбалныже эн чот кугу точкыжо.
subject;['шанче'];Шанче (лат.
subject;['математике'];Математике — шукылык, радамлык, кумдык да виса нерген шанче.
subject;['йӱклончыш', 'фонетика'];Йӱкло́нчыш — ойлымаш йӱк-влакым да йылмын йӱк радамлыкым шымлыше йылмышанчын ужашыже.
subject;['этнологий'];Этнологий — калык-влакым, нунын тӱвыраштым шымлыше шанче.
subject;['этнографий'];Этнографий — калык-влакын материальный ден духовный тӱвыраштым шымлыше шанче.
subject;['археологий'];Археологий — акрет годсо калыкын илышыжым мландеш аралалт кодшо ӱзгар негызеш шымлыше шанче.
subject;['зоологий'];Зоологий — илыше тӱня нерген шанче.
subject;['ботанике'];Ботанике — кушкыл нерген шанче.
subject;['информатике', 'компучыр шанче'];Информатике — увераҥарым налме, чумырымо, аралыме, вестӱрлемдыме, вончештарылме да кучылтмо йӧн-влак нерген шанче.
subject;['гидрологий'];Гидрологий — Мланде ӱмбалне вӱд пространствым да пӱртӱсыштӧ вӱдын состоянийжым шымлыше шанче.
subject;['ономастике'];Ономастике — лингвистике шанчын ужашыже, чыла тӱрлӧ лӱмым шымла, нунын ончыктымашым да кузе лиймыштым умылтара.
subject;['анатомий'];Анатомий — организм-влакын капым да тудын пай-шамычым шымлыше биологийын ужашыже.
subject;['астрономий'];Астрономий — кавасе телам шымлыше шанче.
subject;['тӱҥлык пырче физике'];Тӱҥлык пырче физике
subject;['том физике'];Том физике --
subject;['топологий'];Топологий — математикын кӱрылтдымаш явленийым шымлыше ужашыже.
subject;['химий'];Химий — эменын ойыртемжым, составшым, ышталтмыжым, вашталтмыжым тунемше шанче.
subject;['геометрий'];Геоме́трий — тӱрлӧ фигурын свойствыжым, нунын кугытыштым, икте-весыштлан келшышын кийымыштым тунемше математикын ужашыже.
subject;['философий'];Философий — тӱҥ фундаментальне проблеме нерген шанче, проблеме тыгай ыҥ-влак дене кылдалтын: илыш, палымаш, ак, амал, уш-акыл да йылме.
subject;['физике'];Физике — пӱртӱс лиймаш-влакын кугурак закономерностьшо-влакым, материйын свойствыжым да ышталтмыжым, движенийын тӧртыкже-влакым тунемше естествознанийын ик тӱҥ ужашыже.
subject;['биологий'];Биологий — кушкыл, янлык, айдеме да моло илыше организм нерген шанче.
subject;['йылмышанче'];Йылмыша́нче -- йылме-влакым шымлыше шанче.
subject;['антропологий'];Антропологий — айдемын да тӱрлӧ раса-влакын лиймышт да вияҥмышт нерген шанче.
subject;['социологий'];Социологий
subject;['социолингвистике'];Социолингви́стике — йылмышанчын ужашыже, йылмын социалле могыржым шымлыше шанче.
substance-role;['той'];Той — вӱргене цинк але ошвулно дене сплав.
system-as-description;['сепаратизм'];Сепаратизм — могай-гынат территорийым ойырымаш верч кучедалше да у вуйвода кугыжанышым чоҥымо тарванымаш.
taxonomic-collection;['палымут'];Йылмылончыш шанчыште палыму́т — лӱммутын але олмештышмутын палыжым ончыктышо ойлымаш ужаш.
taxonomic-collective;['пызле', 'sorbus'];Пызле (лат.
taxonomic-collective;['арахнитес', 'ophrys', 'arachnites'];Арахнитес
taxonomic-collective;['тыглай ваштар', 'acer platanoides'];Тыглай ваштар
taxonomic-collective;['аплектрум', 'aplectrum'];Аплектрум
taxonomic-collective;['мангуст-влак', 'herpestidae'];Мангуст-влак (лат.
taxonomic-collective;['ваштар', 'acer'];Ваштар (лат.
taxonomic-collective;['олмапу', 'malus'];Олмапу (лат.
taxonomic-collective;['тӱе-влак', 'camelidae'];Тӱе-влак (лат.
taxonomic-collective;['шылгочшо', 'carnivora', 'сут-влак'];Шылгочшо (лат.
taxonomic-collective;['пырыс-влак', 'felidae'];Пырыс-влак (лат.
taxonomic-collective;['писте', 'tilia'];Писте
taxonomic-collective;['пий-влак', 'canidae'];Пий-влак (лат.
taxonomic-collective;['имывор', 'odonata'];Имывор
taxonomic-collective;['орхидей-влак', 'orchidaceae'];Орхидей-влак (лат.
taxonomic-collective;['ош ваштар', 'acer pseudoplatanus'];Ош ваштар
taxonomic-collective;['циприпедиум', 'cypripedium'];Циприпедиум (лат.
taxonomic-collective;['анектохил', 'anoectochilus'];Анектохил (лат.
taxonomic-collective;['гербера', 'gerbera'];Гербера (лат.
taxonomic-collective;['архинеоттий', 'archineottia'];Архинеоттий
taxonomic-collective;['брассий', 'брахтий', 'brachtia', 'brassia'];Брахтий
taxonomic-collective;['брассий', 'брахтий', 'brachtia', 'brassia'];Брассий (лат.
taxonomic-collective;['катасетум', 'catasetum'];Катасетум (лат.
taxonomic-collective;['ангрекум', 'angraecum', 'bonniera'];Ангрекум (лат.
taxonomic-collective;['мераҥ-влак', 'leporidae'];Мераҥ-влак (лат.
taxonomic-collective;['кандывуй', 'centaurea'];Кандывуй (лат.
taxonomic-collective;['эпидендрум', 'anacheilium', 'epidendrum'];Эпидендрум
taxonomic-collective;['энциклий', 'amblostoma', 'encyclia'];Энциклий (лат.
taxonomic-collective;['колыдымо пеледыш', 'helichrysum'];Колыдымо пеледыш (лат.
taxonomic-collective;['япон ваштар', 'acer japonicum'];Япон ваштар (лат.
taxonomic-collective;['лама', 'lama'];Лама
taxonomic-collective;['коля', 'muridae'];Коля
taxonomic-collective;['нур ваштар', 'acer campestre'];Нур ваштар (лат.
taxonomic-collective;['блетилла', 'bletilla'];Блетилла (лат.
taxonomic-collective;['стрелитций', 'strelitzia'];Стрелитций
taxonomic-collective;['цефалантера', 'cephalanthera'];Цефалантера (лат.
taxonomic-collective;['кориантес', 'coryanthes'];Кориантес (лат.
taxonomic-collective;['калопогон', 'calopogon'];Калопогон (лат.
taxonomic-collective;['некрагол', 'acipenser'];Некрагол
taxonomic-collective;['мыгылшӱй', 'ciconia', 'аист'];Мыгылшӱй
taxonomic-collective;['панголин', 'manis', 'панголин-влак', 'manidae', 'pholidota'];Панголин (лат.
taxonomic-collective;['йос-влак', 'mustelidae'];Йос-влак (лат.
technique;['теологий'];Теологий — юмо да тын нерген шинчымаш.
temporal-region;['кӱ курым'];Кӱ курым — акрет годсо эртымгорнышто айдемын кӱ куралым ыштыме да тудын дене пайдаланыме жап.
temporal-region;['кӱртньӧ курым'];Кӱртньӧ курым — акрет годсо эртымгорнышто айдемын кӱртньӧ дене пайдаланаш тӱҥалме жап.
temporal-region;['1 сӱрем', '1 июль'];1 Сӱрем — григориан кечышот почеш идалыкын 182-шо кечыже.
temporal-region;['1 шорыкйол', '1 январь'];1 шорыкйол — григориан кечышот почеш идалыкын 1-ше кечыже.
temporal-region;['2 пургыж', '2 февраль'];2 Пургыж — григориан кечышот почеш идалыкын 33-шо кечыже.
temporal-region;['кугече', 'кугече пайрем'];Кугече — идалык жапыште йӱла пайремыште ик эн вучымо да ик эн пагалыме пайрем.
temporal-region;['1 кылме', '1 ноябрь'];1 Кылме — григориан кечышот почеш идалыкын 305-ше кечыже.
temporal-region;['25 теле', '25 декабрь', '25 чатлама'];25 теле — григориан кечышот почеш идалыкын 359-ше кечыже.
temporal-region;['19 ӱярня', '19 март'];19 Ӱярня — григориан кечышот почеш идалыкын 78-ше кечыже.
temporal-region;['14 вӱдшор', '14 апрель'];14 Вӱдшор — григориан кечышот почеш идалыкын 104-ше кечыже.
temporal-region;['24 шыжа', '24 октябрь'];24 Шыжа — григориан кечышот почеш идалыкын 297-ше кечыже.
temporal-region;['пайрем'];Пайрем - кече, кунам айдеме паша деч кана, веселан мурен-куштен эртара, пайрем сийым ямдыла, тӱрлӧ йӱлам шукта.
temporal-region;['12 шыжа', '12 октябрь'];12 Шыжа — григориан кечышот почеш идалыкын 285-ше кечыже.
temporal-region;['4 сӱрем', '4 июль'];4 Сӱрем — григориан кечышот почеш идалыкын 185-ше кечыже.
temporal-region;['25 ӱярня', '25 март'];25 Ӱярня — григориан кечышот почеш идалыкын 84-ше кечыже.
temporal-region;['24 ага', '24 май'];24 Ага — григориан кечышот почеш идалыкын 144-ше кечыже.
temporal-region;['17 идым', '17 сентябрь'];17 Идым — григориан кечышот почеш идалыкын 260-шо кечыже.
temporal-region;['1 сорла', '1 август'];1 cорла — григориан кечышот почеш идалыкын 213-шо кечыже.
temporal-region;['14 пеледыш', '14 июнь'];14 Пеледыш — григориан кечышот почеш идалыкын 165-ше кечыже.
temporal-region;['29 пеледыш', '29 июнь'];29 пеледыш — григориан кечышот почеш идалыкын 180-ше кечыже.
temporal-region;['рушарня'];Рушарня — шымше арнян кече шуматкече да шочмо коклаште.
temporal-region;['29 идым', '29 сентябрь'];29 идым — григориан кечышот почеш идалыкын 272-шо кечыже.
temporal-region;['21 пеледыш', '21 июнь'];21 Пеледыш — григориан кечышот почеш идалыкын 172-шо кечыже.
temporal-region;['1 ага', '1 май'];1 ага — григориан кечышот почеш идалыкын 121-ше кечыже.
temporal-region;['тройчын', 'лышташ пайрем'];Тройчын але Тройчын кече — латкок тӱҥ христиан пайрем гыч иктыже.
temporal-region;['2 ӱярня', '2 март'];2 Ӱярня — григориан кечышот почеш идалыкын 61-ше кечыже.
temporal-region;['теле'];Теле — идалыкын ныл пагытше гыч иктыже.
temporal-region;['шорыкйол'];Шорыкйол тылзе — ийын икымше тылзыже, Шорыкйол пайремым пайремлыме тылзе.
temporal-region;['сеҥымаш кече', 'день победы'];Сеҥымаш Кече — фашист Германийым шалатыме лӱмеш пайрем.
temporal-region;['1940 ийла'];1940-ше ийла — XX курымын V луийже м.
temporal-region;['1970 ийла'];1970-ше ийла — XXI курымын икымше луийже, 1970 ий гыч тӱҥалеш 1979 ийыште мучашлалтеш.
temporal-region;['1990 ийла'];1990-ше ийла — XXI курымын икымше луийже, 1990 ий гыч тӱҥалеш 1999 ийыште мучашлалтеш.
temporal-region;['изарня'];Изарня — Арнян нылымше кечыже вӱргече да кугарня коклаште.
temporal-region;['шорыкйол'];Шорыкйол тылзе — ийын икымше тылзыже, Шорыкйол пайремым пайремлыме тылзе.
temporal-region;['шорыкйол'];Шорыкйол тылзе — ийын икымше тылзыже, Шорыкйол пайремым пайремлыме тылзе.
temporal-region;['вӱргече'];Вӱргече — кумшо арнян кече кушкыжмо да изарня коклаште.
temporal-region;['теле', 'декабрь', 'теле тылзе', 'чатлама'];Теле тылзе — идалыкын латкокымшо тылзыже.
temporal-region;['теле', 'декабрь', 'теле тылзе', 'чатлама'];Теле тылзе — идалыкын латкокымшо тылзыже.
temporal-region;['кас'];Кас — суткан ужашыже, кече пытыме да йӱд тӱҥалме годымсо жап. Кече шичме годымсо жап. тыглай гын, каслан, 6-шо —7-ше шагат гыч тӱҥалын пелйӱд марте жапым шотлат.
temporal-region;['ага', 'май'];Ага тылзе — ийын визымше тылзыже.
temporal-region;['идым'];Идым тылзе — ийын индешымше тылзыже.
temporal-region;['ӱярня', 'март'];Ӱярня тылзе — ийын кумшо тылзыже.
temporal-region;['пургыж'];Пургыж тылзе — ийын кокымшо тылзыже.
temporal-region;['сорла', 'август'];Cорла тылзе — ийын кандашымше тылзыже.
temporal-region;['сӱрем', 'июль'];Cӱрем тылзе — ийын шымше тылзыже.
temporal-region;['вӱдшор', 'апрель'];Вӱдшор тылзе — идалыкын нылымше тылзыже.
temporal-region;['пеледыш', 'июнь'];Пеледыш тылзе — ийын кудымшо тылзыже.
temporal-region;['кылме'];Кылме тылзе — идалыкын латикымше тылзыже.
temporal-region;['шыжа', 'октябрь'];Шыжа тылзе — Григориан кечышот почеш идалыкын луымшо тылзыже.
temporal-region;['29 пургыж', '29 февраль'];29 Пургыж
temporal-region;['23 пеледыш', '23 июнь'];23 Пеледыш — григориан кечышот почеш идалыкын 174-ше кечыже.
temporal-region;['идалык'];Идалык, Ий — жапым шотлымо единице, Мландын Кече йыр пӧрдмыж дене кылдалтын.
temporal-region;['шошо'];Шошо - Идалыкын ныл пагыт кокла гыч иктыже.
temporal-region;['шыже', 'шиже'];Шыже - идалыкын пагытше.
temporal-region;['шочмо'];Шочмо рушла понедельник — арнян икымше кечыже, рушарня деч вара, кушкыжмо деч ончыч кая.
temporal-region;['шуматкече'];Шуматкече — кудымшо арнян кече кугарня да рушарня коклаште.
temporal-region;['кугарня', 'арнягече'];Кугарня — визымше арнян кече изарня да шуматкече коклаште.
temporal-region;['кушкыжмо'];Кушкыжмо — кокымшо арнян кече шочмо да вӱргече коклаште.
temporal-region;['йӱд'];Йӱд — Кечын лекмыже гыч шичмыже марте жап. жапын кужытшо, кунам палемдыме точкышто керек-могай кавасе телан рӱдӧ волгалтарышыже каватӱр деч ӱлнӧ лийын шога.
temporal-region;['эр'];Эр – йӱд деч вара кечын тӱҥалме ужашыже.
temporal-region;['кеҥеж'];Кеҥеж - ныл гычын икте ийын пагытше.
temporal-region;['6 шорыкйол', '6 январь'];6 шорыкйол — григориан кечышот почеш идалыкын 6-шо кечыже.
theory;['увераҥар', 'информаций'];Увераҥар — абстракт ой, шуко ыҥан улеш.
