abstract-region;['operando', 'operand'];Un operando es omne argumento que es le objecto de un operation mathematic.
socially-constructed-person;['ludwig van beethoven'];Ludwig van Beethoven esseva un compositor e pianista german de musica.
socially-constructed-person;['william wordsworth'];William Wordsworth esseva un del plus importante poetas romantic anglese.
socially-constructed-person;['simón bolívar'];Simón José Antonio de la Santísima Trinidad Bolívar Palacios y Blanco esseva un militar e politico sudamerican, propulsor del independentia de Venezuela, de Colombia, de Ecuador, de Peru, de Panama e de Bolivia.
socially-constructed-person;['joseph henry'];Joseph Henry esseva un scientista statounitese.
socially-constructed-person;['gioachino rossini', 'giovacchino antonio rossini'];Gioachino Antonio Rossini era un compositor italian.
socially-constructed-person;['victor hugo'];Victor Hugo esseva un poeta, dramaturgo, novelista, artista essayista, e activista pro derectos human de Francia, qui habeva rolos importante in le movimento romantic de su nation.
socially-constructed-person;['frédéric chopin', 'frederic chopin'];Frédéric François Chopin esseva un compositor polonese, pianista virtuose e inseniante, de paternitate franco-polonese.
socially-constructed-person;['richard wagner'];Wilhelm Richard Wagner era un compositor e dirigente german, primarimente cognoscite pro su operas.
socially-constructed-person;['otto von bismarck'];Otto Eduard Leopold von Bismarck - Graf von Bismarck, depost Fürst von Bismarck - esseva Cancellero del regno de Prussia de 1862 a 1890.
socially-constructed-person;['louis pasteur'];Louis Pasteur esseva un scientista francese, chimico e physico e pionero del microbiologia.
socially-constructed-person;['johannes brahms', 'brahms'];Johannes Brahms era un compositor e pianista german, un del plus grande personalitates musical del periodo romantic.
socially-constructed-person;['émile zola'];Émile Zola era un scriptor francese, considerate como le patre e le plus grande representante del Naturalismo.
socially-constructed-person;['eduardo vii del regno unite'];Eduardo VII esseva le rege del Regno Unite e lor colonias ab 1901 usque su morte.
socially-constructed-person;['arthur conan doyle'];Arthur Ignatius Conan Doyle era un scriptor e medico scotese, melio cognoscite como le autor qui creava le personage del detective Sherlock Holmes.
socially-constructed-person;['georgio v del regno unite'];Georgio V esseva le rege del Regno Unite e le dominios britannic ab 1910 usque su morte.
socially-constructed-person;['mahatma gandhi', 'gandhi', 'mohandas gandhi', 'mohandas karamchand gandhi'];Mohandas Karamchand Gandhi "Mahatma" esseva un del patres fundatores del stato de India.
socially-constructed-person;['marcel proust'];Marcel Proust esseva un homine.
socially-constructed-person;['winston churchill'];Sir Winston Leonard Spencer-Churchill esseva le Prime Ministro del Regno Unite duo vices e duceva le Regno Unite in le Secunde Guerra Mundial.
socially-constructed-person;['edward sapir'];Edward Sapir esseva le prime director de recercas linguistic del IALA ab le 1 de octobre 1930 al 1 de julio 1931, quando ille resignava pro devenir professor Sterling de anthropologia e linguistica al Universitate de Yale.
socially-constructed-person;['adolf hitler', 'hitler'];Adolf Hitler esseva le dictator de Germania ab januario de 1933 usque le fin del Secunde Guerra Mundial.
socially-constructed-person;['jawaharlal nehru'];Jawaharlal Nehru era le prime del prime ministros de India, in officio ab le indepentia del pais in 1947 usque su morte in 1964.
socially-constructed-person;['eduardo viii del regno unite'];Eduardo VIII esseva le rege del Regno Unite e le dominios britannic ab 20 januario 1936 usque su abdication le 11 decembre.
socially-constructed-person;['georgio vi del regno unite'];Georgio VI esseva le rege del Regno Unite e le regnos del Commonwealth ab 1936 usque 1952.
socially-constructed-person;['william faulkner'];William Cuthbert Faulkner esseva un romancero e articulista statounitese, cognoscite como William Faulkner.
socially-constructed-person;['indira gandhi'];Indira Priyadarshini Gandhi esseva prime ministro de India del 19 de januario 1966 al 24 de martio 1977, e de novo del 14 de januario 1980 usque a su assassination le 31 de octobre 1984.
socially-constructed-person;['ptolemeo'];Ptolemeo (Claudius Ptolemaeus. ca.
socially-constructed-person;['alexandro magne', 'alexander le grande', 'alexandro le grande', 'alexandro le magne'];Alexandro Magne esseva rege de Macedonia ab 336 aEC e conquirente del grande Imperio Perse.
socially-constructed-person;['attila'];Attila, o Attila le Hunno, era le capite del Hunnes desde 434 CE usque su morte in 453 CE. Ille era le plus famose general del hunnos.
socially-constructed-person;['eschylo'];Eschylo esseva un dramaturgo grec.
socially-constructed-person;['mahomet', 'mohammed', 'muhammad'];Mahomet es le ultime e maxime propheta del Islam, e assi un del plus importante prophetas in le historia Eurasian.
socially-constructed-person;['vergilio', 'vergilius'];Publius Vergilius Maro, plus cognoscite como Vergilio, era un poeta Roman.
socially-constructed-person;['carolo magne'];Carolo Magne esseva filio primogenite de Pipin le Curte
socially-constructed-person;['imperator de japon'];Le Imperator de Japon hodie es Naruhito et caput de Familia Imperialis et Imperator ceremonialis.
socially-constructed-person;['hippocrates'];Hippocrates de Cos c.
socially-constructed-person;['zoroastre', 'zoroastro'];Zoroastre, es un del grande inseniantes del Oriente, le fundator del Zoroastrismo, le qual esseva le religion national del populo Perso-Iranian desde le tempore del Achaemenidas al fin del periodo Sassanide.
socially-constructed-person;['adonis', 'adonic'];Adonis es un deo del mythologia grec.
socially-constructed-person;['cassandra'];In le mythologia grec, Cassandra, etiam cognoscite qua Alexandra, esseva le filia del Rege Priamo e Regina Hecuba de Troia.
socially-constructed-person;['eros'];Post que Aphrodite nasceva, Eros la accompaniava al gruppo del deos.
socially-constructed-person;['ares'];Ares es, in le mythologia grec, le deo grec del guerra, identificate con le deo Marte pro le romanos.
socially-constructed-person;['hermes'];Hermes es un deitate del mythologia grec, le filio de Zeus e Hera e un del duodece deos olympie.
socially-constructed-person;['hestia'];Hestia, in le mythologia grec, esseva le dea del foco que arde in omne focar rotunde.
socially-constructed-person;['crono', 'kronos', 'cronos'];Crono es un Titan, filio de Uranus e Gaea.
socially-constructed-person;['artemis'];Artemis era un del deos olympic plus antique.
socially-constructed-person;['fungo', 'fungi', 'fungus', 'regno fungi'];Un fungo es un membro de un gruppo grande de organismos eucaryotic que include microorganismos tal como levaturas, mucores, e le familiar champignones.
socially-constructed-person;['vulcano'];Vulcano esseva un deo roman governante le foco, le metallos e le ferreria.
socially-constructed-person;['neptuno'];Neptuno esseva un deo roman presidente a aquas.
socially-constructed-person;['ceres'];Ceres o Cerere es un dea roman que corresponde al Demeter grec.
socially-constructed-person;['vesta'];In mythologia roman, Vesta es una del plus importante divinitates, patronisante le focar e assi la vita domestic de omne menages, in association con le Lares e Penates.
socially-constructed-person;['minerva'];Minerva esseva un importante dea roman, equivalente al grec Pallas Athena.
socially-constructed-person;['mercurio'];In mythologia roman, Mercurio esseva le deo del commercio e del pace.
socially-constructed-person;['jano', 'janus'];Jano es le deo roman qui patronisava le comenciamentos de omne interprisa.
socially-constructed-person;['diana'];Diana esseva un dea roman qui presideva al venation e a locos e animales salvage.
socially-constructed-person;['james k. polk'];James K. Polk esseva presidente del Statos Unite de America.
socially-constructed-person;['zachary taylor'];Zachary Taylor esseva presidente del Statos Unite de America.
socially-constructed-person;['christophoro columbo'];Christophoro Columbo esseva un navigante genovese e le discoperitor de America.
socially-constructed-person;['leonardo da vinci'];Leonardo da Vinci esseva un artista e scientista italian.
socially-constructed-person;['franklin pierce'];Franklin Pierce esseva presidente del Statos Unite de America.
socially-constructed-person;['francis bacon'];Sir Francis Bacon, le prime Baron Verulam, Viceconte de St Albans QC, cancellero de Anglaterra, era un importante philosopho, politico, advocato e scriptor.
socially-constructed-person;['william shakespeare', 'shakespeare'];William Shakespeare esseva un poeta, dramaturgo et actor anglese qui es hodie largemente considerate le plus grande scriptor in le lingua anglese et un del plus grande dramaturgos de tote le tempores.
socially-constructed-person;['rené descartes', 'descartes'];René Descartes o Renato Cartesio, esseva un philosopho, mathematico e scientista francese.
socially-constructed-person;['oliver cromwell'];Oliver Cromwell esseva un politico e general militar anglese.
socially-constructed-person;['james buchanan'];James Buchanan esseva presidente del Statos Unite de America.
socially-constructed-person;['rembrandt'];Rembrandt Harmenszoon van Rijn esseva un pictor nederlandese.
socially-constructed-person;['john locke'];John Locke esseva un philosopho anglese.
socially-constructed-person;['gottfried wilhelm von leibniz', 'gottfried leibniz', 'gottfried wilhelm leibniz', 'leibnitz', 'leibniz'];Gottfried Wilhelm von Leibniz esseva un philosopho, mathematico, jurista e politico german nascite in Leipzig in 1646.
socially-constructed-person;['abraham lincoln'];Abraham Lincoln esseva le 16-te presidente del Statos Unite de America, eligite per le republicanos 1861-1865.
socially-constructed-person;['carl von linné', 'carl linnæus', 'carl von linne', 'carolo linnaeo', 'carolo linneo', 'carolus linnaeus', 'linné'];Carl von Linné esseva un botanico e zoologo svedese active al Universitate de Uppsala, ubi ille esseva appunctate professor de medicina in 1741.
socially-constructed-person;['jean-jacques rousseau'];Jean-Jacques Rousseau Scriptor e philosopho switze, de lingua francese.
socially-constructed-person;['joseph haydn'];Joseph Haydn esseva un compositor austriac.
socially-constructed-person;['wolfgang amadeus mozart'];Wolfgang Amadeus Mozart, nascite in Salzburg, esseva un compositor de musica classic multo importante.
socially-constructed-person;['napoléon bonaparte', 'napoleon', 'napoleon bonaparte', 'napoleon i', 'napoléon i'];Napoléon Bonaparte, postea cognoscite como Napoléon I, esseva un chef militar e politic de Francia cuje actiones duceva le politica europee in le seculo 19.
socially-constructed-person;['georg wilhelm friedrich hegel'];Georg Wilhelm Friedrich Hegel esseva un philosopho german considerate le plus importante representante del idealismo german.
socially-constructed-person;['samuel taylor coleridge'];Samuel Taylor Coleridge, poeta, critico, e philosopho anglese, qui esseva, junctemente con su amico William Wordsworth, un del fundatores del romanticismo in Anglaterra.
socially-constructed-person;['carl friedrich gauss'];Carl Friedrich Gauss esseva un mathematico german.
socially-constructed-person;['andrew johnson'];Andrew Johnson esseva presidente del Statos Unite de America.
socially-constructed-person;['henry wadsworth longfellow'];Henry Wadsworth Longfellow era un autor e un professor a Harvard University famose como um poeta.
socially-constructed-person;['florentia nightingale', 'florence nightingale', 'florence nightangale', 'florence nightanale'];Florence Nightingale esseva un infirmera e statistica britannic, e le fundatrice del infirmeria occidental moderne.
socially-constructed-person;['vincent van gogh'];Vincent Willem van Gogh esseva un artista nederlandese postimpressioniste.
socially-constructed-person;['sigmund freud'];Sigismund Schlomo Freud, plus cognoscite como Sigmund Freud, esseva un medico neurologista austriac e le principal impulsor del psychoanalyse.
socially-constructed-person;['george bernard shaw'];George Bernard Shaw esseva un dramaturgo irlandese laureate del Premio Nobel pro Litteratura in 1925.
socially-constructed-person;['john dewey'];John Dewey era un philosopho, psychologo e pedagogo statounitese.
socially-constructed-person;['henry ford'];Henry Ford esseva un industrialista statounitese e un del prime fabricantes in massa de automobiles.
socially-constructed-person;['bertrand russell'];Bertrand Arthur William Russell, 3tie Conte Russell esseva un philosopho, logico, mathematico, pacifista, e scriptor britannic.
socially-constructed-person;['pablo picasso'];Pablo Picasso es generalmente reguardate como le artista le plus magne del seculo XX, e esseva le co-fundator de cubismo.
socially-constructed-person;['franz kafka'];Franz Kafka era un autor de romanes e novellas in le lingua german.
socially-constructed-person;['ludwig wittgenstein'];Ludwig Wittgenstein esseva un homine.
socially-constructed-person;['ulysses s. grant'];Ulysses S. Grant esseva presidente del Statos Unite de America.
socially-constructed-person;['b. f. skinner'];Burrhus Frederic Skinner esseva psychologo statounitese.
socially-constructed-person;['elizabeth ii de anglaterra', 'elizabeth ii del regno unite'];Elizabeth II de Anglaterra es le regina actual del Regno Unite, e alsi de Antigua e Barbuda, Australia, le Bahamas, Barbados, Belize, Canada, Grenada, Jamaica, New Zealand, Papua New Guinea, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, le Insulas Salomon, e Tuvalu.
socially-constructed-person;['rutherford b. hayes'];Rutherford B. Hayes esseva presidente del Statos Unite de America.
socially-constructed-person;['george washington'];George Washington esseva le prime presidente del Statos Unite de America e commandante de tote le fortias armate in le Revolution American e presideva super le convention constitutional.
socially-constructed-person;['james a. garfield', 'james abram garfield'];James Abram Garfield esseva presidente del Statos Unite de America.
socially-constructed-person;['grover cleveland'];Grover Cleveland era le presidente del Statos Unite de America - o, plus precisemente, duo presidentes del SUA: le 22e e le 24e.
socially-constructed-person;['benjamin harrison'];Benjamin Harrison esseva presidente del Statos Unite de America.
socially-constructed-person;['william mckinley'];William McKinley esseva presidente del Statos Unite de America.
socially-constructed-person;['theodore roosevelt'];Theodore Roosevelt, Jr.
socially-constructed-person;['william howard taft'];William Howard Taft esseva presidente del Statos Unite de America.
socially-constructed-person;['woodrow wilson'];Thomas Woodrow Wilson esseva un jurista, academico e politico statounitese que deveniva le vinti-octave presidente del Statos Unite de America.
socially-constructed-person;['warren g. harding'];Warren G. Harding esseva presidente del Statos Unite de America.
socially-constructed-person;['john adams'];John Adams esseva presidente del Statos Unite de America.
socially-constructed-person;['herbert hoover'];Herbert Hoover esseva le 31me presidente del Statos Unite de America 1929–1933.
socially-constructed-person;['franklin d. roosevelt', 'fdr', 'franklin roosevelt'];Franklin Delano Roosevelt esseva le 32nde presidente del Statos Unite de America 1933-1945, le sol presidente statounitese qui ha essite elegite plus de duo vices e le sol cuje termino total in officio esseva plus de octo annos.
socially-constructed-person;['john f. kennedy'];John Fitzgerald "Jack" Kennedy esseva un politico statounitese e deveniva le 35te presidente del Statos Unite de America, le prime e usque alora le sol qui esseva catholic.
socially-constructed-person;['lyndon b. johnson'];Lyndon B. Johnson esseva presidente del Statos Unite de America.
socially-constructed-person;['gerald ford'];Gerald Ford esseva presidente del Statos Unite de America.
socially-constructed-person;['jimmy carter'];James Earl Carter Jr.
socially-constructed-person;['thomas jefferson'];Thomas Jefferson esseva presidente del Statos Unite de America.
socially-constructed-person;['ronald reagan'];Ronald Wilson Reagan esseva le 40me presidente del Statos Unite de America inter 1981 e 1989.
socially-constructed-person;['bill clinton'];William Jefferson Clinton, plus cognoscite como Bill Clinton esseva le 42-te presidente del Statos Unite de America in le periodos de 1993-1997 e 1997-2001, essente le tertie presidente plus juvene del nation.
socially-constructed-person;['james madison'];James Madison esseva presidente del Statos Unite de America.
socially-constructed-person;['james monroe'];James Monroe esseva presidente del Statos Unite de America.
socially-constructed-person;['cesare augusto', 'augustus', 'gaius julius caesar octavianus', 'octavianus augustus'];Imperator Cesare, filio del Divo, Augusto era le prime imperator del Imperio roman.
socially-constructed-person;['john quincy adams'];John Quincy Adams esseva presidente del Statos Unite de America.
socially-constructed-person;['andrew jackson'];Andrew Jackson esseva presidente del Statos Unite de America.
socially-constructed-person;['martin van buren'];Martin Van Buren esseva presidente del Statos Unite de America.
socially-constructed-person;['william henry harrison'];William Henry Harrison esseva presidente del Statos Unite de America.
socially-constructed-person;['eagle scout'];Un Eagle Scout es un Scout con le plus alte grado attingibile in le Boy Scouts de America.
socially-constructed-person;['ministrante'];Un ministrante es un persona qui assume un servicio liturgic in le Ecclesia Catholic.
socially-constructed-person;['tȟatȟáŋka íyotake', 'sitting bull', 'slon-he', 'tatanka iyotanka', 'tauro sedente'];Tauro Sedente
socially-constructed-person;['hans christian andersen', 'andersen'];Hans Christian Andersen esseva poeta e autor danese, mundialmente famose pro su contos e - in minor grado - pro su retalios de papiro.
socially-constructed-person;['pantheon celtic'];Le pantheon celtic es le summa de deitates venerate per le celtas.
socially-constructed-person;['deitates hindu', 'pantheon hindu'];Brahma Le creator Visnu Le preservator Siva Le destructor Kali Dea de morte.
socially-constructed-person;['veterinario'];Un veterinario es un persona con education academic qui inter altere cosas se occupa de prophylaxia e therapia in animales.
socially-constructed-person;['dea'];Un dea es un esser divin feminin.
socially-constructed-person;['lesbiana'];Un lesbiana es un femina homosexual: un femina qui ha experientia de attraction sexual o romantic a altere feminas.
socially-constructed-person;['charles baudelaire'];Charles Pierre Baudelaire era un poeta francese.
socially-constructed-person;['pharmaceutico', 'pharmacista'];Un pharmacista es un persona qui ha realisate le carriera universitari de Pharmacia e es le professional sanitari connexe con le dispensation de medicamentos.
socially-constructed-person;['vacchero'];Persona qui guarda e prende cura de vaccas.
socially-constructed-person;['infante'];Un infante es un persona immatur.
socially-constructed-person;['samurai'];Samurai es le termino communmente usate in le Occidente pro indicar un membro del classe guerrier in Japon preindustrial.
socially-constructed-person;['doctor del ecclesia'];Le Doctor del Ecclesia, anque referite como Doctor del Ecclesia Universal, es un titulo donate per la Ecclesia Catholic al sanctos recognoscite pro haber facte un contribution significative al theologia o doctrina per su recerca, studio o scriptos.
socially-constructed-person;['medico', 'doctor'];Un medico es un professional qui practica medicina, examina e intenta mantener san del patiente e diagnostica le maladias.
socially-constructed-person;['cajun'];Cajun es gente in Louisiana colonia de descendientes de Canadienses Francese ex Arcadia cuje su ancestores esseva expulsate ab le gente brittanica in le 18me seculo.
socially-constructed-person;['monacho', 'monachos'];Un monacho es un homine que se decide obedir a un conjuncto de multo rigorose leges o regulas, normalmente proque illes crede in un religion.
socially-constructed-person;['pumpero'];Un pumpero es un specialista extensivemente practicate in le combatto contra focos hasardose, principalmente pro extinguer incendios que menacia le vita, le proprietate e le ambiente, et etiam pro salvar personas et animales de situationes de periculo.
socially-constructed-person;['postmodernismo', 'post-modernismo'];Le Postmodernismo esseva un developpamento cultural general, specialmente in America del Nord, que resultava in le general collapso de confidentia in le principios rational universal del Illuminismo.
socially-constructed-person;['patricio'];Patricios esseva un gruppo elite in Roma ancian.
socially-constructed-person;['indiano american', 'amerindiano'];Nomine generic que se applica al personas qui descende exclusivemente de qualcunque del populos native de America pro distinguer les de altere {apportationes?} posterior, assi como del mesticios de tote iste gruppos ethnic.
socially-constructed-person;['visigotes', 'visigothos'];Le Visigothos era un populo german, uno de duo ramos del gothos insimul con le ostrogothos Le visigothos participava in le immigration magne del populos e in 376 illos invadeva le Imperio Roman.
socially-constructed-person;['jahveh', 'jehovah', 'yahweh'];Jehovah [je-hó-va] es un pronunciation popular, mais non translitteral, del tetragrammaton יהוה‬, le nomine personal del Deo de Moses e de Jesus Christo.
socially-constructed-person;['jahveh', 'jehovah', 'yahweh'];Translitteration ab le hebreo antique del nomine proprie de Deo, considerate un translitteration plus precise que "Jehovah".
socially-constructed-person;['libertino', 'libertinismo'];In general, un libertino es un homine de ideas libertari, sovente in senso negative.
socially-constructed-person;['judeo', 'judee'];Judeo es un termino con duo significationes.
socially-constructed-person;['mathematico'];Un mathematico es un persona que se occupe con/re mathematica.
socially-constructed-person;['astronauta', 'taikonauta'];Un astronauta, cosmonauta o spationauta es un persona qui viagia trans le spatio exterior o qui labora in isto.
socially-constructed-person;['sancto', 'sancte'];Un sancto in le theologia christian es un humano qui ha essite canonisate.
socially-constructed-person;['pianista'];Un pianista es un musico qui sona le piano, sol, in un banda de musica o in un orchestra.
socially-constructed-person;['polyglotto'];Un polyglotto es un persona qui parla varie idiomas o linguas.
socially-constructed-person;['consumitor'];Un consumitor es un persona physic qui eme un o plure benes o servicios pro le uso private.
socially-constructed-person;['artista'];Persona qui face arte.
socially-constructed-person;['inseniante'];Un inseniante es un persona qui adjuta altere personas de apprender cognoscentia, competentias o virtute.
socially-constructed-person;['transexualitate'];Le transexualitate es un identitate de genero que defini le sentimento per le qual un persona se identifica con le genero opponite a su genere biologic.
socially-constructed-person;['chirurgo'];Un chirurgo es un experto in chirurgia, id es, secante parte de morbo sicut cancer in patiente vel animal vel facer sutura ruptura vel vulnera in viscere vel membro de corpore typic de chirurgia.
socially-constructed-person;['hadji'];Un hadji in Islam es un musulman qui ha facite le Hadj, e assi pote portar un turban verde.
socially-constructed-person;['bibliothecario'];Le bibliothecario respectivemente le bibliotecaria es un persona profesional del bibliothecas, qui in le dominio/ambito del bibliotheca o centro de documentation executa procedimientos/functiones pro organisar le information, assi como offerir servicios pro adjutar e instruer a altere personas in le manieras plus efficiente pro identificar e acceder a le information que es neccesite, in su differente formatos (articulo, libro, revista, disco compacte, videoregistration (de p.ex.
socially-constructed-person;['jesus christo', 'christo', 'humiliation de christo', 'inri', 'jesus', 'jesus christo secundo le ecclesia de jesus christo del sanctos del ultime dies', 'jesus de nazareth', 'munus triplex', 'preexistentia de christo'];Jesus de Nazareth
socially-constructed-person;['jesus christo', 'christo', 'humiliation de christo', 'inri', 'jesus', 'jesus christo secundo le ecclesia de jesus christo del sanctos del ultime dies', 'jesus de nazareth', 'munus triplex', 'preexistentia de christo'];Christo [krís-to] es le titulo que le christianos dona a Jesus de Nazareth.
socially-constructed-person;['ciceron'];Marco Tullio Ciceron esseva un jurista, politico, philosopho, autor, e orator roman.
socially-constructed-person;['lev tolstoj', 'lev nikolaevič tolstoj', 'leo tolstoy', 'leon tolstoi'];Lev Nikolaevič Tolstoj vel Leon Tolstoi esseva un autor, e pensator ethic e religiose.
socially-constructed-person;['physico'];Un physico es un scientista qui stude o practica le physica.
socially-constructed-person;['chimico', 'chimista'];Un chimico es un scientista qui stude o practica le chimia.
socially-constructed-person;['trobador', 'troba'];Un trobador es un cantator-autor medieval cortesan.
socially-constructed-person;['homo heidelbergensis'];Homo heidelbergensis es un specie del genere Homo, regno Animalia.
socially-constructed-person;['walter gropius', 'gropius'];Walter Adolph Gropius esseva un architecto e theoretico del arte.
socially-constructed-person;['celebritate'];Un celebritate es un persona cognoscite con un grande grado de attention del publico e del medios de communication.
socially-constructed-person;['monacha', 'matre', 'religiosa', 'soror'];Un monacha es un femina qui faceva un voto special dedicante se a un vita religiose.
socially-constructed-person;['thomas edison'];Thomas Alva Edison esseva un inventor e interprenditor statounitese primarimente sur le campo del electricitate e ingenieria electric.
socially-constructed-person;['femina'];Un femina es un humano adulte de sexo feminin, contrastante al masculo e al puera.
socially-constructed-person;['masculo', 'homine', 'ma'];Masculo es un humano de sexo masculin, contrastante al femina e al puero.
socially-constructed-person;['pedophilia'];Pedophilia es le preferentia sexual verso infantes, in general prepubescentes o al initio del pubertate.
socially-constructed-person;['royalismo'];Le royalismo es un idea politic que advoca o sustene le regentia, i.e.
socially-constructed-person;['ernest hemingway'];Ernest Miller Hemingway esseva un romancero, articulista e jornalista statounitese.
socially-constructed-person;['aristarcho'];Aristarcho (Ἀρίσταρχος in greco antique, Aristarchus in latino esseva un astronomo e mathematico grec, nascite in Samos, Grecia.
socially-constructed-person;['aristophanes'];Aristophanes esseva un dramaturgo comic grec, principal exponente del genere comic.
socially-constructed-person;['pretor', 'praetor'];Praetor esseva un titulo date a un commandante de armas o un magistrate electe in le Republica roman e le Imperio roman.
socially-constructed-person;['samuel barclay beckett', 'samuel beckett'];Samuel Barclay Beckett esseva un homine.
socially-constructed-person;['patres del ecclesia'];Patres del Ecclesia.
socially-constructed-person;['thomas malthus'];Thomas Robert Malthus esseva un economista importante qui multo influentiava le economia in su tempore e anque altere scientias, como le biologia, per Charles Darwin, qui applicava le ideas de Malthus super crescimento de population al mundo natural.
socially-constructed-person;['refugiato'];Un refugiato es un persona, qui ha lassate temporaneemente o permanentemente su casa o le loco de residentia previe a causa de coercition politic, guerra o emergentia periculose pro le vita.
socially-constructed-person;['dante alighieri', 'allegoria dantesc'];Durante degli Alighieri, melio cognoscite como Dante Alighieri o simplemente Dante, esseva un poeta italian de Florentia.
socially-constructed-person;['petrarca'];Petrarca era un poeta e erudito del renascentia italian.
socially-constructed-person;['socrates'];Socrates
socially-constructed-person;['thucydides'];Thucydides
socially-constructed-person;['ra'];Ra, vel Phra, vel Phre, in mythologia Egypti antiqua es le deo de sol.
socially-constructed-person;['viking', 'vikingos'];Un viking o vikingo es un del exploratores, guerreros, mercantes, e piratas qui veniva de Scandinavia e razziava e colonisava grande areas de Europa in le seculo 8 usque le seculo 11.
socially-constructed-person;['dwight d. eisenhower', 'dwight david eisenhower'];Dwight David „Ike“ Eisenhower esseva presidente del Statos Unite de America, post ser un general del armea statounitese e le presidente de Columbia University.
socially-constructed-person;['louis leakey'];Louis Seymour Bazett Leakey Paleoanthropologo, Primatologo et Archeologo britannic nascite in Kenya.
socially-constructed-person;['dalai lama'];Le Dalai Lama cognoscite como le maxime grado de sacerdote de Tibet e secular chef de administration de Tibet del seculo 17 usque le prime medietate del seculo 21. postea ille esseva chef de administration de Tibet in exilio usque hodie.
socially-constructed-person;['mao zedong'];Mao Zedong o Mao Tse-tung esseva, como presidente del partito communista de China, e presidente del republica, le politico ducente e figura principal del Republica Popular de China.
socially-constructed-person;['laozi', 'lao tseu', 'lao tzu'];Laozi es un persona major in le philosophia chinese qui scribeva le classico taoista Dao De Jing, e es recognite como le fundator de taoismo.
socially-constructed-person;['ferdinando magellanes', 'ferdinando magellano'];Ferdinando Magellanes esseva un navigator e explorator portugese.
socially-constructed-person;['esopo'];Esopo esseva un personage legendari a qui on attribue un serie de fabulas.
socially-constructed-person;['compositor'];Compositor es un persona qui crea e scribe operas de musica.
socially-constructed-person;['julio cesare', 'gaius julius caesar', 'julio cesar', 'julius caesar'];Gaio Julio Cesare era le leader qui adjutava a transformar le Republica roman in Imperio roman.
socially-constructed-person;['desiderio erasmo', 'erasmo de rotterdam'];Desiderio Erasmo, anque cognoscite como Erasmo de Rotterdam, esseva un humanista, philologo e theologo nederlandese‎, autor de importante operas in latino.
socially-constructed-person;['chester a. arthur'];Chester A. Arthur esseva presidente del Statos Unite de America.
socially-constructed-person;['john tyler'];John Tyler esseva presidente del Statos Unite de America.
socially-constructed-person;['millard fillmore'];Millard Fillmore esseva presidente del Statos Unite de America.
socially-constructed-person;['calvin coolidge'];Calvin Coolidge esseva presidente del Statos Unite de America.
socially-constructed-person;['harry s. truman', 'harry truman'];Harry S Truman esseva presidente del Statos Unite de America, 1945-1953.
socially-constructed-person;['lewis carroll', 'charles lutwidge dodgson'];Lewis Carroll es le pseudonymo per le qual es cognoscite in le historia del litteratura Charles Lutwidge Dodgson, diacono anglican, logico, mathematico, photographo e scriptor britannic, cognoscite super toto pro su obra Alicia in le pais del meravilias e su continuation, Alicia a Traverso del Speculo, que include le poemas "The Walrus and the Carpenter" e
socially-constructed-person;['john maynard keynes'];John Maynard Keynes esseva un persona.
socially-constructed-person;['isaac newton'];Isaac Newton esseva un physico, mathematico, astronomo, philosopho natural, alchimista, e theologo britannic qui es considerate como un del personas le plus influente in historia.
socially-constructed-person;['charles darwin', 'darwin'];Charles Darwin esseva un naturalista britannic.
socially-constructed-person;['joseph smith, jr.', 'joseph smith'];Joseph Smith junior nasceva le 23 decembre 1805 in Sharon, contato de Windsor, Vermont, Statos Unite de America, filio de Joseph e Lucy Mack Smith.
socially-constructed-person;['gautama buddha', 'buddha', 'gautama siddharta'];Gautama Buddha era un sacerdote indian qui viveva inter circa 563 aEC e 483 aEC. Nascite Siddhartha Gautama, ille deveniva plus tarde le Buddha
socially-constructed-person;['karl marx'];Karl Heinrich Marx esseva un intellectual e revolutionario german, fundator del doctrina communista moderne.
socially-constructed-person;['blaise pascal'];Blaise Pascal esseva un mathematico francese, physico, e un philosopho religiose.
socially-constructed-person;['johannes calvin', 'calvin', 'calvino', 'johan calvin'];Johannes Calvin esseva reformator francese del Ecclesia christian in le 16e seculo.
socially-constructed-person;['johannes kepler'];Johannes Kepler esseva un mathematico, astronomo, e astrologo german.
socially-constructed-person;['immanuel kant'];Immanuel Kant esseva un philosopho german.
socially-constructed-person;['heinrich rudolf hertz', 'heinrich hertz'];Heinrich Rudolf Hertz esseva un physico german e mechanico, supra ille le hertz, le unitate de frequentia del Systema International de Unitates, es nominate.
socially-constructed-person;['martin luther'];Martin Luther esseva un monacho, prestre catholic, theologo de Germania, qui esseva le figura principal de un movimento de reformation del christianitate in le 16te seculo cognoscite como le reformation protestante.
socially-constructed-person;['heimdal', 'heimdall'];Heimdal esseva in le mythologia nordic le guardiano del deos que nemo passava.
socially-constructed-person;['paedo alert news', 'pan: a magazine about boy-love'];Paedo Alert News esseva un revista international in anglese dirigite al pedophilos homosexual, publicate officialmente al Paises Basse inter 1979 e 1985 per le association Spartacus.
socially-constructed-person;['aphrodite'];Aphrodite es un dea grec etiam appellate Venus per le romanos.
socially-constructed-person;['venus', 'venere'];Venus o Venere esseva un major dea roman associate primarimente con le amor e beltate.
socially-constructed-person;['frigg'];Frigg es un dea central in le mythologia nordic.
