abstract-quality;['индивидуалдық'];Индивидуалдық - 1.
practice;['маккартизм'];Маккартизм XX ғ.
qualitative-role;['өсиеттік бас тарту'];Өсиеттік бас тарту
qualitative-role;['бид'];Бид (ағыл.
qualitative-role;['белемниттер'];Белемниттер
qualitative-role;['ажио', 'ágio'];Ажио(итал.
qualitative-role;['қаламақы'];Қаламақы (латын.
qualitative-role;['субсидия'];Субсидия (лат.
qualitative-role;['субвенция'];Субвенция
qualitative-role;['кепілпұл'];Кепілпұл (ағылш.
qualitative-role;['римесса'];Римесса (итал.
qualitative-role;['айып төлеу', 'тұрақсыздық айыбы'];Тұрақсыздық айыбы - өз міндеттемесін орындамаған жағдайда борышқордың несиегерге төлейтін ақша сомасы.
qualitative-role;['үстеме шығын'];Үстеме шығын - өндірісті ұйымдастырумен, басқарумен, оған қызмет көрсетумен байланысты шығын.
qualitative-role;['трансферт'];Трансферт, трансфер
qualitative-role;['қазындылар'];Қазындылар немесе Фоссилиялар
qualitative-role;['әдеби мотив'];Әдеби мотив – тақырыптық сарын, қалыптасқан дәстүрлі тақырыптық әуен оқиға желісіндегі кезең.
qualitative-role;['күнкөріс минимумы'];Күнкөріс минимумы - адамның тіршілік харекетін қолдау және оның жұмыс күшін қалпына келтіру үшін қажет ақшалай қаражаттың ең төмен деңгейі . оны анықтау әдістемесі бүкіл отбасының немесе бір қызметкердің шығыны мен табысының теңгерімі болып табылатын тұтыну бюджетін құрауға негізделеді.
qualitative-role;['грант'];Грант (ағылш.
qualitative-role;['алимент', 'алименттік міндеттемелер', 'әлеуметтік қатынастар және оның түрлері'];Алименттер
qualitative-role;['стипендия'];Стипендия - білім алушыларға тамағына, тұруына және оқу әдебиетін сатып алуына жұмсалатын шығындарды жабуға берілетін қаржы.
qualitative-role;['жер рентасы'];Жер рентасы — жерден түсетін тұрақты табыс.
qualitative-role;['роялти'];Роялти (ағылш.
qualitative-role;['салық ставкасы'];Салық мөлшерлемесі салық базасының өлшем бірлігіне салық есептеулерінің шамасын білдіреді.
qualitative-role;['сыйлық'];Сыйлық – тұрмыс салт-дәстүрі, құрмет көрсету, ол барлық халықтар арасында ертеден келе жатқан дәстүр.
qualitative-role;['баға', 'прейскурант'];Баға - адамның іс-әрекетінің әлеуметтік құбылыстарына, мінез-құлқына қатынас, олардың маңыздылығын, моральдың белгілі нормалары мен принциптеріне сәйкестігін анықтау.
qualitative-role;['валюталық курс', 'айырбастау бағамы', 'кросс-курс'];Айырбастау бағамы — шетел валютасына бейімделген сол елдің ақша бірлігінің бағасы, яғни бір мемлекеттің ақша бірлігі құнының екінші бір мемлекеттің ақша бірлігінің құны.
qualitative-role;['ең төмен жалақы'];Ең төмен жалақы – кез келген меншік нысанындағы кәсіпорындарда ең аз айлық мөлшерлеме немесе сағаттық ақы төлеу түріндегі еңбек ақының мемлекет ресми белгілеген ең төмен деңгейі. жалдаушы қызметкерге орындалған жұмыс үшін ақшалай немесе заттай төлейтін төлемдердің ең төмен деңгейін айқындайтын норматив.
qualitative-role;['шығын', 'шығыс', 'шығындар'];Шығын – кәсіпорынның шаруашылық қызмет барысында қаражатын азайтатын немесе міндеттемелерін көбейтетін жұмсаған немесе ұстаған шығыны, яғни есепті кезеңде азын-аулақ ақшалай қаражаттың жұмсалуы нысанына немесе активтердің тозуы мен істен шығуы немесе меншікті капиталдың азаюына апарып соқтыратын міндеттемелердің салдарынан пайда болады.
quality;['валенттілік'];Валенттілік, іліктілік
quality;['атомдық масса'];Атомдық масса - атомдық салмақ—химиялық элемент атомы массасының салыстырмалы бірлікпен көрсетілген орташа мәні.
quality;['атомдық масса'];Атомдық масса - атомдық салмақ—химиялық элемент атомы массасының салыстырмалы бірлікпен көрсетілген орташа мәні.
quality;['күрделі жиынды командалары бар компьютер', 'cisc'];Күрделі жиынды командалары бар компьютер — күрделі машиналық командаларды жүзеге асыратын процессор.
quality;['эем архитектурасы'];== ЭЕМ архитектурасы ==
quality;['генетикалық карта жасау'];Генетикалық карта жасау — тұтас геномның құрылысын анықтау.
quality;['асимметрия'];Асимметрия
quality;['сүйел'];Сүйел - тері қабатына шығатын, көбінесе жұқпалы болып келетін мүйізді қабықтармен жабдықталған эпидермалық қатерсіз өскіндер.
quality;['халықаралық жеке құқық'];Халықаралық сипатка ие азаматтық-құқықтық қатынастарды
quality;['мең, қал'];Мең, Қал — өзінің бітісі мен сыртқы көрінісі жағынан әр түрлі болып келетін тері ақауы.
quality;['индуизм', 'брахманизм', 'үндішілік'];Индуизм — әлемдегі ірі діндердің бірі.
quality;['тітіркенгіштік'];Тітіркенгіштік – тірі клеткалардың, тіндердің немесе тұтас организмнің ішкі және сыртқы тітіркендіргіштерге жауап қайтару қабілеттілігі. ортаның өзгерістеріне бейімделушілік процесі.
quality;['phd-доктор'];PhD-доктор
quality;['оптимизм'];Оптимизм - дүниеге үміт көзімен, сеніммен караушылық, үмітсіздіктен аулақ болушылык.
quality;['пессимизм'];Пессимизм -
quality;['йога', 'yóga'];Йога — психологиялық, рухани және физикалық практикаларды қамтитын, ежелгі Үндістанда пайда болған ұғым.
quality;['фальцет'];Фальцет (итал.
quality;['емдеу'];Емдеу, ем-дом - денсаулықты қалпына келтіру бағытында жүргізілетін, әр түрлі шаралардың жалпы атауы.
quality;['іскерлік басқару магистрі', 'master of business administration', 'mba'];Іскерлік басқару магистрі, MBA - менеджмент саласындағы академиялық дәреже.
quality;['ықтималдық', 'мүмкіндік'];Ықтималдық, математикада анықталған шарттарда саны шексіз рет қайталана алатын қандай да болмасын белгілі бір оқиғаның пайда болуының мүмкіндік дәрежесінің сандық сипаттамасы оқиғалардың тең мүмкіндігіне сүйенеді.
quality;['қарқындылық'];Қарқындылық
quality;['арақашықтық', 'ұзындық', 'ара қашықтық'];Арақашықтық
quality;['биметаллизм'];Биметаллизм - қос металды валюта: екі металл заңды төлем құралы болып саналатын ақша жүйесі, мұнда күміс пен алтын тең құқықпен айналысқа жіберіліп, жалпыға ортақ балам рөлін атқарады.
quality;['сұр', 'сұр түс'];Сұр - жылқының түсі.
quality;['харизма'];Харизма -
quality;['физикалық қасиеттер'];Физикалық қасиеттер — қорытпалардың құрамы мен құрылысына байланысты болады.
quality;['міңгірлеу, мұрнынан сөйлеу'];Міңгірлеу, мұрнынан сөйлеу — балалардың зиянды әдеттерінің бірі.
quality;['орташа жылдамдық'];Орташа жылдамдық -нүктенің қанадай да бір уақыт аралығында орташаланған қозғалыс жылдамдығы.
quality;['мистика'];Мистика (грек.
quality;['вера', 'дін', 'діншіл адам'];Вера (порт.
quality;['вера', 'дін', 'діншіл адам'];Дін
quality;['күлгін түс'];Күлгін түс — толқын ұзындықтары шамамен 380-440 нанометр болатын спектр түсінің диапазоны.
quality;['түс', 'рең', 'реңк'];Түс- бір жағынан көздің өз қасиеті, екінші жағынан көзге түскен жарық толқындарынан интенсивтіліктен және түрлі ұзындықтан тұратын көз сезімталдығы.
quality;['бақсылық', 'шаманизм', 'шамандық'];Бақсылық – шаманизм дінінің осы күнге дейін жеткен сарқыны.
quality;['ғылыми дәрежелер мен атақтар'];Ғылыми дәрежелер мен атақтар - жоғары білімді мамандарға берілетін, олардын ғылыми біліктілігін, ғылым, техника және мәдениет саласындаәы жетістіктерін анықтайтын.
quality;['идиосинкразия'];Идиосинкразия
quality;['нарциссизм'];Нарциссизм - өзін-өзі жақсы көру,өз мүддесін басқалардан жоғары қоюмен сипатталатын мінез-құлық ерекшелігі.
quality;['күш серпіні'];Күш серпіні - денелердің қарастырылып отырған уақыт ішінде материалдық нүктеге механикалық қозғалыс беруі.
quality;['қоңыр түс'];Қоңыр түс — спектральды түске жатпайтын, тек жасыл мен қызыл түстің немесе қызғылттың сұр немесе көкпен қосылысы, сары мен пурпурлы түстің қосындысы болып табылатын түс.
quality;['адвентизм'];Адвентизм
quality;['пұтқа табынушылық'];Пұтқа табынушылық - алғашқы қауымдық құрылыс кезінде - яғни тайпалық құрылыс пен оның ыдырауы кезінде - ұлттық-мемлекеттік діндердің пайда болуына дейін болған барлық сенімдер мен салттарды бейнелеу үшін моногеистік діндер өкілдерінің енгізген термині.
quality;['пайдакүнемдік', 'эгоцентризм'];Эгоцентризм
quality;['пайдакүнемдік', 'эгоцентризм'];Пайдакүнемдік – адамның жағымсыз мінез бітісі.
quality;['өтемділік коэффициенті', 'өтімділік'];Қысқа мерзімді міндеттемелерді төлеудегі борышкердің қабілетін көрсететін коэффициент.
quality;['монотеизм', 'біртәңірлік', 'бірқұдайлық'];Монотеизм - тек бір ғана Құдай - Аллаһ тағала бар екендігіне негізделген сенім. осы доктринаға негізделген сенімнің діни жүйелері.
quality;['политеизм', 'көптәңірлік', 'көпқұдайлық'];Политеизм — көп құдайға табынушылық.
quality;['анабаптистер'];Анабаптистер - [грек, "қайта батыру", екінші қайтара шоқындыру, басқа дінді қабылдаушылар] - XVI ғ.
quality;['руханият'];== Руханияттың қоғам дамуымен байланысты. ==
quality;['өзін-өзі басқару'];Өзін-өзі басқару
quality;['жалпы ұлттық өнім'];Жалпы Ұлттық Өнім – макроэкономикалық жиынтық көрсеткіш.
quality;['джайнизм'];Джайнизм - көне үнді философиясының Веда әдебиетіне сүйенбей дамыған ағымы.
quality;['теңсіздіктер'];Теңсіздіктер- сандарды салыстыруға арналған математиканың бір саласы.
quality;['патриотизм', 'ұлтшылдық'];Патриотизм - [грек, patris - отан, атамекен] - өзінің жеке және топтық мүдделерін жалпы елдің мүдделеріне бағындыратын, оған адал қызмет етіп, өз Отанын қорғауды мақсат тұтатын, Атамекеніне деген терең сүйіспеншілік сезімі.
quality;['шам'];Шам — жарық күші бірлігінің ескірген атауы.
quality;['өлшеу'];Өлшеу — арнайы техникалық құралдардың көмегімен тәжірибе арқылы физикалық шаманың мәнін табу процесі.
quality;['жалпы ішкі өнім', 'жан басына шаққандағы жіө', 'жіө', 'іжө', 'ішкі жалпы өнім'];Жалпы Ішкі Өнім, ЖІӨ
quality;['жеке өмірге қол сұқпаушылық'];Жеке өмірге қол сұқпаушылық
quality;['семіздік', 'семіру', 'толықтық', 'май басу'];Cеміру - Майдың организмде мөлшерден тыс жиналуы.
quality;['семіздік', 'семіру', 'толықтық', 'май басу'];Семіздік, май басу — ағзада артық майдың жиналуы, тері асты клетчаткасын, шарбыны, т.б.
quality;['судың лайлылығы'];Судың лайлығы— судағы жүзгін бөлшектерінің мөлшерін көрсететін шама.
quality;['адам бойы', 'сэнди аллен'];Адам бойы - ағзаның морфологиялық белгілерінің бірі.
quality;['докторантура'];Докторантура – жоғары оқу орындары мен ғылыми мекемелердің біліктілігі жоғары ғылыми және ғылыми-педагог кадрларды – ғылым докторларын даярлау бөлімі.
quality;['махаяна'];Махаяна — хинаянаның өте ертедегі буддизмінен біздің дәуіріміздің I—II ғасырларында бөлінген бағыт.
quality;['ph', 'сутектік көрсеткіш'];Индикатор деген – қышқылдар мен сілтілерде түсін өзгертетін зат.
quality;['атараксия', 'атаракция'];Атаракция
quality;['билік', 'басқару аппараты'];Билiк — қазақ халқының дәстүрлі санасында “ел басқару”, “өкім ету” сөздерімен мәндес ұғымды білдіреді.
quality;['шама'];Шама — мәні математиканың дамуына байланысты жалпыланып отырылған негізгі математикалық ұғымдардың бірі.
quality;['тұтқырлық', 'ортаның кедергісі'];Тұтқырлық – сұйықтар мен газдардың негізгі қасиеттерінің бірі.
quality;['аналогия'];Аналогия (гр.
quality;['заратуштрашылдық', 'зороастризм', 'зардұштшылық'];зороастризм — Заратуштра негізін салған ең көне діни және философиялық ілім.
quality;['оппортунизм'];Оппортунизм
quality;['термодинамикалық температура', 'абсолют температура', 'абсолюттік температура'];Абсолют Температура – абсолют нөлден бастап есептелетін температура.
quality;['полисемия', 'көп мағыналылық', 'көп мағыналы сөздер'];Полисемия
quality;['хромосомалар жиынтығы', 'кариотип'];Хромосомалар жиынтығы — организмнің әрбір жасушасы ядросындағы адам мен жануарлар түрлеріне ғана тән құрылыс белгілері болатын хромосомалар жиынтығы.
quality;['көк түс', 'көк'];Көк түс — толқын ұзындықтары шамамен 440-485 нанометр болатын спектр түсінің диапазоны.
quality;['коли-инкдекс', 'коли-нкдекс'];Коли-инкдекс - зерттелген материалдың сұйықтарының 1 литріне, ал қатты денелердің I кг- ына шаққандағы, айрықша ішек таяқшалары санымен сипатталатын, қоршаған орта нысандарының нәжістік ластану көрсеткіші.
quality;['фенотип'];Фенотип (грек.
quality;['температура'];Температура
quality;['дайындаманы шөктіру'];Дайындаманы шөктіру. шөгу — дайындаманың биіктігін кішірейтуге, ал диаметрін үлкейтуге қолданатын операция.
quality;['теизм'];Теизм – Құдайдың барлығы мен оның дүниеге, адамға қарым-қатынасын негіздеп түсіндіретін діни таным.
quality;['соққы тұтқырлық'];Соққы тұтқырлық- қатты дененің соққы жүктеме әсерінен деформациялануы және қирауы процесінде механикалық энергияны жұтуы.
quality;['синтоизм', 'синто'];Синтоизм
quality;['радиус'];Радиус
quality;['абсолюттік нөлдік температура', 'абсолют нөл', 'абсолюттік нөл'];Абсолюттік нөлдік температура, Кельвин шәкілі бойынша нөлге тең температура, мұндай температурада термодинамикалық жүйе ең төменгі энергияға ие болады.
quality;['жарықтандыру'];Жарықтандыру - бір жарықтандыру беті арқылы өтетін, люкспен өлшенетін сәуле ағыны.
quality;['дыбыс қарқындылығы', 'дыбыстың қаттылығы'];Дыбыс қарқындылығы — дыбыс толқынының таралу бағытына перпендикуляр орналасқан беттің бірлік ауданы арқылы бірлік уақыт ішінде дыбыс толқыны алып өтетін энергияның орташа мағынасы.
quality;['дыбыс қарқындылығы', 'дыбыстың қаттылығы'];Дыбыстың қаттылығы — дыбыстың қарқындылығына және жиілігіне қарай оның естілу сезімталдығының өзгеруі.
quality;['ислам', 'исләм', 'исламизм', 'ислам діні', 'мұсылмандық'];Ислам — әлемдік монотеисттік-ибраһимдік дін.
quality;['ислам', 'исләм', 'исламизм', 'ислам діні', 'мұсылмандық'];Исламизм - шарттарды тудыруды көздеген идеологиялық және тәжірбиелік әрекет.
quality;['яһудилық', 'яһудилік', 'иудаизм'];Яһуди діні немесе Иудаизм немесе Яһудилік
quality;['тектік түр'];Тектік түр - ағзаның тұқым куалаушылық негізі оның хромосомдарында жайылдырылмай шектелген тектер жиынтығы.
quality;['реверберация', 'жаңғырық'];Реверберация
quality;['ерік бостандығы'];Ерік бостандығы — адамның өз болмысын меңгеріп, ерік-жігері арқылы табиғи және әлеуметтік шектеулерді еңсеріп шыға алу қабілеті.
quality;['вето'];Вето (лат.
quality;['төзімділік'];Төзімділік — организмнің сыртқы ортадағы әртүрлі әсеріне төзімділігі.
quality;['нарықтық баға', 'нарық бағасы', 'нарықтық құн'];Нарықтық баға – нарық жағдаятының, сұраныс пен ұсыныс заңдарының, бәсекенің ықпалымен қалыптасатын еркін баға.
quality;['елуліктер'];Елуліктер - інжілге сенуші христиандар - қазіргі заман протестантизмінің ең динамикалық жан-жақтылық, апостолдарда Христостың 50-ші жексембілік күнінде қасиетті рухтың қалыптасқаны туралы библиялық тарихы болып табылатын діни ілім негізіндегі АҚШ-та XX ғасырдың басында туындаған діни секта.
quality;['гендер'];Гендер - 1.
quality;['масса', 'гравитациялық масса'];Масса – материяның инерциялық және гравитациялық қасиетін анықтайтын физикалық шама.
quality;['сығылу'];Сығылу - заттың біркелкі сыртқы қысым әсерінен көлемін өзгерту қасиеті.
quality;['амбидекстрия'];Амбидекстрия
quality;['жасыл түс'];Жасыл түс — үш негізгі түстердің бірі, жасыл түс деп толқын ұзындықтары шамамен 510-550 нанометр болатын спектр түсінің диапазонын санайды.
quality;['илемділік'];Илемділік
quality;['кеуектілік'];Кеуектiлiк -кристалдану кезінде пайда болатын және көп жағдайда тетікті ақаулы ететін құбылыс.Кеуектiлiк дайындама сапасын төмендетеді.
quality;['қаттылық'];1) Қаттылық (орыс.
quality;['шама'];Шама — мәні математиканың дамуына байланысты жалпыланып отырылған негізгі математикалық ұғымдардың бірі.
quality;['адгезия'];Адгезия (лат.
quality;['конгруэнттілік'];Конгруэнттілік - қарапайым геометриялық кесінділердің, бұрыштардың, үшбұрыштардың, басқа да пішіндердің және денелердің пара-парлығын өрнектеу үшін қолданылатын ғылыми атау.
quality;['шыншылдық'];Шыншылдық — құнды адами қасиет, шындықты айту, алдамау, растау қабылеті.
quality;['шексіздік'];Шексіздік-математиканың әр түрлі салаларында кездесетін түсінік, негізінде “шектілік” ұғымына қарама-қарсы ұғым.Шексіздік түсінігі аналитикалық геометрияда “меншіксіз” немесе шексіз алыста орналасқан элементтер теориясында, жиындар теориясы мен математикалық логикада “шексіз жиындарды” зерттегенде, т.б.
quality;['күрделілік'];Күрделілік — өңделетін мәліметтердің көлеміне байланысты осы алгоритм сипаттайтын программаның орындалу уақытына тәуелділікті анықтайтын алгоритм сипаттамасы.
quality;['жарықтық'];Жарықтық - жарық көзінің белгілi бip бағытта сәуле таратуымен сипатталатын жарық шамасы.
quality;['ықылас', 'ықыластану'];Ықылас
quality;['ерігіштік'];Ерігіштік — заттың белгілі бір еріткіште еру қабілеті.
quality;['гаджет'];Гаджет (ағыл.
quality;['гомогендік жүйе'];Гомогендік жүйе
quality;['альтруизм'];Альтруизм
quality;['ақ түс', 'ақ'];Ақ түс — қара мен сұр түс біріккен ахромативті түс.
quality;['қара түс'];Қара түс — денелердің жарықты көрінетін спектрдің кез келген нүктесінен түсірмейтін немесе тойтармайтын түстің аты. бұл түс жарықтың барлық түрлерін жұтып алады.
quality;['қызыл түс', 'қызыл'];Қызыл түс — толқын ұзындықтары шамамен 620-740 нанометр болатын спектр түсінің диапазоны.
quality;['сары түс'];Сары түс — толқын ұзындықтары шамамен 565-590 нанометр болатын спектр түсінің диапазоны.
quality;['түстер палитрасы'];Түстер палитрасы —
quality;['методизм', 'методистер'];Методизм, Англияда 18 ғасырда Джон Уэсли бастаған протестанттардың діни қозғалысы.
quality;['энтальпия'];Энтальпия
quality;['христиан діні', 'христиандық', 'мәсіхшілік', 'христианство', 'христиандар'];Христиан діні
quality;['кюри температурасы'];Кюри температурасы - екінші текті фазалық өту температурасының жалпы аты.
quality;['қайнау температурасы'];Қайнау температурасы-сұйык күйден буға фазалык өту кезіндегі сұйыктың температурасы.
quality;['шық нүктесі'];Шық нүктесі – тұрақты температурада және ылғалдылықтың белгілі бір мөлшерінде ауадағы су буының қанығу күйіне жететін температурасы.
quality;['балқу температурасы', 'eру нүктесі'];Балқу температурасы — кристалдық күйден сұйык күйге фазалық өту болатын температура.
quality;['серпімділік'];Серпімділік -материалдың серпімділік деформаңиясынан деформациялану қасиеті. дененің жүктеме күштер мен әсерлердің ықпалынан ішкі күштер туындауына байланысты деформациялану және оны қоздырған жүктеме күштері мен әсерлердің әрекеті тоқтағаннан соң өзінің бастапқы пішіні мен көлемін немесе тек көлемін толық қалпына келтіру қасиеті..дененің өлшемдері мен пішінін сыртқы күш әсерін алып тастағаннан кейін қайтадан қалпына келтіре алу қабілеті
quality;['протестантизм', 'протестанттар'];Протестантизм
quality;['кальвинизм'];Кальвинизм - 16 ғ.
quality;['әзіл', 'қалжың'];Әзіл — бір адамның екінші адамды ұялту, сөзге тоқтату үшін айтатын ұрымтал да астарлы, көңілді де күлкілі пікірі.
quality;['аскетизм', 'аскеза', 'аскеттік'];Аскетизм (гр.
quality;['қорқақтық', 'қорқақ'];Қорқақтық — адамның белгілі бір жағдайларда қорқыныш немесе қандай да бір фобия себепті белгілі бір іс-əрекетті орындаудан бас тартуымен сипатталатын мінез-құлқы.
quality;['тәртіп'];Тәртіп (лат.
quality;['кернеулік'];Кернеулік
quality;['салмақ'];Салмақ — Жер бетіне жақын тұрған денеге әсер ететін ауырлық күшінің сандық шамасы: P=mg, мұндағы m — дене массасы, g — еркін түсу үдеуі.
quality;['иризация'];Иризация-кейбір минералдардың тегіс тастардың шағылысуымен, әсіресе оны жылытатуында пайда болатын түрлі түсті жарқырауы, оптикалық эффекті.
quality;['авиациялық баллистикалық ракета', 'баллистикалық ракета'];Авиациялық баллистикалық ракета — тасығыш-ұшақтан жіберілетін, жер үсті және су үсті нысаналарын жоюға арналған "Әуе — Жер" класты баллистикалық ракета.
quality;['қызуқандылық', 'temperament'];Қызуқандылық
region;['гектар', 'га'];Гектар(грек.
region;['эфемеридтік уақыт', 'эфремеридтік уақыт'];Эфемеридтік уақыт – астрономиялық эфемеридтер құрастырылатын бірқалыпты өтетін уақыт.
region;['бод'];Бод — байланыс арналарындағы ақпарат жеткізу жылдамдығының өлшем бірлігі. бір секундта жөнелтілетін сигналдық элементтер мөлшерімен анықталады.
region;['санау жүйесінің негізі'];’’’Санау жүйесінің негізі ’’’ —
region;['барн', 'barn'];Барн (ағылш.
region;['юнг модулі', 'серпімділік модулі'];Юнг модулі немесе серпімділік модулі - Материалдағы механикалық кернеудің зат тегіне және сыртқы шарттарға тәуелділігін сипаттайтын шама.
region;['секунд'];Секунд — (лат.
region;['цзяо'];Цзяо — Қытай халық республикасының банкнотасы Цзяо—10 фынямға немесе 10 юан жень миньбиға тең.
region;['килобайт', 'кибибайт'];Килобайт (КБ) (ағылш.
region;['фунт'];Фунт (лат.
region;['шаршы метр'];Шаршы метр - SI жүйесіндегі қабырғалары бір метрге тең болатын шаршының көлемі.
region;['пуаз', 'poise'];Пуаз = тұтқырлықтың өлшем бірлігі.
region;['өлшем бірліктерінің халықаралық жүйесі', 'халықаралық бірліктер жүйесі', 'si', 'бірліктердің халықаралық жүйесі', 'си', 'халықаралық өлшем бірлігі жүйесі', 'халықаралық өлшем бірліктері жүйесі', 'хбж', 'өбхж'];Халықаралық бірліктер жүйесі
region;['бірліктер жүйесі'];Бірліктер жүйесі – физикалық шамалардың негізгі бірліктерінің кейбірін ғана қамтитын, ал қалған өлшеу бірліктері сол негізгі бірліктердің туындысы ретінде анықталатын жүйе. физикалық теориялардың негізінде құралған, физикалық шамалардың табиғатта болатын өзара байланысын көрсететін, физикалық шамалардың қандай да бір жүйесінің негізгі және туынды бірліктерінің жиынтығы.
region;['фут'];ФУТ (ағылш.
region;['балық сүбесі'];Балық сүбесі — терісінен, сүйектері мен қылтанақтарынан тазартылған балық еті.
region;['0', 'нөл', 'ноль'];0 - теріс сандар менен оң сандар арасындағы, және оларды тең бөлуші сан.
region;['литр', 'l'];Литр
region;['нанометр'];Нанометр (грек.
region;['микрометр'];Микрометр – бұрама - гайка микрожұбы арқылы бұрыштық өзгерістерді сызықтық шамаларға өзгертуге арналған өлшеуіш аспап.
region;['ферми'];— ұзындықтың жүйеден тыс көне бірлігі.
region;['ангстрем', 'angstrom'];Ангстрем — микроморфологияда қолданылатын ұзындық өлшемі.
region;['миллиметр'];Миллиме́тр — ұзындық өлшем бірлігі, метрдің 1/1000 бөлігіне тең.
region;['декаметр'];Декаметр — ұзындық өлшем бірлігі, 10 метрге тең.
region;['децилитр'];Децилитр - 1 литрдің оннан бір бөлігі.
region;['грамм', 'g'];Грамм
region;['валюта', 'ұлттық ақша', 'ұлттық валюта', 'ұлттық пұл'];Валюта(итал.
region;['бариондық заряд'];Бариондық заряд, бариондық сан — бариондар үшін нөлден өзгеше, ал қалған барлық бөлшектер үшін нөлге тең болатын элементар бөлшектердің ішкі сипаттамаларының бірі.
region;['жорамал сан', 'комплекс сан', 'кешен сан', 'жорамал бірлік', 'жорамал бөлім', 'кешен санның аргументі', 'кешен санның модулі', 'комплекс сандар', 'комплекс санның аргументі'];Комплекс сандар -
region;['квадраттық түбір'];== Нақты сандар == Барлық рационал және иррационал сандар нақты сандар жиынын құрайды.
region;['түбір', 'түбір табу'];Түбір – дәрежеге шығаруға кері алгебралық амал.
region;['абсолютті шама', 'абсолют шама'];Абсолютті шама, немесе модуль —
region;['бірмезгілділік'];Бірмезгілділік — кеңістіктері бірінен-бірі алшақ оқиғалардың уақыт жағынан тұстастығы.
region;['ондық бөлшек'];Ондық бөлшек– бөлімі 10 санының бүтін дәрежесі болатын бөлшек.
region;['скаляр көбейтінді'];a
region;['рабайсыз сан', 'иррационал сан'];Иррационал́ сан — рационал емес нақты сан.
region;['пуд', 'пұт'];Пуд - өлшеулердің метрлік жүйесі енгенге дейін Ресейде қолданылған масса мен салмақтың көне өлшемі.
region;['байт'];Байт (Б) (ағылш.
region;['троя унциясы'];Троя унциясы – атау Франциядағы Труасының қаласынан болады.
region;['парсек'];Парсек – астрономияда қолданылатын қашықтықтың өлшем бірлігі.
region;['ампер-сағат'];Ампер-сағат – шамасы 3600 Кл-ға тең электр мөлшерінің жүйеден тыс өлшеу бірлігі.
region;['ватт-секунд'];Ватт-Секунд - қуаты 1 Вт электр тогының 1 секундтағы жұмысына тең өлшем бірлігі.
region;['киловатт-сағат'];Киловатт-сағат
region;['киловатт-сағат'];Киловатт-сағат
region;['электронвольт'];Электронвольт – энергияның жүйеден тыс бірлігі.
region;['стен'];СТЕН
region;['ауырлық күші'];Ауырлық күші — жер бетіне жақын орналасқан кез келген материялық бөлшекке әсер ететін күш . Жердің айналуымен шартталған центрден тепкіш инерция күші мен дененің Жермен гравитациялық әсерлесуінің қорытқы күші.
region;['ньютон', 'n', 'newton'];Ньютон — Халықаралық бірліктер жүйесіндегі күш өлшем бірлігі.
region;['люкс', 'lux'];Люкс, лк, lx — бірліктердің халықаралық жүйесіндег жарықталынудың өлшем бірлігі.
region;['дюйм'];Дюйм
region;['сүйем'];Сүйем Бас бармақ пен сұқ қол аралығымен өлшенетін мөлшер осылай аталады.
region;['миля'];Миля(ағылш.
region;['фурлонг', 'furlong'];(ағыл.
region;['ярд'];- ұзындықтың британдық бірлігі 1 ярд = 3 фут = 36 дюйм = 0,9144 м.
region;['астрономиялық бірлік'];Астрономиялық бірлік
region;['теңіз милясы', 'түйін', 'узел'];Түйін (ағылш.
region;['теңіз милясы', 'түйін', 'узел'];Теңіз милясы теңіздегі қашықтықты өлшеуде қолданылатын ұзындық әлшемі.
region;['гаусс', 'gauss'];Гаусс — магнит индукциясының бірліктердің халықаралық жүйесі мен бірліктердің СГСМ жүйесіндегі бірлігі.
region;['тесла', 'tesla'];Тесла
region;['ампер-орам'];Ампер-орам — магнит қозғаушы күшінің ескірген өлшем бірлігі. ол электр тогы өтетін орамның орам саны мен сол орам арқылы өтетін ток күшінің көбейтіндісіне тең.
region;['сон', 'sone'];Сон - дыбыс қаттылығының шартты шкаласының бірлігі.
region;['вольт'];Вольт — электр тоғының кернеуін, потенциалдар айырмасын анықтайтын халықаралық өлшем.
region;['ватт'];Ватт – қуат бірліктерінің халықаралық жүйесіндегі әмбебап өлшем бірлігі.
region;['ат күші'];Ат күші немесе а.к.
region;['торр'];Торр – қысымның жүйеден тыс бірлігі.
region;['паскаль', 'pa'];Паскаль — бірліктердің Халықаралық жүйесіндегі қысымның, механикалық кернеудің бірлігі.
region;['атмосфера', 'атмосфералық қысым'];Басқа мағыналар үшін Атмосфера деген бетті қараңыз.
region;['минут'];МИНУТ — жазық бұрыштардың
region;['тонна', 'gg', 'kt', 'mg', 't'];Тонна (фр.
region;['машиналық сөз'];Машиналық сөз — 1команда
region;['жай сан'];Жай сан — 1-ден үлкен, бірақ 1 мен өзінен басқа сандарға бөлінбейтін, бүтін оң сан.
region;['трансцендент сан'];Трансцендент сан - коэффициенттері бүтін сан болатын бірде бір көпмүшеліктің түбірі болмайтын сан.
region;['бірлік'];Бiрлік — бір заттың белгіленген метрологиялық мөлшері. өлшем бiрлiктерiн физикаға және техникада өлшеу нәтижелердi стандартты ұсыныс үшiн қолданылады.
region;['бүтін сан'];БҮТІН САН — натурал сандардың айырымы түрінде өрнектеуге болатын сан.
region;['баррель'];Баррель – көлемнің ағылшындық өлшем жүйесіндегі бірлігі.
region;['нақты сан', 'заттық сан'];Нақты сан – кез келген оң, теріс және нөл сандары.
