abstract-quality;['personalidade', 'personalidades', 'pessoa', 'temperamento'];Sentir e agir
situation;['síndrome', 'síndroma', 'síndromes'];Com os seguintes sinais e sintomas: ansiedade, irritabilidade, perda de memória, cansaço e desânimo, labilidade emocional, baixa auto-estima, depressão, delírios, alucinações, etc..
situation;['fome', 'sede'];A sensação fisiológica pela qual um corpo percebe que necessita de alimento para manter suas atividades inerentes à vida
situation;['sede'];Sensação referente à necessidade de água de um determinado organismo.
situation;['anorexia', 'perda de apetite', 'hiporexia', 'inapetência', 'perda do apetite'];A sensação de apetite diminuída
situation;['palavras cruzadas', 'cruciverbalismo', 'cruciverbalista', 'cruzadinha', 'cruzadismo', 'cruzadista', 'palavras-cruzadas', 'palavrascruzadas'];Um passatempo tradicionalmente praticado sobre papel, recentemente também com versões digitais em computador.
situation;['palpitação', 'palpitações'];Que habitualmente não se sente.
situation;['sono rem', 'rem', 'sono paradoxal', 'estágio rem', 'movimento rápido dos olhos', 'movimentos rápidos dos olhos', 'r.e.m.', 'rapid eye movement', 'rapid eyes movement', 'o sono rem', 'sono do movimento rápido dos olhos'];Estágio do sono
situation;['sono sem movimento rápido dos olhos', 'non-rapid eye movement sleep', 'não-rem', 'sono não-rem', 'movimento dos olhos não-rápido', 'movimento não-rápido dos olhos', 'non-rapid eye movement', 'sono nrem', 'movimento dos olhos nonrapid', 'nrem', 'sono do movimento nonrapid olho', 'sono ortodoxo'];Um dos estágios do sono que está em contraposição ao sono REM.
situation;['efeito colateral', 'efeito secundário', 'efeitos colaterais', 'efeito lateral'];Efeito diferente do esperado
situation;['senha', 'palavra-passe', 'contra-senha', 'código secreto', 'palavra passe', 'password', 'palavras-passe', 'palavras-passes', 'senha compartilhada', 'palavra', 'senhas'];Ou palavra-chave
situation;['doença de crohn', 'enterite regional', 'a doença de crohn', 'ileíte regional'];Doença crónica inflamatória intestinal.
situation;['gagueira', 'disfemia', 'gaguejo', 'disfluente', 'disfluência', 'gaguez', 'origem brinquedos', 'tartamudez', 'gaguejar'];Alguém ou alguma coisa que sofre de disfemia, conhecida popularmente como
situation;['aterosclerose', 'doença arterial coronariana', 'aterosclerose coronariana', 'ateroesclerose', 'ateromatose da aorta', 'aterosclerose coronária', 'doença coronária', 'doenças das coronárias', 'isquemia miocárdica', 'aterosclerótica', 'a doença arterial coronária', 'doença coronariana', 'doença isquêmica do coração', 'isquemia do miocárdio', 'placas ateroscleróticas'];Doença inflamatória dos vasos sanguíneos.
situation;['borboleta', 'nado borboleta', 'estilo borboleta', 'mariposa', 'nado mariposa', 'borboletas'];Um estilo de natação, também conhecido por mariposa
situation;['estelionato', 'fraude', 'estelionatário', 'vigarista', 'vigaristas', 'bunco', 'conto do vigário', 'enganar', 'farsa', 'golpe confiança', 'golpes', 'homens con', 'jogo bunko', 'jogo con', 'jogo confiança', 'jogo da confiança', 'jogo de azar', 'malandro confiança', 'marca', 'mistificar', 'truques de confiança'];O art. 171
situation;['tensão pré-menstrual', 'síndrome de tensão pré-menstrual', 'síndrome pré-menstrual', 'tpm', 'pms', 'síndrome de estresse pré-menstrual'];Um sintoma físico feminino.
situation;['catalepsia patológica', 'catalepsia'];Uma doença rara
situation;['tempestade', 'vendaval', 'tormenta', 'borrasca', 'intempérie', 'danos causados por tempestades', 'tempestades', 'aguaceiro', 'temporal', 'trovoadas', 'tempestade de vento', 'violenta tempestade'];O fenômeno atmosférico
situation;['erro', 'falta', 'argolada', 'asneira', 'asneirada', 'burrice', 'cabeçada', 'claudicação', 'crime', 'defeito', 'disparate', 'escapadela', 'escorregadela', 'ilusão', 'incorreção', 'inexatidão', 'mal', 'mácula', 'negrura', 'pecado', 'pecha', 'problema', 'queda', 'solecismo', 'tolice', 'culpa', 'engano', 'equívoco', 'falha', 'gafe'];O equivalente a "burrada".
situation;['parada cardiorrespiratória', 'parada cardíaca', 'assistolia', 'paragem cardíaca', 'paragem cardio-respiratória', 'paragem cardiorrespiratória', 'parada cardiaca', 'parada cardiorespiratória', 'parada cardíaca súbita'];Interrupção súbita da atividade eficaz do coração.
situation;['alfabeto fonético', 'alfabeto radiotelefônico', 'alfabeto de soletração', 'alfabeto dos aeronautas', 'alfabeto internacional', 'alfabeto radiotelefónico', 'alfabeto de rádio', 'alfabeto som'];Utilizado sobretudo na comunicação falada, especialmente por rádio ou telefone, para soletrar palavras.
situation;['ok', 'certo', 'tudo bem', 'o.k.', 'origem da sigla ok', 'aprovação', 'aprove', 'muito bem'];Expressão idiomática inglesa
situation;['dow jones industrial average', 'índice dow jones', 'dow jones & company', 'dow-jones industrial average', 'dow jones'];Um índex do mercado de ações
situation;['hordéolo', 'terçol', 'tersol', 'treçolho', 'chiqueiro', 'infecção ocular'];Um pequeno abcesso que ocorre na borda das pálpebras causado pela inflamação de glândulas sebáceas, mais conhecido como terçol.
situation;['vôo', 'voo', 'esvoejar', 'voar', 'aviação', 'voador'];Acto ou efeito de voar
situation;['banco de dados', 'base de dados', 'bancos de dados', 'bases de dados', 'armazenamento de dados', 'banco de dado', 'banco de dados orientado a objeto', 'sistemas de banco dados', 'software dados', 'software de banco dados'];Que em gíria informática se abrevia com BD
situation;['safári', 'safari', 'safáris', 'expedição de caça', 'safaris'];Uma expedição na África.
situation;['torcicolo'];Contração muscular
situation;['púrpura', 'peliose', 'purpúricas'];Descolorações vermelhas ou arroxeadas na pele
situation;['profanação', 'sacrilégio', 'blasfémia', 'impiedade', 'sacrílego', 'blasfêmia', 'um sacrilégio'];Acto de retirar a algo o seu carácter sagrado.
situation;['diabetes insípida', 'diabetes insipidus', 'diabetes insípido', 'diabetes insípido nefrogênico'];Uma forma de diabetes.
situation;['asa-delta', 'asa delta', 'asas-delta', 'hanggliding'];Um tipo de planador individual.
situation;['axioma', 'axiomas', 'postulados', 'afirmação', 'postulado', 'axiomática'];Matemática e lógica
situation;['axioma', 'axiomas', 'postulados', 'afirmação', 'postulado', 'axiomática'];Matemática e lógica
situation;['constituição', 'lei orgânica', 'lei suprema', 'constitucional', 'constituição federal', 'lei fundamental', 'lei maior', 'carta da república', 'carta mãe', 'carta política', 'constituição da república', 'lei das leis', 'normas constitucionais', 'princípios constitucionais', 'texto constitucional', 'texto magno', 'constituição codificada', 'constituição escrita', 'constituições', 'estatuto orgânico', 'governo constitucional'];O conjunto de normas supremas do ordenamento jurídico de um país
situation;['chuva ácida', 'chuvas ácidas', 'precipitação ácida', 'chuva acida'];Precipitação pluviométrica com acidez substancialmente maior do que o normal
situation;['insuficiência renal aguda', 'envenenamento urêmico', 'lesão renal aguda'];Uma doença
situation;['aborto habitual', 'aborto de repetição', 'aborto recorrente', 'perda gestacional recorrente', 'abortos recorrentes'];Interrupção involuntária que ocorre com frequência
situation;['delírio', 'delirium'];Resultado de álcool, drogas, venenos ou doenças.
situation;['arrependimento', 'mágoa', 'pesar', 'remorso', 'terpena', 'tristeza', 'lamentar', 'ruefulness'];Pela pessoa ter feito uma "burrada".
situation;['citação', 'o serviço de processo', 'servidor processo'];Notificação ao réu de que lhe está a ser movido um processo
situation;['viagem', 'deslocamento', 'deslocação', 'luxação', 'viagens', 'viajar', 'viajante', 'viagem internacional', 'travessia'];Deslocamento de pessoas
situation;['salvamento', 'blown save'];Conceito próprio do desporto beisebol
situation;['alfabeto árabe', 'alfabeto arábico', 'alifato', 'escrita árabe'];Escrita árabe.
situation;['tempo', 'clima', 'estado atmosférico', 'fenómeno climático', 'fenômeno climático', 'fenômenos climáticos', 'tempo atmosférico', 'tempo climático', 'tempo meteorológico', 'condições meteorológicas', 'fenómenos meteorológicos', 'vento', 'condição atmosférica', 'condição de tempo', 'condições climáticas'];Uma designação comum para o conjunto de fenômenos meteorológicos em uma determinada região e em um determinado período
situation;['ira', 'raiva', 'cólera', 'angriness', 'irritado'];Sentimento humano
situation;['mercado', 'regulação de mercado', 'mercado temporal', 'mercado global', 'mercados'];Mecanismo de realização de trocas
situation;['esclerose lateral amiotrófica', 'doença de lou gehrig', 'doença de charcot', 'esclerose amiotrófica lateral', 'als', 'doença de gehrig', 'doença do neurônio motor'];Doença neurodegenerativa também chamada de doença de Charcot.
situation;['apneia', 'apnéia', 'de apneia'];Suspensão voluntária ou involuntária da respiração.
situation;['lupus vulgaris', 'lúpus vulgar'];A forma mais comum de tuberculose cutânea.
social-relationship;['competição', 'competição x cooperação', 'competições'];Rótulo de recorde, neutro no contexto da competição em causa.
social-relationship;['política', 'políticas', 'politicamente', 'questão política', 'relação política', 'vida pública'];Em princípio, a qualquer das unidades do pacto maior, federativo ou outro qualquer.
social-relationship;['parentesco', 'relação', 'relacionamento', 'parentalha', 'parente', 'parentela', 'bisavós', 'bisneta', 'bisneto', 'concunhada', 'cunhada', 'enteada', 'enteado', 'genro', 'nora', 'parentes', 'pentaneta', 'pentaneto', 'pentavó', 'pentavô', 'prima-sobrinha', 'prima-sobrinha-neta', 'prima-tia', 'prima-tia-avó', 'prima segunda', 'primo-sobrinho', 'primo-sobrinho-neto', 'primo-tio', 'primo-tio-avô', 'primo segundo', 'sobrinha-bisneta', 'sobrinha-neta', 'sobrinha-trineta', 'sobrinho-bisneto', 'sobrinho-neto', 'sobrinho-trineto', 'sogro', 'tetraneta', 'tetraneto', 'tetravó', 'tetravô', 'tia-avó', 'tia-bisavó', 'tia-trisavó', 'tio', 'tio-avô', 'tio-bisavô', 'tio-trisavô', 'trineta', 'trineto', 'trisavó', 'trisavô', 'grupo de descendência', 'parentesco e descendência', 'parentesco e descida', 'relacionamento familiar'];Esposa do filho
social-role;['caixa dois', 'caixa 2', 'verba para suborno'];Recursos financeiros não contabilizados e não declarados.
social-role;['fundo de pensão', 'fundos de pensão', 'fundo de previdência', 'fundo previdenciário', 'previdência fechada', 'fundo de pensões'];Plano, fundo ou esquema que proporciona renda de aposentadoria
social-role;['nota', 'papel-moeda', 'bilhete', 'greenbacks', 'conta', 'promissória', 'cédula', 'em espécie', 'moeda-papel', 'papel moeda', 'nota bancária', 'nota de banco', 'dólar', 'nota de dinheiro', 'banco conta', 'de notas', 'nota da reserva federal', 'nota do governo', 'notas', 'notas de banco', 'projeto de lei do banqueiro'];Dinheiro em sua forma impressa
social-role;['capital', 'fundo de maneio', 'capital real', 'capitais', 'capital de giro', 'capital de investimento', 'capital estrangeiro', 'capital financeiro'];Bens duráveis já produzidos e usados na produção de mercadorias ou serviços
social-role;['caixa', 'dinheiro', 'numerário', 'dinheiro vivo', 'dinheiro em espécie', 'cache', 'em espécie'];Conta que indica o valor de recursos disponíveis para movimentação.
socially-constructed-person;['francisco de assis', 'são francisco de assis', 'chamados divinos de são francisco', 'francesco bernardone', 'franciscanismo', 'giovanni di pietro di bernardone', 's. francisco', 's. francisco de assis', 'giovanni di bernardone'];Santo católico
socially-constructed-person;['henrique iv de inglaterra', 'henry bolingbroke', 'henrique bolingbroke', 'henrique de bolingbroke', 'henrique iv da inglaterra', 'henry iv de inglaterra', 'bolingbroke'];Rei da Inglaterra.
socially-constructed-person;['henrique v de inglaterra', 'henrique de monmouth', 'henrique v da inglaterra', 'henrique iii da aquitânia', 'henrique v'];Pertencente à Casa de Lencastre.
socially-constructed-person;['catarina de aragão', 'catherine of aragon'];Foi a primeira rainha consorte de Henrique VIII de Inglaterra.
socially-constructed-person;['papa gregório xiii', 'gregório xiii', 'ugo boncompagni', 'ugo buoncompagni'];A quem devemos o calendário Gregoriano.
socially-constructed-person;['luís xiii de frança', 'louis xiii de frança', 'luis xiii', 'luís ii de navarra', 'luís xiii', 'luís xiii da frança', 'louis xiii'];O Justo
socially-constructed-person;['luís xiv de frança', 'rei-sol', 'rei sol', 'luís xiv', 'louis xiv', 'louis xiv da frança', 'louis xiv de frança', 'luis xiv', 'luis xiv, rei de frança', 'luis xiv da frança', 'luiz xiv', 'luís xiv da frança', 'luís xiv de bourbon', 'rei luis xiv da frança', 'louis, o grande'];O Rei-Sol
socially-constructed-person;['johann sebastian bach', 'bach', 'j. s. bach', 'j.s. bach', 'johan sebastian bach', 'joão-sebastião bach', 'joão sebastião bach'];Compositor e organista alemão
socially-constructed-person;['johann wolfgang von goethe', 'goethe', 'göethe', 'johann wolfgang goethe', 'johann von goethe'];Escritor romântico alemão
socially-constructed-person;['noah webster'];Lexicógrafo americano escritor do Dicionário Webster da Língua Inglesa.
socially-constructed-person;['simón bolívar', 'simon bolivar', 'josé antonio de la santíssima trinidad simón bolívar y palacios', 'simon bolívar', 'simão bolivar', 'simão bolívar', 'simón bolivar', 'simón bolívar palacios'];Líder político sul-americano
socially-constructed-person;['victor hugo', '2106 hugo', 'victor-marie hugo', 'vitor hugo', 'hugo'];Escritor e poeta francês.
socially-constructed-person;['otto von bismarck', 'bismarck', 'bismarquiana', 'otto eduard leopold von bismarck-schönhausen', 'chanceler de ferro', 'encouraçado alemão bismarck', 'otto von bismark', 'prince otto eduard leopold von bismarck', 'príncipe otto von bismarck', 'von bismarck'];Principal responsável pela unificação alemã
socially-constructed-person;['dante gabriel rossetti', 'rossetti', 'gabriel charles dante rossetti'];Ilustrador e pintor inglês.
socially-constructed-person;['charles sanders peirce', 'charles peirce', 'charles s. peirce', 'peirce', 'c. s. peirce'];Filósofo, cientista e matemático norte-americano.
socially-constructed-person;['émile zola', 'emile zola', 'zola'];Romancista francês criador do Naturalismo
socially-constructed-person;['alexander graham bell', 'alexander bell', 'alexandre graham bell', 'graham bell', 'sino', 'sinos'];Considerado responsável pela invenção do telefone
socially-constructed-person;['arthur conan doyle', 'conan doyle', 'sir arthur conan doyle', 'bibliografia de arthur conan doyle', 'arthur ignatius conan doyle', 'sir arthur connan doyle', 'a. conan doyle'];Escritor britânico
socially-constructed-person;['winston churchill', 'churchill', 'winston leonard spencer churchill', 'winston spencer-churchill', 'wiston churchill', 'sir winston leonard spencer churchill', 'winston s. churchill'];Estadista britânico
socially-constructed-person;['erwin schrödinger', 'erwin schrodinger', 'erwin rudolf josef alexander schrodinger', 'erwin rudolf josef alexander schrödinger', 'erwin schroedinger', 'schroedinger', 'schrödinger', 'schrodinger'];Físico austríaco
socially-constructed-person;['indira gandhi', 'indira nehru gandhi', 'sra. gandhi'];Primeira-ministra indiana.
socially-constructed-person;['ptolemeu', 'cláudio ptolomeu', 'ptolomeu', 'claudius ptolemaeus', 'claudius ptolemeu', 'claudius ptolomaeus', 'cláudio ptolemeu', 'cláudio ptolomeo', 'claudius ptolomeu', 'ptolemaica'];Astrónomo grego do século II
socially-constructed-person;['alexandre, o grande', 'alexandre magno', 'alexandre o grande', 'alexandre da macedónia', 'alexandre da macedônia', 'alexandre iii da macedónia', 'alexandre iii da macedônia', 'alexandre o magno', 'alexandrino', 'alexandro magno', 'alexandro o grande', 'guerras de alexandre o grande', 'alexandre'];Rejeitando a oferta de Dario de fazer a paz em troca de metade do reino de Dario. As instruções de Alexandre eram para Tersipo entregar a carta e não fazer nenhuma negociação. A resposta de Alexandre foi que Dario deveria se entregar, e que ele seria poupado, e receberia de volta sua mãe, esposa e filhos, que Alexandre havia capturado.
socially-constructed-person;['carlos magno', 'carlomagno', 'carlos, o grande', 'carlos i, o grande', 'carlos i da germânia', 'carlos i de frança', 'carolus magnus', 'carolíngeo', 'karl der große', 'carolus'];Rei dos francos e imperador do Ocidente.
socially-constructed-person;['arianos', 'ariano', 'povo ariano', 'povos arianos', 'árias', 'povo árico', 'áricos', 'ariana', 'arya'];Grupo étnico
socially-constructed-person;['tiamat', 'tiamate'];Uma divindade suméria.
socially-constructed-person;['genebra', 'guinevere', 'rainha genebra', 'genevra', 'ginebra', 'guenevere'];Rainha do Rei Artur.
socially-constructed-person;['chanceler'];A qual combina os movimentos da torre e do cavalo.
socially-constructed-person;['séneca', 'lucius annaeus seneca', 'seneca', 'séneca o jovem', 'sêneca', 'sêneca, o jovem', 'diálogos de séneca', 'lúcio aneu sêneca', 'lúcio ânio sêneca', 'sêneca, o moço'];Conhecido como Séneca, o novo.
socially-constructed-person;['papa gregório i', 'gregório, o grande', 'gregório i', 'gregório magno', 'papa gregório, o grande', 'papa gregório i, o grande', 'papa gregório magno', 'papa gregório o grande', 'são gregório, o grande', 'são gregório i', 'são gregório magno', 'são gregório o grande', 'gregório, o dialogador', 'papa são gregório i', 'papa são gregório magno', 'são gregório, o dialogador', 'são gregório i, o.s.b.', 'são gregório mag\xadn'];A quem o canto Gregoriano é nomeado. É geralmente o "Gregório" citado na língua porguesa quando nenhuma outra indicação aparece.
socially-constructed-person;['vampiro', 'lâmia', 'lamia', 'vampiros', 'folclore vampírico', 'lamias', 'lâmias', 'vampirismo', 'vampiros mitológicos', 'vampírico', 'vampira'];Para o vampirismo tradicional.
socially-constructed-person;['vampiro', 'lâmia', 'lamia', 'vampiros', 'folclore vampírico', 'lamias', 'lâmias', 'vampirismo', 'vampiros mitológicos', 'vampírico', 'vampira'];Um personagem da mitologia grega
socially-constructed-person;['elfo', 'gremlin', 'brownie', 'duende', 'imp', 'diabrete', 'elfos', 'elfa', 'gremlins', 'impish', 'impishly', 'impishness', 'imps', 'ympe', 'silfo', 'demônio'];Ser mitológico
socially-constructed-person;['plêiades', 'plêiade'];Filhas de Atlas e Pleione
socially-constructed-person;['proteu', 'proteos'];Uma entidade marinha da mitologia grega.
socially-constructed-person;['eros', 'cupido'];Deus da mitologia grega.
socially-constructed-person;['deméter', 'demeter', 'demetra', 'démeter'];Equivalente à romana Ceres
socially-constructed-person;['gaia', 'gaea', 'géia'];Mãe natureza
socially-constructed-person;['atena', 'palas atena', 'palas atenas', 'palas atená', 'atena partenos', 'deusa da sabedoria', 'pallas atena', 'atena nike', 'pallas athena'];Uma deusa grega.
socially-constructed-person;['hermes'];O mesmo que Mercúrio, deus da medicina.
socially-constructed-person;['erato', 'érato'];Uma das nove musas
socially-constructed-person;['euterpe', 'rooseveltia'];Uma das nove musas da mitologia grega
socially-constructed-person;['jápeto', 'iápeto', 'japeto', 'iapetos', 'iapetus'];Na mitologia grega, um dos 12 Titãs clássicos filhos de Gaia e Urano.
socially-constructed-person;['ártemis', 'artemisa', 'artémis', 'artêmis', 'artemis', 'délia', 'ártemis muníquia', 'cíntia', 'cynthia'];Deusa da mitologia grega.
socially-constructed-person;['sadhu', 'saddhu', 'sadhus', 'sadhvi'];Um grupo de ascetas do Himalaia
socially-constructed-person;['banshee', 'espírito agourento', 'banshie'];Um mito irlandês.
socially-constructed-person;['dalila'];Personagem bíblica.
socially-constructed-person;['jacó', 'jacob', 'isrāʼīl', 'iaacob', 'israel', 'yaacov'];Patriarca bíblico
socially-constructed-person;['cardeal', 'cardeais', 'cardial', 'cardinalato', 'purpurado', 'colégio de cardeais', 'cardeal-bispo', 'cardeal-diácono', 'cardeal-sacerdote', 'cardeal bispo', 'cardeal católico romano', 'cardeal diácono', 'padre cardeal'];Alto dignitário da Igreja Católica
socially-constructed-person;['neptuno', 'netuno'];Deus da mitologia dos antigos romanos.
socially-constructed-person;['vesta'];A personificação do fogo sagrado, da pira doméstica e da cidade. - corresponde à Héstia dos gregos
socially-constructed-person;['árbitro', 'bandeirinha', 'árbitro de basquetebol', 'árbitro de futebol', 'fiscal de linha', 'arbitro', 'juiz', 'árbitros', 'quarto árbitro', 'ref', 'árbitro convidado especial'];Nos jogos de futebol, o árbitro de linha
socially-constructed-person;['zachary taylor', 'presidente taylor'];Décimo segundo presidente dos Estados Unidos da América.
socially-constructed-person;['cristóvão colombo', 'cristovão colombo', 'christofer columbus', 'colombo', 'christopher columbus', 'túmulo de colombo', 'cristobal colon', 'cristoforo colombo'];O navegador
socially-constructed-person;['leonardo da vinci', 'leonardo davinci', 'leonardo di ser piero da vinci', 'da vinci', 'leonardo'];Matemático, engenheiro, escritor, inventor, anatomista, pintor, escultor, arquiteto, botânico, poeta e músico italiano.
socially-constructed-person;['william shakespeare', 'shakespeare', 'biografia de william shakespeare', 'chéspir', 'comédia shakespeariana', 'comédias de shakespeare', 'guilherme shakespeare', 'shakespeariano', 'vida de william shakespeare', 'w. shakespeare', 'de shakespeare', 'bardo de avon', 'shakspere', 'william shakspere'];A Winter's Tale, Autolycus é o nome de um negociante trapaceiro.
socially-constructed-person;['rené descartes', 'rene descartes', 'descartes', 'renatus cartesius', 'racionalismo continental'];Filósofo, físico e matemático francês (m. 1650).
socially-constructed-person;['oliver cromwell', 'república de cromwell', 'cromwell', 'ironsides'];Militar e político britânico, um dos líderes da Guerra Civil Inglesa.
socially-constructed-person;['john locke', 'locke', 'jonh locke'];Filósofo inglês do século XVII
socially-constructed-person;['abraham lincoln', 'presidente lincoln', 'abe lincoln', 'presidente abraham lincoln'];Presidente dos Estados Unidos da América
socially-constructed-person;['joseph haydn', 'franz joseph haydn', 'haydn', 'josef haydn', 'sinfonia n.º 100 (haydn', 'sinfonia nº 100 (haydn'];Le Matin
socially-constructed-person;['wolfgang amadeus mozart', 'johann chrysostom wolfgang amadeus mozart', 'johannes chrysostomus wolfgangus theophilus mozart', 'mozart', 'w. a. mozart'];Músico alemão
socially-constructed-person;['carl friedrich gauss', 'karl gauss', 'carl friedrich gauß', 'carl gauss', 'condições de estigmatismo de gauss', 'gauss', 'gauß', 'johann carl friedrich gauss', 'karl friederich gauss', 'karl friedrich gauss'];Astrônomo e físico também da Alemanha.
socially-constructed-person;['andrew johnson', 'presidente andrew johnson'];Político estadunidense | Estados Unidos da América | estadunidense.
socially-constructed-person;['herman melville', 'herman mellvile', 'melville'];Poeta e ensaísta estadunidense.
socially-constructed-person;['john dewey'];Filósofo norte-americano
socially-constructed-person;['arthur stanley eddington', 'arthur eddington', 'arthur s. eddington', 'eddington', 'sir arthur stanley eddington'];Astrofísico britânico
socially-constructed-person;['benito mussolini', 'duce', 'mussolini', 'benedito mussolini', 'benito amilcare andrea mussolini', 'benito andrea amilcare mussolini', 'il duce'];Político italiano
socially-constructed-person;['isabel ii do reino unido', 'elisabete ii', 'elisabeth ii', 'elisabeth ii do reino unido', 'elizabete ii', 'elizabeth ii', 'isabel ii', 'eizabeth ii do reino unido', 'elisabete ii do reino unido', 'elizabeth alexandra mary', 'elizabeth alexandra mary of windsor', 'elizabeth ii da inglaterra', 'elizabeth ii de inglaterra', 'elizabeth ii do reino unido', 'isabel ii, rainha de inglaterra', 'isabel ii da grã-bretanha e irlanda do norte', 'isabel ii da inglaterra', 'isabel ii de inglaterra', 'pela graça de deus, rainha do reino unido da grã-bretanha e irlanda do norte e de seus outros reinos e territórios, chefe da comunidade britânica, defensora da fé', 'rainha elisabete ii', 'rainha elisabeth ii do reino unido', 'rainha elizabeth ii', 'rainha isabel ii', 'elizabeth', 'isabel'];Rainha de Inglaterra.
socially-constructed-person;['rutherford b. hayes', 'rutherford hayes', 'presidente hayes', 'rutherford hayes birchard'];Décimo-nono presidente dos Estados Unidos
socially-constructed-person;['george washington', 'washington', 'presidente washington'];Primeiro presidente dos Estados Unidos da América
socially-constructed-person;['james a. garfield', 'james garfield', 'james abram garfield', 'garfield', 'james abraham garfield', 'presidente garfield'];Vigésimo presidente dos Estados Unidos, assassinado com apenas seis meses de mandato.
socially-constructed-person;['john adams', 'john adams, jr.', 'presidente john adams'];Segundo presidente dos Estados Unidos
socially-constructed-person;['ronald reagan', 'reagan', 'ronald wilson reagan', 'presidente ronald reagan', 'presidente reagan'];Ator e ex-presidente dos EUA
socially-constructed-person;['bill clinton', 'presidência de bill clinton', 'william clinton', 'william j. clinton', 'presidente clinton', 'william jefferson clinton'];Ex-presidente dos Estados Unidos da América.
socially-constructed-person;['augusto', 'augusto cesar', 'augusto césar', 'augustus', 'augustus caesar', 'caesar augustus', 'caio júlio césar otaviano', 'caio otavio', 'caio otávio augusto', 'césar augusto', 'gaius octavius thurinus', 'imperador augusto', 'octaviano', 'octavianus', 'octavius', 'octávio', 'octávio augusto', 'octávio césar augusto', 'otaviano', 'otávio', 'gaius julius caesar octavianus', 'gaius octavianus', 'octavian'];O primeiro imperador romano
socially-constructed-person;['john quincy adams', 'presidente john quincy adams'];Sexto presidente dos Estados Unidos
socially-constructed-person;['andrew jackson', 'old hickory'];O sétimo presidente dos Estados Unidos da América
socially-constructed-person;['ordem do carmo', 'ordem carmelita', 'carmelitas', 'carmelitas calçados', 'carmelo', 'o. carm.', 'o.c.', 'o.carm.', 'ordem do carmelo', 'ordem dos carmelitas', 'ordem dos carmelitas observantes', 'ordem dos irmãos da bem-aventurada virgem maria do monte carmelo', 'ordem primeira dos freis carmelitas', 'venerável ordem terceira do carmo', 'carmelita', 'frei branco'];Ramo original dos Carmelitas da Antiga Observância
socially-constructed-person;['paulo de tarso', 'paulo', 'são paulo', 'apóstolo paulo', 'paulo apóstolo', 'saulo de tarso', 'apóstolo são paulo', 'doutrina paulina', 'estrada para damasco', 'não permito à mulher', 'paulo, o apóstolo', 'primeira viagem missionária de paulo', 'santo paulo', 'saulo', 'segunda viagem missionária de paulo', 'são paulo, apóstolo', 'são paulo apóstolo', 'são paulo de tarso', 'terceira viagem missionária de paulo', 'apóstolo dos gentios'];São Paulo ou Saulo
socially-constructed-person;['treinador de beisebol', 'treinador', 'técnico assistente', 'treinador assistente de beisebol', 'treinador principal de beisebol', 'técnico', 'gerente de beisebol', 'treinador de bancada'];Um treinador de beisebol.
socially-constructed-person;['gaúcho', 'gaucho', 'gaúchos', 'gauchas', 'gauchesco', 'gauchos', 'gaúcha', 'gaúchas', 'sul-riograndense'];Zona centro-ocidental do Cone Sul
socially-constructed-person;['hans christian andersen', 'andersen', 'hans cristian andersen'];Escritor dinamarquês
socially-constructed-person;['cônsul', 'cônsul-geral', 'vice-cônsul', 'consulado', 'consulado-geral', 'consulado geral', 'consulados', 'cônsul geral', 'cônsul honorário', 'escritório consular'];Em país estrangeiro, pela proteção dos interesses dos indivíduos e empresas nacionais daquele Estado
socially-constructed-person;['charles baudelaire', 'baudelaire', 'charles-pierre baudelaire', 'charles pierre baudelaire'];Poeta francês.
socially-constructed-person;['adulto', 'cota', 'adultos', 'adulta', 'fase adulta', 'idade adulta', 'vida adulta', 'de maior', 'terceira idade'];Em geral, realizar outras acções que são restritas a esses indivíduos
socially-constructed-person;['antígono monoftalmo', 'antigono i monoftalmos', 'antígono i monoftalmo', 'antígono i monoftalmos', 'antígono i', 'antígono monoftalmos', 'antígono', 'antígono ciclope', 'monophthalmos'];Dito o Zarolho ou o Ciclope-general de Alexandre Magno e fundador da dinastia dos Antígonas.
socially-constructed-person;['xogum', 'shogun', 'shōgun', 'xógum', 'xogun', 'xogunado', 'xogunato', 'bakufu', 'shogum', 'shoguns', 'shogunato', 'xoguns'];Um título dado aos imperadores do Japão antes da monarquia.
socially-constructed-person;['samurai', 'samurais', 'bushi', 'desafio do samurai', 'o desafio do samurai'];Guerreiros japoneses que serviam como soldados da aristocracia nipônica.
socially-constructed-person;['rei artur', 'rei arthur', 'clarent', 'lenda do rei artur'];Figura lendária britânica.
socially-constructed-person;['bardo', 'poeta', 'bardos', 'de bardo'];Uma pessoa que transmite histórias e lendas em forma de poema.
socially-constructed-person;['dândi', 'dândis', 'dandy', 'almofadinha', 'figurino', 'galã', 'janota', 'cara', 'clotheshorse', 'fop'];Cavalheiro elegante
socially-constructed-person;['arapaho', 'arapahoe', 'arapahos'];Povo indígena
socially-constructed-person;['civilização maia', 'maias', 'cidades maias', 'cultura maia', 'império maia', 'civilização maya', 'governo dos maias', 'línguas maias'];Civilização mesoamericana pré-colombiana
socially-constructed-person;['cayugas', 'guyohkohnyo', 'nação cayuga', 'tribo cayuga'];Povo nativo estadunidense
socially-constructed-person;['cherokees', 'cherokee', 'cheroqui', 'cheroquis', 'povo cherokee', 'povo cheroqui', 'pessoas cherokee', 'índios cherokee'];Povo nativo norte-americano
