abstract-region;['бином'];Бином, эки мүчө — алгебралык эки туюнтманын суммасы же айырмасы.
spatial-feature;['фудзияма', 'фужи тоосу'];Фужи тоосу
spatial-feature;['этна жанар тоосу', 'этна', 'etna'];Этна жанар тоосу - Сицилия а-нын түндүк жээгиндеги Мессини жана Катания шаарынан анча алыс эмес аралыкта.
spatial-feature;['вади'];Вади - Араб жарым аралынын жана Түндүк Африканын чөлдөрүндөгү кургак өрөөндөр, сайлар.
spatial-feature;['аконкагуа чокусу', 'aconcágua'];Аконкагуа чокусу - - Түштүк Америкадагы Анд тоолорунун эң бийик чокусу.
spatial-feature;['монблан'];Монблан
spatial-feature;['килиманжаро'];Килиманжаро – дүйнөдөгү эң ири жанар тоолордун бири. Танзанияда.
spatial-feature;['пирин'];Пирин, Пирин-Планина – Болгариянын түштүк-батышындагы кырка тоо.
spatial-feature;['арарат'];Арарат — Армян тайпак тоосундагы эң бийик жанар тоо массиви.
spatial-feature;['литораль'];Литораль
spatial-feature;['материктик тайыздык'];Материктик тайыздык, сайроон – материк жээгинин суу алдындагы тайыз түздүгү.
spatial-feature;['фаска'];Фаска - нерсенин курч кырынын кыйгач тегизделиши.
state;['кататония'];Кататония - кыймыл-аракеттин начарлашы менен болгон психиканын бузулушу.
state;['паранойя', 'paranoia'];Паранойя — негизсиз, жаңылыш идеянын адамдын аң-сезимине бекем сиңип, аны ал идеядан эч айнытууга мүмкүн болбогон психикалык оору.
state;['стресс'];Стресс — кишиге өтө күчтүү дүүлүктүргүч таасир эткенде пайда болгон абал.
state;['гипноз'];Гипноз (грек.
state;['шизофрения'];Шизофрения (б.-грек.
state;['ипохондрия'];Ипохондрия — өз ден соолугу үчүн өтө кооптонуп чочулаган оорулуу абал.
state;['галлюцинация'];Галлюцинация (лат.
state;['психогигиена'];Психогигиена — медицинанын киши психикасына айлана-чөйрөнүн тийгизген таасирин изилдөөчү, психиканы сактоо жана чындоо, психикалык оорулардын алдын алуу чараларын иштеп чыгаруучу бөлүмү.
status;['статус'];Статус – катмардын, топтун же индивиддин социалдык системадагы абалынын комплекстүү көрсөткүчү, социалдык стратификациянын маанилүү параметрлеринин бири.
status;['декаданс'];Декаданс
subject;['статистика'];1. коомдук тиричиликтин саны жана сапат тегине байланыштуу мыйзам ченемин мүнөздөөчү маалымат алууга жана талдоого багытталган илим тармагы.
subject;['илим'];Илим – деген тема болуп саналат табигый дүйнө жөнүндө билүү үчүн эмне кылат.
subject;['математика'];Математика — кандайдыр бир ааламдын сандык катнаштары менен кеңиштиктик формалары, анын ичинде — структуралар, өзгөрүштөр, белгисиздик жөнүндөгү илим.
subject;['геология'];Геология
subject;['бихевиоризм'];Бихевиоризм -
subject;['гештальт'];Гештальт
subject;['диалектика'];Диалектика
subject;['эмгек психологиясы'];Эмгек психологиясы — психологиянын, адамдын эмгектик иш-аракеттеринин психологиялык өзгөчөлүктөрүн, эмгектик көнүгүүлөрүнүн өсүүсүнүн мыйзамченемдүүлүктөрүн караган бөлүгү.
subject;['бионика'];Бионика (байыркы.-грек.
subject;['египтология'];Египтология – чыгыш таанууга тийиштүү илимдердин комплекси катары Египет тилин, жазмасын, маданиятын, тарыхын жана архитектуралык эстеликтерин изилдейт.
subject;['фотохимия'];Фотохимия — жарык таасири астында жүрүүчү химиялык айланышты изилдөөчү химиялык илиминин тармагы.
subject;['геофизика'];Геофизика
subject;['галуа теориясы'];Галуа теориясы— француз окумуштуусу Э. Галуа түзгөн бир белгисиз алгебр, тендемелердин теориясы.
subject;['казуистика'];Казуистика (лат.
subject;['метеорология'];Метеорология – атмосфера жана анда болуучу кубулуштарды изилдөөчү илим. геофизика илиминин бир тармагы.
subject;['география'];География -
subject;['гидроаэромеханика', 'гидромеханика'];Гидроаэромеханика -
subject;['агрономия'];Агрономия - - айыл чарба культураларын өздөштүрүү тууралуу илимдердин комплекси.
subject;['фонетика'];Тил илими ичинде, фонетика деген үндөрдүн өзгөчөлүктөрү жөнүндөгү илим.
subject;['этнография'];Этнография - эл жана башка этностук жалпылыктарды, алардын этногенезин, турмуш тиричилигин жана маданий-тарыхый байланыштарын изилдөөчү илим.
subject;['археология'];Археология - адам баласынын байыркы тарыхын зат түрүндөгү булактар боюнча таанып изилдөөчү илим.
subject;['палеонтология'];ПАЛЕОНТОЛОГИЯ – казылып алынуучу байыркы жандыктардын сөөктөрүн жана байыркы адамдардын келип чыгышын изилдөөчү илим.
subject;['астрофизика'];Астрофизика - астрономиянын асман телолорун, алардын системаларын, Ааламдын пайда болуусун, түзүлүшүн, химиялык тегин, физикалык касиеттерин ж-а алардын өзгөрүүлөрүн изилдөөчү ири бөлүмү.
subject;['астрометрия'];Астрометрия
subject;['радиоастрономия'];Радиоастрономия – асман объектилерин алардын радионурлануулары бонча изилдей турган астрономиянын бөлүмү.
subject;['астродинамикa'];Астродинамикa
subject;['космогония'];Космогония – асман телолору менен алардын системаларынын пайда болушун жана эволюциясын изилдөөчү астрономиянын бөлүгү.
subject;['айлана чөйрөнү коргоо', 'экология', 'суу менен жабдуу, канализация, химиялык өндүрүштүн жана сугат иштеринин айлана чөйрөнү коргоо менен болгон байланышы'];Айлана чөйрөнү коргоо – бул ар кандай илим бутактарынын изилдөөлөрүн, жетишкендиктерин колдонуп жаратылышты булгабай, аны баштапкы абалындай таза сактоо аракетинде жасалган иш-чаралар системасы.
subject;['айлана чөйрөнү коргоо', 'экология', 'суу менен жабдуу, канализация, химиялык өндүрүштүн жана сугат иштеринин айлана чөйрөнү коргоо менен болгон байланышы'];Экология (грек тилинен oikos - үй, мекен,жашаган жер жана logos - илим,окуу.
subject;['морфология'];Морфология – жаныбар организминин, алардын жеке жана тарыхый өөрчүшүнүн закон ченемдүү формасы жана түзүлүшү жөнүндөгү окуу.
subject;['зоология'];Зоология - жаныбарлар жөнүндөгү илим. биологиянын негизги бөлүгү.
subject;['генетика'];Генетика (грек.
subject;['ботаника'];Ботаника – өсүмдүктөр жөнүндөгү илим. биологиянын бир тармагы.
subject;['гистология'];Гистология - – айбанат жана кишинин ткандары жөнүндөгү илим.
subject;['микология'];Микология – козу карындар жөнүндөгү илим.
subject;['физикалык химия'];Физикалык химия – химиялык кубулуштар жана алардын закон ченемдүүлүктөрүн физ.
subject;['жасалма интеллект'];Жасалма интеллект - – техникалык изилдөө, ЭЭМдин жардамы менен адамдагы мүмкүнчүлүктү күчөтүү.
subject;['электротехника'];Электротехника: 1.
subject;['минералогия'];Минералогия — минералдардын хим.
subject;['петрология', 'литология'];Литология – чөкмө тектердин жана учурдагы чөгүндүлөрдүн заттык курамы, түзүлүшү, пайда болушу, жер бетинде таралышы, өзгөрүшү жөнүндөгү илим.
subject;['петрология', 'литология'];Петрология тоо тектердин минералдык жана химиялык курамын, структурасын, текстурасын, жайгашуу шартын, алардын жер бетинде жана анын кыртышында пайда болуусун, өзгөртүүлөрүн изилдөөчү илим.
subject;['геоморфология'];Геоморфология
subject;['вулканология'];Вулканология — жанар тоолорду изилдей турган геологиянын бир тармагы.
subject;['гидрология'];Гидрология -
subject;['ономастика'];Ономастика —1
subject;['эпидемиология'];Эпидемиология
subject;['биомедицина'];31321
subject;['геронтология'];Геронтология (байыркы грек.
subject;['невропатология'];Невропатология — медицинанын нерв системасынын ооруларынын өөрчүү себептерин изилдеп, аларды диагноздоо, дарылоо жана алдын алуу жолдорун иштеп чыгуучу тармагы.
subject;['анестезиология'];Анестезиология
subject;['бактериология'];Бактериология — микробиологиянын бактерияларды изилдөөчү бөлүмү.
subject;['ангиология'];Ангиология — анатомиянын кан жана лимфа тамырларын изилдөөчү бөлүгү.
subject;['иммунология'];Иммунология - организмдин функциялык жана структуралык бүтүндүгүн, биологиялык өз алдынчалыгын сактоого багытталган коргонуу реакциясы жөнүндөгү илим.
subject;['вирусология'];Вирусология – вирустар жана вирус оорулары жөнүндөгү илим.
subject;['офтальмология'];Офтальмология — клиникалык медицинанын көрүү органынын анатомиясын, физиологиясын, көз ооруларын изилдөөчү жана диагностика, дарылоо, алдын алуу методдорун иштеп чыгуучу бөлүмү.
subject;['онкология'];Онкология — медицинанын шишиктердин пайда болуусун, өөрчүүсүн, клиникалык өтүшүн изилдөөчү жана аны диагноздоо, дарылоо, алдын алуу жолдорун иштеп чыгуучу бөлүмү.
subject;['педиатрия'];Педиатрия — клиникалык медицинанын балдар организминин анатомия физиологиялык өзгөчөлүктөрүн, алардын ден соолугун, ооруларынын себептерин, өөрчүү механизмдерин изилдөөчү жана билүү, дарылоо, алдын алуу методдорун иштеп чыгуучу тармагы.
subject;['эндокринология'];Эндокринология
subject;['кардиология'];Кардиология – медицинанын жүрөк-кан тамыр системасынын түзүлүшүн, функциясын, ооруларынын пайда болуу себебин диагноздоо, оорунун өтүшүн, дарылоо жана алдын алуу ыкмаларын иштеп чыгуучу бөлүмү.
subject;['дерматология'];Дерматология
subject;['стоматология'];Стоматология — медицинанын ооз көңдөйүндөгү органдардын жана жаак бет ооруларынын пайда болуу себебин, клиникалык белгисин жана аларды дарылоо, алдын алуу ыкмаларын иштеп чыгуучу тармагы.
subject;['гематология', 'гематoлогия'];Гематология — медицинанын нормада жана ар кандай ооруларда кан пайда кылуучу органдардын, кан плазмасынын, кан клеткаларынын түзүлүшүн жана иштемин үйрөтүүчү бөлүмү.
subject;['ветеринария', 'ветеринария,'];Ветеринария, ветеринария медицинасы
subject;['урология'];Урология — клиникалық медицинанын сийдик бөлүп чығаруучу органдардын жана эркектин жыныс органдарынын ооруларын, алардын пайда болуу себептерин жана диагнозун қоюу, дарылоо, алдын алуу методдорун изилдөөчү тармағы.
subject;['гинекология'];Гинекология (грек.
subject;['невропатология'];Невропатология — медицинанын нерв системасынын ооруларынын өөрчүү себептерин изилдеп, аларды диагноздоо, дарылоо жана алдын алуу жолдорун иштеп чыгуучу тармагы.
subject;['анатомия'];Физиология
subject;['голография'];Голография - – толкундардын дифракция жана интерференция кубулуштарынын негизинде заттардын сүрөттөлүшүн алуу ыкмасы.
subject;['токсикология'];Токсикология — медицинанын уулуу заттардын физикалык жана химиялык касиетин, алардын тирүү организмге тийгизген таасирин жана анын натыйжасында пайда болгон патологиялык процесстерди дарылоо жана алдын алуу методдорун изилдөөчү тармагы.
subject;['укук таануу', 'юриспруденция'];Укук таануу : 1
subject;['эстетика'];Эстетика : искусстводо, көркөм чыгармачылыкта, табиятта жана турмушта сулуулуктун маңызы жана формасы тууралуу окуу. адамдын болмуш көрүнүштөрүнө эстетикалык баа берүүсүн жана көркөм иш-аракеттер чөйрөсүн изилдеген философиялык илим.
subject;['логика'];Логика(грек.
subject;['термодинамика'];Термодинамика (грек.
subject;['механика'];Механика
subject;['астрономия'];Астрономия (астро...
subject;['атом физикасы', 'ядролук физика'];Атом физикасы - физиканын атом түзүлүшүн, касиетин жана андагы элементардык процесстерди изилдеп үйрөтүүчү бөлүмү.
subject;['зоопсихология'];Зоопсихология
subject;['океанография'];Океанография, Океанология – Дүйнөлүк океандагы физикалык, химиялык, Геологиялык жана биологиялык процесстер жөнүндөгү илим.
subject;['экономика'];Гректин улуу ойчулу биздин заманга чейин 3-кылымда илимге oikonomia деген терминди киргизген.
subject;['демография'];Демография
subject;['ортопедия'];Ортопедия — медицинанын таяныч кыймыл аппараттын тубаса жана кийин пайда болгон деформацияларын жана функцияларынын бузулушун изилдөөчү, аларды алдын алуу жана диагноз коюу, дарылоо методдорун иштеп чыгуучу тармагы.
subject;['физиология'];Физиология — Организмде болуп жаткан баардык процесстерди окутуучу илим болуп саналат.
subject;['химия'];Химия – табият таануу областынын бир тармагы, химиялык элементтердин ж-а алардын бирикмелеринин курамын, касиеттерин, түзүлүштөрүн, о.
subject;['апологетика'];дегенди түшүндүрөт.
subject;['орнитология'];Орнитология
subject;['ихтиология'];Ихтиология – зоологиянын балыктардын түзүлүшүн, өнүгүүсүн, таралышын, тиричилигин, систематикасын, эволюциясын изилдөөчү бөлүгү.
subject;['этология'];Этология - жаныбарлардын жүрүм-турумун изилдөөчү илим.
subject;['категория:техникалык илимдер', 'технология'];Поляк тили - Польша Республикасынын расмий тили.
subject;['категория:техникалык илимдер', 'технология'];Техникалык илим (Технология)- ар кыл өндүрүш тармагында, курулушта сырье, материал же буюмдар алуу, иштетүү жолдору менен ыкмалардын жалпы аты. ал жолдорду жана ыкмаларды иштеп чыгуучу жана өнүктүрүүчү илимий тармак.
subject;['архитектура'];Архитектура (лат.
subject;['кибернетика'];Кибернетика (байыркы грек.
subject;['филология'];Филология — тил жана адабият жөнүндөгү илим.
subject;['алгебра', 'algebra'];Алгебра – арабдын «ал-жебр» деген сөзүнөн келип чыккан, ал математика илиминин негизги тармактарынын бири.
subject;['онтология'];Онтология
subject;['биохимия'];Биохимия — организмдеги химиялык заттардын составын, структурасын, таралышын, алмашуусун жана функциясын изилдөөчү илим.
subject;['метафизика'];Метафизика
subject;['этиология'];Этиология
subject;['этика'];Этика
subject;['гносеология'];Гносеология (грек.
subject;['геометрия'];Геометрия – тегиздиктеги жана мейкиндиктеги фигуралардын касиеттерин иликтеп үйрөнүүчү математиканын бөлүгү.
subject;['философия', 'философ'];Философия – даанышмандыкты сүйүү.
subject;['металлургия'];Металлургия – кен таштан металл бөлүп алуу, металл куймаларынын химиялык курамын, түзүлүшүн өзгөртүү жөнүндөгү илим.
subject;['гигиена'];Гигиена (байыркы грек.
subject;['физика', 'натурфилософия', 'физик'];Физика
subject;['физика', 'натурфилософия', 'физик'];Натурфилософия (лат.
subject;['психология'];Психология -
subject;['токойчулук'];Токойчулук — Өсүмдүк өстүрүүчүлүктүн бир багыты.
subject;['биология', 'биолог', 'биологиялык илимдер'];Тамак жээрдин алдында эмне үчүн колду жууп,оозду чайкайт?
subject;['тил илими', 'лингвистика'];Тил илими, лингвистика – тил жөнүндөгү илим.
subject;['антропология'];План: 1
subject;['социология'];Социология - коом бир бүтүн система катары жана айрым коомдук институттар, процесстер, топтор, инсан менен коом мамилелери, адамдардын массалык жүрүш-турушунун закон ченемдүүлүгү жөнүндөгү илим.
subject;['палеография'];Палеография – жазуунун келип чыгышын, өнүгүшүн жана графиканын тарыхый өсүш жолун изилдеген тарыхый-филология багыттарындагы илим.
subject;['синология'];Синология
subject;['психофармакология'];Психофармакология
subject;['биоклиматология'];Биоклиматология - климаттын тирүү организмге тийгизген таасирин изилдөөчү илим.
subject;['саясий илимдер'];Саясат
subject;['семантика'];Семантика (грек.
subject;['физикалык география'];Физикалык география - Жердин географиялык катмары жана анын аймактык бөлүктөрү жөнүндөгү илим.
subject;['геосаясат'];Геосаясат
subject;['палеогеография'];Палеогеография
subject;['акустика'];Акустика -
subject;['фонология'];Тил илими ичинде, фонетика деген үндөрдүн системалары жөнүндөгү илим.
subject;['аксиология'];Аксиология – баалуулук, нарктуулук жана бийик дөөлөттөр жөнүндөгү илим.
subject;['генетика инженериясы', 'генетикалык инженерия'];Генетика инженериясы, ген инженериясы — молекулярдык генетиканын бөлүмү. клетка ээсинде көбөйүп, керектүү заттарды синтездөөгө жөндөмдүү, ген материалдын тирүү эмес шартта, максатка ылайык жаңы комбинацияларын алуу.
subject;['космонавтика'];Космонавтика – космос мейкиндигине учуу. космоско учуучу аппараттарды пайдалануу менен космосту, жерден тышкаркы объектилерди изилдөөчү жана өздөштүрүүчү илим менен техника тармактарынын жыйындысы.
subject;['фольклор'];Фольклор — элдик оозеки чыгармачылык.
subject;['аналитикалык геометрия'];Аналитикалык геометрия — геометриянын бир бөлүгү. мында элементардык алгебранын жардамы менен координаталар методунун негизинде түспөлдөрдүн касиеттери изилденет.
subject;['ассоцианизм'];Ассоцианизм – ассоциативдик психология, психикалык турмуштун бардык жактарын түшүндүрүүчү башкы принцип катары ассоциация түшүнүгүн эсептеген психологиядагы багыт.
substance-role;['аралашма'];Аралашма — химияда эки же андан көп заттардан турган материалдар аралашма болуп саналат.
substance-role;['дуралюмин'];Дуралюмин, дюралюминий, дюраль
substance-role;['баббит'];Баббит – И.Баббит деген ойлоп табуучунун атынан коюлган, калай негизинде алынган куйма.
substance-role;['легирлөө'];Легирлөө
substance-role;['коллоиддик системалар'];Коллоиддик системалар – ири дисперстүү системалар менен чыныгы эритмелер ортосунан орун алган дисперстик системалар.
substance-role;['экстракттар'];Экстракттар тундурмалардан даярдалып, коюу болот.
substance-role;['коло'];Коло — негизинен жезден турган 12% калай кошулган эритме.
substance-role;['физиологиялык эритме'];Физиологиялык эритме — туздардын составы жана осмос басымы боюнча кан сары суусуна жакын атайын эритме.
substance-role;['фермент', 'ферменттер'];Ферменттер — организмде биологиялык катализаторлордун милдетин аткаруучу өзгөчө белоктор, боюнча организмдеги ар кандай химиялык реакцияларды тездетүүчү заттар.
substance-role;['аллювий'];Аллювий -
substance-role;['гистамин'];Гистамин, b-имидазолилэтиламин, – гетероциклдүү амин.
system-as-description;['экосистема'];Экосистема экологиянын негизги функционалдык бирдиги болуп саналат.
system-as-description;['меркантилизм'];Меркантилизм – саясий экономиянын биринчи мектеби. алгачкы капитализм мезгилинде мамлекеттин чарбалык турмушка активдүү кийлигишүүсү менен мүнөздөлүп, көпөстөрдүн кызыкчылыгын көздөгөн экономикалык саясат.
system-as-description;['капитализм'];Communism – ndvjbnfdjkbndfjkbnfdjnbgdnbgdbngkbngjnbkg учурдагы өнүгүү деңгээлин «аралаш экономика», «постиндустриалдык коом» ж. б.
system-as-description;['социалдык система'];Социалдык система – өзүнүн табияты боюнча социалдык өзгөчөлүктөргө ээ, өз ара ар түрдүү байланыш жана карым-катнаштар аркылуу бириккен, айрым адамдарды жана социалдык топторду өз ичине камтыган татаал түзүлүштөгү, ирээттүү биримдик. узак убакыттар бою биримдикте, жакын жашашкан адамдардын тобу. так аныкталган социалдык түзүлүшкө ээ уюм. этностук же улуттук жалпылык, мамлекет же өз ара карым-катыштагы мамлекеттердин тобу, ж. б.
system-as-description;['экономикалык ишкердүүлүк', 'экономика'];Экономикалык ишкердүүлүк – максаты менен түрүнө карабастан, юридикалык жана жеке жактар тарабынан жасалган баардык иш-аракеттердин түрлөрүн камтып турат.
task;['жаныбарлардын жүрүм-туруму', 'жүрүм-турум'];Жаныбарлардын жүрүм-туруму -жаныбардын ички, сырткы факторлордун таасирине жооп кайтаруу же өзүнүн жашоо аракетин өзгөртүү жөндөмдүүлүгү.
task;['кемитүү'];Кемитүү – кошууга карама-каршы амал.
taxonomic-collection;['сөз түркүмү'];Сөз түркүмү - бир тилдеги сөздөрдүн лексико-семантикалык жана грамматикалык өзгөчөлүктөрүнүн негизинде топтоштурулган бөлүмдөрү.
taxonomic-collection;['аппендикуляриялар'];Аппендикуляриялар — жандыктардын классынын аты.
taxonomic-collection;['сын атооч'];Сын атооч - заттын өңүн, түсүн, сынын, сапатын, даамын, формасын жана башка көрсөтүп, кандай?
taxonomic-collective;['түр жана түрлөр', 'уруу'];Түр жана түрлөр логикада – организмдер системасындагы негизги түзүлүштүк бирдик: алардын эволюциясындагы сапаттык этап.
taxonomic-collective;['коңорчок', 'halimodendron'];Коңорчок – чанактуулар тукумундагы өсүмдүк уруусу.
taxonomic-collective;['күрмөк', 'echinochloa'];Күрмөк – дан өсүмдүктөр тукумундагы түр.
taxonomic-collective;['каңылтырлар'];Каңылтырлар – балыктардын каңылтыр сымалдар түркүмүндөгү тукуму.
taxonomic-collective;['арноглоссосымактар', 'калкан сымалдуулар'];Арноглоссосымактар — океан балыктарынын бир тукумчасы.
taxonomic-collective;['дюгондор'];Дюгондор (лат.
taxonomic-collective;['өлөңчөп сымалдар'];Өлөңчөп сымалдар – бир же көп жылдык, түксүз, көбүнчөсү сазда өсүүчү чөп.
taxonomic-collective;['чалкандар'];ЧАЛКАНДАР — өсүмдүктөрдүн эки үлүштүүлөр классындагы тукуму.
taxonomic-collective;['байчечекейлер', 'ranunculaceae'];Байчечекейлер – өсүмдүктөрдүн эки үлүштүүлөр классындагы тукум.
taxonomic-collective;['жүзүмдөр'];Жүзүмдөр - эки үлүштүүлөр классындагы өсүмдүк тукуму.
taxonomic-collective;['карагат'];Карагат – өсүмдүктөрдүн барсылдактар тукумундагы көп жылдык бадал.
taxonomic-collective;['марал кулак', 'veratrum'];Марал кулак – лилиялар тукумундагы көп жылдык чөп өсүмдүк.
taxonomic-collective;['чабактар', 'leuciscus'];Чабактар — (лат.
taxonomic-collective;['түбү бош', 'bromus'];Түбү бош – дан өсүмдүктөр тукумунун уруусу.
taxonomic-collective;['беде', 'medicago'];Беде - чанактуулар тукумундагы көп же бир жылдык чөп өсүмдүк.
taxonomic-collective;['сары көчүк көпөлөк', 'euproctis'];Сары көчүк көпөлөк (лат.
taxonomic-collective;['чилдер', 'perdix'];Чилдер
taxonomic-collective;['куторалар', 'neomys'];Куторалар — (лат.
taxonomic-collective;['курма', 'diospyros'];Курма — эбендер тукумундагы өсүмдүк уруусу.
taxonomic-collective;['aнaнас', 'ananas'];Aнaнас - бромель тукумундагы көп жылдык тропик чөп өсүмдүгү.
taxonomic-collective;['чанактуулар'];ЧАНАКТУУЛАР — эки үлуштүү өсүмдуктѳрдүн тукуму.
taxonomic-collective;['казуар сымалдар', 'casuariiformes'];Казуар сымалдар - жалпак төштүү куштар түркүмү.
taxonomic-collective;['пастернак', 'pastinaca'];Пастернак – өсүмдүктөрдүн чатыр гүлдүүлөр тукумундагы эки же көп жылдык чөп.
taxonomic-collective;['эндиктер тукуму', 'boraginaceae'];Эндиктер тукуму – эки үлүштүүлөр классындагы өсүмдүктөр тукуму.
taxonomic-collective;['бурамамүйүздөр', 'tragelaphus'];Бурамамүйүздөр — (лат.
taxonomic-collective;['аллигаторлор'];Аллигаторлор - сойлоочулардын крокодилдер түркүмүнүн уруусу.
taxonomic-collective;['тамеки', 'nicotiana'];Тамеки
taxonomic-collective;['каакым'];Каакым — көп жылдык чөп өсүмдүк.
taxonomic-collective;['агамалар', 'agamidae'];Агамалар — агамалар. кескелдириктин бир тукуму, буларга кыйла уруу жана түрлөр кирет — Гималай агамасы . ызар агамасы. дарак агамасы -, — тирүү туучу агама. — Индонезия агамасы, ичке тумшук агама. — Казказ агамасы. — таштак агамасы, корум агамасы. — Африка агамасы. — Павловский агамасы. — мүйүздүү агама. — журтчу агама. — жашыруун кулак агама. — Туркестан агамасы. — Фергана агамасы. — Хорасан агамасы, кызыл боор агама. — Цейлон агамасы. — чор тумшук агама. — накта агамалар, чыныгы агамалар.
taxonomic-collective;['бутсуздар'];Бутсуздар - Жерде сууда жашоочулардын ичинен бутсуздар өзгөчө айырмаланып турат.
taxonomic-collective;['каңылтыр түспөлдүүлөр', 'cypriniformes'];Каңылтыр түспөлдүүлөр — (лат.
taxonomic-collective;['пил тумшуктуулар'];Пил тумшуктуулар – сүт эмүүчүлөр классынын түркүмү.
taxonomic-collective;['жаргак канаттуулар', 'hymenoptera'];Жаргак канаттуулар (лат.
taxonomic-collective;['түлкүкуйрук', 'alopecurus'];Түлкүкуйрук – дан өсүмдүктөр тукумундагы уруу.
taxonomic-collective;['чирче, итконок', 'setaria'];Чирче, итконок – дан өсүмдүктөр тукумундагы уруу.
taxonomic-collective;['бурмакара', 'corydalis'];Бурмакара – апийимдер тукумундагы өсүмдүк уруусу. бир-эки же көп жылдык чөп.
taxonomic-collective;['арпа', 'hordeum'];Арпа (лат.
taxonomic-collective;['суучөлмөктөр'];Суучөлмөктөр (лат.
taxonomic-collective;['ызылдактар'];Ызылдактар (лат.
taxonomic-collective;['сары кычы', 'barbarea'];Сары кычы.
taxonomic-collective;['апогон сымалдуулар', 'apogonidae'];Апогон сымалдуулар — майда кооз балыктардын бир тукуму.
taxonomic-collective;['гемеробиялар', 'hemerobiidae'];Гемеробиялар (лат.
taxonomic-collective;['чеге гүл', 'dianthus'];Чеге гүл — өсумдүктүн чеге гүлдүүлөр тукумундагы уруусу.
taxonomic-collective;['теричилдер', 'dermestidae'];Теричилдер — (лат.
taxonomic-collective;['жырткычтар'];Жырткычтар — сут эмүучүлөрдүн түркүмү.
taxonomic-collective;['мышык сымалдар', 'felidae'];Мышык сымалдар – сүт эмүүчүлөрдүн жырткычтар түркүмүндөгү тукуму.
taxonomic-collective;['кепшөөчүлөр'];Кепшөөчүлөр (лат.
taxonomic-collective;['күндүзгү алгыр куштар', 'falconiformes'];Күндүзгү алгыр куштар (лат.
taxonomic-collective;['көкбазиндер', 'gentianaceae'];Көкбазиндер – эки үлүштүүлөр классындагы өсүмдүктөрдүн тукуму.
taxonomic-collective;['баялыш'];Баялыш - өсүмдүктөрдүн шакардуулар тукумундагы уруусу. көп жылдык же бир жылдык чөп, бадалча жана бадал.
taxonomic-collective;['пальмалар'];Пальмалар – бир үлүштүүлөр классындагы дарак өсүмдүктөрдүн жалгыз тукуму.
taxonomic-collective;['манкоо', 'xanthium'];Манкоо – өсүмдүктөрдүн татаал гүлдүүлөр тукумундагы уруу.
taxonomic-collective;['таракандар'];Таракандар — курт-кумурскалар түркүмү.
taxonomic-collective;['акропора', 'acropora'];акропора - шурулардын бир уруусу.
taxonomic-collective;['гидра түспөлдүүлөр'];Гидра түспөлдүүлөр (лат.
taxonomic-collective;['анар', 'punica'];Анар
taxonomic-collective;['жоноктор'];Жоноктор (лат.
taxonomic-collective;['жумшак шурулар', 'alcyonacea'];Жумшак шурулар (түркүм) — (лат.
taxonomic-collective;['боз-кемпир', 'sophora'];Боз-Кемпир, софора өсүмдүктөрдүн чанактуулар тукумундагы дайым жашыл, анча чоң эмес дарак же бадал.
taxonomic-collective;['липа'];Липа, жөкө дарак – өсүмдүктөрдүн липалар тукумундагы жалбырагы күбүлмө дарактар уруусу.
taxonomic-collective;['лепидозаврлар', 'lepidosauria'];Лепидозаврлар — (лат.
taxonomic-collective;['кабырчыктуулар'];Кабырчыктуулар – сойлоочулар түркүмү.
taxonomic-collective;['ат кулак', 'rumex'];Ат кулак - өсүмдүктөрдүн кымыздыктар тукумундагы бир жана көп жылдык чөп өсүмдүгү.
taxonomic-collective;['ит сымалдар', 'canidae'];Ит сымалдар – жырткычтар түркүмүндөгү сүт эмүүчүлөр тукуму.
taxonomic-collective;['дурукулилер'];Дурукулилер (лат.
taxonomic-collective;['көгүчкөн', 'көгүчкөндөр'];Көгүчкөндөр, кептерлер
taxonomic-collective;['ийнелик', 'ийнеликтер'];Ийнеликтер
taxonomic-collective;['каз сымалдар', 'anseriformes'];Каз сымалдар – сууда сүзүүчү куштар түркүмү.
taxonomic-collective;['олигохеттер'];Олигохеттер – муунак курттар тибинин классы.
taxonomic-collective;['алгачкы кекиректүүлөр', 'онихофоралар'];Алгачкы кекиректүүлөр — онихофоралар тибине кирген бир класс.
taxonomic-collective;['алгачкы кекиректүүлөр', 'онихофоралар'];Онихофоралар, алгачкы трахеялуулар – омурткасыз жандыктар тиби.
taxonomic-collective;['мастодонттор', 'mammutidae'];Мастодонттор — (лат.
taxonomic-collective;['австралопитек'];Австралопитек – тукуму курут болгон киши сымал маймыл.
taxonomic-collective;['көгүлжүндөр', 'lycaenidae'];Көгүлжүндөр (лат.
taxonomic-collective;['антедон сымалдуулар', 'antedonidae'];Антедон сымалдуулар — деңиз лилияларынын бир тукуму.
taxonomic-collective;['бараканаттар'];Бараканаттар — (лат.
taxonomic-collective;['учуучу ажыдаарлар', 'draco'];Учуучу ажыдаарлар (лат.
taxonomic-collective;['түлкү', 'vulpes'];Түлкү - ит сымалдуулар тукумундагы сүт эмүүчү жырткыч жаныбар.
taxonomic-collective;['можучулар'];Можучулар (лат.
taxonomic-collective;['арткы бакалоордуулар'];Арткы бакалоордуулар (лат.
taxonomic-collective;['аркароту', 'dracocephalum'];Аркароту - өсүмдүктөрдүн эрин гүлдүүлөр тукумунун уруусу, көп жылдык чөп.
